strategy,split,cost_bps,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,annual_turnover
hf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state,full,1.0,704270,9.944558521560575,0.058264586025246,0.22888808280514397,0.35015566029243383,0.12126757748728983,0.023283336284396477,0.023016414686373138,0.030839004626497045,0.7463410367855163,2.3535860182969093,-0.05428015039157963,0.5066773894818931,0.06965894834679988,121.9436511177166
hf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state,full,1.0,704270,9.944558521560575,0.05539068823036619,0.17928130330598188,0.2889518595184961,0.10967055621251426,0.018191567495065435,0.018028080675204044,0.030178385113458786,0.5973838761559174,1.8838497003088341,-0.05755893073930418,0.5055114073314535,0.059154213244604265,110.28197579082067
hf_event_60D_agree_120D_state_hold,full,1.0,704270,9.944558521560575,0.1511011401877121,0.10923576498190646,0.186212600384012,0.07697683540210548,0.011045026917969557,0.010984476057441347,0.03967778103766258,0.27684199494459544,0.8730210674001464,-0.07670508274377252,0.5019545932942414,0.013222710384085847,77.40598563044676
hf_event_60D_agree_120D_exhaust_30m_flip5_hold_state,full,1.0,704270,9.944558521560575,0.14948670254305876,0.07254125226582445,0.14871702275392606,0.07617577048810155,0.007321237552979457,0.0072945673866315315,0.04090047340560505,0.17834921650642496,0.5624241488202677,-0.08940171215404324,0.5015625148415164,0.00987004595819077,76.6004547340604
hf_event_60D_pure_state_hold,full,1.0,704270,9.944558521560575,0.15939909409743422,0.06430359448968567,0.13499902854045404,0.07069543405076836,0.006487160131529015,0.006466209068031576,0.038457262000107136,0.16814013093323082,0.5302298035003927,-0.08895920612969788,0.5024674861927668,0.008493491572176028,71.08956510989921
hf_event_60D_pure_exhaust_30m_flip5_hold_state,full,1.0,704270,9.944558521560575,0.1577874962727363,0.05220272352510335,0.1226000219015683,0.07039729837646493,0.00526317778000288,0.00524937566729823,0.03816130171870015,0.13755756305152148,0.4337876937645823,-0.09778486666386466,0.5022632170978628,0.007505298884001814,70.78976731228252
hf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state,full,1.0,704270,9.944558521560575,0.14740795433569512,0.051756897669882895,0.12333195955167531,0.07157506188179238,0.005218111699985668,0.005204544531330368,0.04080197178939567,0.12755620140600693,0.40224840572784715,-0.09239499790851735,0.5011029234696335,0.007836718939448336,71.9740969160291
hf_event_60D_pure_exhaust_60m_confirm15_hold_state,full,1.0,704270,9.944558521560575,0.15572578698510514,0.044220492190041344,0.11046757784758063,0.0662470856575393,0.00445660364612304,0.00444670239449724,0.03762545621538286,0.11818334823749571,0.3726911188017935,-0.0956057629084256,0.5017096277114695,0.006694491095350843,66.6164169217874
hf_event_252D_pure_state_hold,full,1.0,704270,9.944558521560575,0.09293026822099479,0.01797231798728022,0.053642756377889365,0.035670438390609155,0.0018088855312319366,0.0018072514680581185,0.040910800007552685,0.04417541254936289,0.13930713735972344,-0.09954825046221549,0.48502628040581836,0.005297689461447295,35.8693031101108
hf_event_252D_pure_exhaust_30m_flip5_hold_state,full,1.0,704270,9.944558521560575,0.09219191503258693,0.011404566882455247,0.04627414736195143,0.034869580479496176,0.0011474726425835479,0.0011468147990410294,0.04076694144501986,0.028130999245741202,0.08871108949155165,-0.10616640779445441,0.4848293494332183,0.004266967545967112,35.06398037066826
hf_event_252D_pure_exhaust_60m_confirm15_hold_state,full,1.0,704270,9.944558521560575,0.09121359705794653,0.006957012194797028,0.03941276390438897,0.03245575170959194,0.0006998245562996383,0.0006995797932822945,0.04052957329251816,0.01726097109962513,0.05443246215868955,-0.10853386963895195,0.4846121514967543,0.0034335858582476547,32.636694368307396
hf_event_120D_agree_60D_carry_state_hold,full,1.0,704270,9.944558521560575,0.05997699745836114,-0.044267210242695254,0.04247443954708664,0.08674164978978188,-0.004441507447647711,-0.004451400245342265,0.03209770663685573,-0.13868281294062948,-0.43733616862468283,-0.11004392108628791,0.49850852272727275,-0.002316220349126611,87.22523941280978
hf_event_120D_carry_tailwind_state_hold,full,1.0,704270,9.944558521560575,0.07897539296008634,-0.05396812182513397,0.04665209542266917,0.10062021724780312,-0.005412200698662857,-0.0054268997168780185,0.03454215769400688,-0.1571094592570746,-0.4954445868905148,-0.09217347599174641,0.4989032722042431,-0.00244641195700707,101.18118067247597
