root,asset,asset_class,horizon_vol_bars,horizon,beta_bps_per_full_ofi_high,beta_bps_per_full_ofi_low,beta_bps_per_full_ofi_spread,corr_high,corr_low,corr_spread,hit_rate_high,hit_rate_low,hit_rate_spread,n_high,n_low,n_spread,nw_tstat_high,nw_tstat_low,nw_tstat_spread,r2_high,r2_low,r2_spread,abs_corr_high_minus_low
DHY,Duration-Hedged HY Credit Index,Credit,6,next_6_vol_bars,-0.5291481550382373,13.642981954221913,-3.2308403657112574,-0.02155766071921525,0.22829226542707662,-0.11859452546102903,0.43636363636363634,0.45614035087719296,0.4107142857142857,55,57,56,-0.2210257299557073,2.488303046434831,-1.265391420831801,0.00046473273568503615,0.05211735845382692,0.014064661469326833,-0.20673460470786137
DHY,Duration-Hedged HY Credit Index,Credit,12,next_12_vol_bars,3.090070002329378,12.94505020058498,1.3790997143422448,0.09114634778162976,0.1661560866066878,0.03443672688061484,0.4489795918367347,0.5294117647058824,0.46,49,51,50,0.8594948845270832,1.0657742006516648,0.38536715448358416,0.008307656713929856,0.027607845116449203,0.001185888158249604,-0.07500973882505803
ES,E-mini S&P 500,Equity,0,same_vol_bar,250.11493569765608,136.39607935095452,121.0938956414663,0.5302853324455341,0.1914607475646145,0.32187012908682855,0.6923076923076923,0.5384615384615384,0.6153846153846154,156,156,156,14.553984776271973,1.9250770384418425,4.90338912996661,0.2812025338068701,0.03665721785800102,0.10360037999837157,0.3388245848809196
ES,E-mini S&P 500,Equity,1,next_1_vol_bar,4.801151872756493,-17.55711759261129,7.951271536370434,0.01017809668207294,-0.024642355635761955,0.021132269852483985,0.47435897435897434,0.47435897435897434,0.47435897435897434,156,156,156,0.14062676344225022,-0.24982093138445707,0.31627215496850913,0.00010359365206968896,0.0006072456912793456,0.00044657282911808593,-0.014464258953689014
ES,E-mini S&P 500,Equity,3,next_3_vol_bars,30.41192630520564,63.90683890177197,1.526158260169664,0.03816819388004596,0.05310224613596179,0.0024012959414508933,0.4807692307692308,0.5128205128205128,0.4807692307692308,156,156,156,0.5076095172275036,0.4239272069377901,0.027448188668568328,0.001456811024064586,0.0028198485446843113,5.7662221983889594e-06,-0.014934052255915826
ES,E-mini S&P 500,Equity,6,next_6_vol_bars,23.72102127160113,15.302371951449272,10.824600787918522,0.02046279827497871,0.008739735094783211,0.0117066319217532,0.4551282051282051,0.5384615384615384,0.42948717948717946,156,156,156,0.24975461710343239,0.0886671180486894,0.1349872189401364,0.00041872611324256237,7.638296952716672e-05,0.0001370452309515935,0.0117230631801955
ES,E-mini S&P 500,Equity,12,next_12_vol_bars,103.28950956269902,111.60399949284607,34.59157949833058,0.05847654215214049,0.04183243088558018,0.024551854211404604,0.4423076923076923,0.5641025641025641,0.4423076923076923,156,156,156,0.7393341005940339,0.4470207651174849,0.29862929286324524,0.0034195059820709695,0.0017499522737968176,0.0006027935452179722,0.016644111266560305
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,0,same_vol_bar,-0.2739974509491706,-1.2718964502775334,0.3650100083045592,-0.015818924027225525,-0.037544473196394895,0.02232659430193983,0.4426229508196721,0.45454545454545453,0.41935483870967744,61,66,62,-0.1477527936911224,-0.25999768407544643,0.2685157354404737,0.00025023835737914,0.0014095874675946751,0.0004984768131234274,-0.02172554916916937
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,1,next_1_vol_bar,0.1323368183994561,-0.34123387277690853,0.13064065387116508,0.0075910267849060515,-0.010119170050760134,0.007831275961615588,0.4,0.4307692307692308,0.4918032786885246,60,65,61,0.06218379837612198,-0.07681397267608885,0.05438865665021807,5.762368764916648e-05,0.00010239760251640195,6.132888318688412e-05,-0.0025281432658540827
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,3,next_3_vol_bars,-7.2415442310017495,-6.9865505237439995,-4.207048520415859,-0.24521788265340105,-0.12914226393070383,-0.15194298228802436,0.39655172413793105,0.42857142857142855,0.4576271186440678,58,63,59,-2.7832684179273794,-1.459084700224356,-1.6808728492033218,0.06013180997301715,0.016677724333147292,0.023086669866578813,0.11607561872269723
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,6,next_6_vol_bars,1.7294066199588067,6.881210955686334,1.8484619082399176,0.04594444138202644,0.09678153362767217,0.05310570348110649,0.509090909090909,0.5166666666666667,0.5357142857142857,55,60,56,0.42596027439267836,0.848883953783038,0.46159438746865317,0.002110891693906325,0.009366665251324124,0.002820215742223131,-0.050837092245645726
HYB,Bloomberg U.S. High Yield Very Liquid Index,Credit,12,next_12_vol_bars,4.366029692796858,-9.108088736287982,6.025517723264157,0.07713799711881054,-0.09214457776820775,0.11374612022176675,0.5882352941176471,0.5185185185185185,0.6078431372549019,51,54,51,0.889894745090708,-1.1786768703589898,1.1691687085957907,0.005950270599501484,0.008490623212081161,0.012938179865504496,-0.015006580649397208
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,0,same_vol_bar,6.92228986165024,-8.619932770138591,7.968482917308485,0.17419773669405822,-0.13181824571430037,0.22612811982382414,0.5094339622641509,0.5094339622641509,0.5283018867924528,53,53,53,1.1382405829420283,-1.3285411842138557,1.5713864997025062,0.030344851469332634,0.017376049903195745,0.05113392657505811,0.04237949097975785
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,1,next_1_vol_bar,3.9329051695661383,-4.544487769236541,4.161991586603192,0.09672867374220324,-0.06648450499225285,0.11606038601952508,0.5576923076923077,0.4423076923076923,0.4807692307692308,52,52,52,0.9254408732273497,-0.462944136332458,0.8229094351540601,0.009356436323925577,0.004420189404064967,0.013470013203000897,0.030244168749950395
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,3,next_3_vol_bars,5.888404886448049,1.742609616951245,3.2228901941657595,0.10778253661826576,0.01811629912659012,0.06662889866610705,0.52,0.5,0.62,50,50,50,0.5419565119254487,0.16590639948426936,0.3716202861201008,0.011617075199867544,0.0003282002940440121,0.0044394101374582995,0.08966623749167564
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,6,next_6_vol_bars,7.497746899894881,21.50546163110577,0.3118211186328774,0.09099816432514575,0.15610538299345705,0.004267065296105352,0.46808510638297873,0.5531914893617021,0.574468085106383,47,47,47,0.5501123783079915,1.1271006186785857,0.02325770835991603,0.008280665910546325,0.02436889059953362,1.8207846241513614e-05,-0.0651072186683113
IQB,Bloomberg U.S. IG Corporate Bond Index,Credit,12,next_12_vol_bars,8.001638356386204,9.299908675834061,3.5255776546383024,0.07151910175998831,0.04573399904312582,0.03468811376964278,0.6190476190476191,0.5609756097560976,0.6190476190476191,42,41,42,0.5345557739646472,0.3227203247120167,0.19867705921282255,0.005114981916555794,0.002091598668476413,0.0012032652368957342,0.02578510271686249
NIY,Nikkei 225,Equity,0,same_vol_bar,31.42015663320467,5.537559375134539,33.428430531731344,0.1392099859145165,0.011036797801221621,0.14042223833125667,0.49019607843137253,0.5483870967741935,0.5225806451612903,153,155,155,1.9310051960799257,0.15404529101857736,1.6205983396882773,0.01937942017832006,0.00012181090570473341,0.019718405017960294,0.12817318811329487
NIY,Nikkei 225,Equity,1,next_1_vol_bar,-14.142429954097986,-43.117716428115685,-5.790393248105466,-0.0623382148779312,-0.08606146707542546,-0.02435882115301215,0.477124183006536,0.45806451612903226,0.49032258064516127,153,155,155,-0.808238690118317,-1.152890075739155,-0.2949702569336266,0.003886053034167114,0.007406576115174368,0.0005933521679644116,-0.023723252197494257
NIY,Nikkei 225,Equity,3,next_3_vol_bars,-39.31797822036324,-57.450043739107564,-30.124755116432976,-0.10051163533259004,-0.0665093694877645,-0.07350403943108542,0.47058823529411764,0.44516129032258067,0.4838709677419355,153,155,155,-1.5267816177706672,-0.7063231552605069,-1.1335454841489023,0.010102588837231807,0.0044234962296602065,0.005402843812686742,0.03400226584482555
NIY,Nikkei 225,Equity,6,next_6_vol_bars,-41.165128123867426,-155.7107691238352,-10.07895159265583,-0.06889105347608182,-0.11803326329231019,-0.016102612352580693,0.5294117647058824,0.47096774193548385,0.5483870967741935,153,155,155,-0.7513674952453969,-1.3784346217304906,-0.1982800087328064,0.004745977249044353,0.01393185124343177,0.0002592941245775915,-0.04914220981622837
NIY,Nikkei 225,Equity,12,next_12_vol_bars,87.46301778981857,-126.7769853802116,124.79442600910066,0.09589169750969088,-0.06289179180287774,0.13048000047857564,0.5424836601307189,0.4129032258064516,0.5806451612903226,153,155,155,0.9605748509644175,-0.8368105850807004,1.441656069259342,0.009195217651290388,0.003955377476176136,0.017025030524888907,0.032999905706813146
NQ,E-mini Nasdaq-100,Equity,0,same_vol_bar,433.0443399130672,724.9981265573377,433.32580804691423,0.6304985857841642,0.3165126786591955,0.581300154410743,0.7664670658682635,0.5748502994011976,0.7365269461077845,167,167,167,11.713560511279683,4.726995198904784,10.139989106519005,0.39752846667583075,0.10018027575201915,0.3379098695179533,0.31398590712496866
NQ,E-mini Nasdaq-100,Equity,1,next_1_vol_bar,-70.5649164934202,-128.26302993770125,-69.53854833536785,-0.10320224139449352,-0.05624763535597016,-0.09370441430338075,0.41916167664670656,0.46706586826347307,0.4491017964071856,167,167,167,-1.1383383622564707,-0.8019321686832477,-1.0326595939560117,0.010650702628847486,0.003163796483138137,0.008780517259939558,0.04695460603852336
NQ,E-mini Nasdaq-100,Equity,3,next_3_vol_bars,64.78757744099572,190.71834070745297,56.11841764594321,0.0566275398394247,0.049983986408270634,0.045193450701181255,0.47904191616766467,0.5508982035928144,0.48502994011976047,167,167,167,0.6153236563536826,0.6473285669318433,0.45874082808417516,0.0032066782682655948,0.002498398897262444,0.0020424479862801714,0.006643553431154067
NQ,E-mini Nasdaq-100,Equity,6,next_6_vol_bars,77.13335784620585,-170.95026082580193,108.96558997295048,0.045518829172045486,-0.030249701213949286,0.05924781681021529,0.46706586826347307,0.5029940119760479,0.47305389221556887,167,167,167,0.4558847732860646,-0.4155176122307725,0.5473081700167851,0.002071963809193722,0.0009150444235331845,0.00351030379677697,0.0152691279580962
NQ,E-mini Nasdaq-100,Equity,12,next_12_vol_bars,30.612453328658862,-730.5242903673532,113.43012226703087,0.011658977440495254,-0.08342562401880112,0.039803829631332666,0.4491017964071856,0.46107784431137727,0.49101796407185627,167,167,167,0.14057891523013966,-1.2866113242469461,0.4337783183615129,0.00013593175495785204,0.006959834742926163,0.00158434485331993,-0.07176664657830586
RTY,E-mini Russell 2000,Equity,0,same_vol_bar,145.37359505988152,110.5766036493411,113.13264883500509,0.4278977897481971,0.11504201994957314,0.3590944041907425,0.625,0.5416666666666666,0.5833333333333334,168,168,168,6.877064751625639,1.4576463409158091,4.743499505090575,0.1830965184713922,0.013234666354078106,0.12894879112110447,0.31285576979862395
RTY,E-mini Russell 2000,Equity,1,next_1_vol_bar,-4.717544541151474,156.15261550166323,-20.833031908159025,-0.013864829838058833,0.16221332895334567,-0.06602633376298588,0.47023809523809523,0.5416666666666666,0.4642857142857143,168,168,168,-0.2591004959160811,1.5416071984525153,-1.0177915772027446,0.00019223350643837733,0.026313164090126406,0.004359476750181224,-0.14834849911528683
RTY,E-mini Russell 2000,Equity,3,next_3_vol_bars,-2.9987931418607423,380.0487729757125,-43.40925829606406,-0.005001272200591933,0.22403303248348153,-0.07806970134356035,0.5,0.5714285714285714,0.49404761904761907,168,168,168,-0.08041555231916647,2.083430889564861,-1.094470452509092,2.501272362442908e-05,0.05019079964374462,0.006094878267872583,-0.2190317602828896
RTY,E-mini Russell 2000,Equity,6,next_6_vol_bars,85.49585248808869,540.4986643187849,15.452833186369746,0.09707443417039047,0.21691679814712603,0.0189205652358536,0.5238095238095238,0.5714285714285714,0.49404761904761907,168,168,168,1.7531414903540834,2.061599247433569,0.309814764902458,0.009423445769501604,0.04705289731840112,0.00035798778884432725,-0.11984236397673556
RTY,E-mini Russell 2000,Equity,12,next_12_vol_bars,220.73764926203378,842.9551725091103,99.25816641902263,0.16797597795314226,0.22673260844717133,0.081452268192358,0.5357142857142857,0.5952380952380952,0.5059523809523809,168,168,168,2.1904742379712383,2.7864149581565485,1.1260587786654874,0.02821592916931459,0.05140767573325833,0.006634471993679836,-0.05875663049402907
SR3,Three-Month SOFR,Rates,0,same_vol_bar,7.36888801420379,1.502503502200256,2.606263294857534,0.6012930998788272,0.14527728177896002,0.3021027118008125,0.6105263157894737,0.3894736842105263,0.47368421052631576,95,95,95,4.5970292088634634,1.4436816344660808,2.5756372171491564,0.3615533919618893,0.021105488601083633,0.09126604847740472,0.45601581809986713
SR3,Three-Month SOFR,Rates,1,next_1_vol_bar,0.0803114807518905,1.5724854019174643,-1.003472579818502,0.0065491424172476696,0.1461617319872286,-0.11444178074182902,0.3404255319148936,0.40425531914893614,0.32978723404255317,94,94,94,0.06469836711564719,1.6095427751926439,-1.0565270904413744,4.2891266401445804e-05,0.02136325189750643,0.013096921179360899,-0.13961258956998093
SR3,Three-Month SOFR,Rates,3,next_3_vol_bars,2.5754197265422034,4.344944297237853,-1.5476617509776873,0.12173098194116848,0.23857191171306008,-0.10662389627183626,0.4673913043478261,0.5217391304347826,0.40217391304347827,92,92,92,1.557843485687208,2.5812542901178905,-1.3263252540097408,0.01481843196436139,0.05691655705842402,0.011368655256187354,-0.1168409297718916
SR3,Three-Month SOFR,Rates,6,next_6_vol_bars,1.2569265637957037,3.9339077963683184,-1.8156623572898885,0.04284237225754455,0.15348119451281952,-0.09066925753137672,0.5955056179775281,0.5393258426966292,0.42696629213483145,89,89,89,0.40441212245056773,1.3567177994412567,-0.8089801314114783,0.0018354688606542213,0.023556477069081927,0.008220914261291346,-0.11063882225527497
SR3,Three-Month SOFR,Rates,12,next_12_vol_bars,-7.469857348678257,13.246375903236352,-10.846206061783523,-0.20010233879316805,0.4339980016463531,-0.4608305839851089,0.4578313253012048,0.6024096385542169,0.3493975903614458,83,83,83,-2.0846653567060565,4.694710395304572,-4.937773546549398,0.04004094599049579,0.1883542654330279,0.21236482713605653,-0.23389566285318505
TN,Ultra 10-Year U.S. Treasury Note,Rates,0,same_vol_bar,37.242229193260016,1.9157275296276635,17.41102872470344,0.5005124599982079,0.027471078101037532,0.3328773794684414,0.6641221374045801,0.5193798449612403,0.6030534351145038,131,129,131,8.213400075058935,0.36968103415953535,5.357481043428977,0.2505127226134578,0.0007546601320331803,0.11080734976177653,0.4730413818971704
TN,Ultra 10-Year U.S. Treasury Note,Rates,1,next_1_vol_bar,-6.5112061418499305,-3.8125417571614277,-1.173327826716009,-0.08767511143359126,-0.054116054945177225,-0.02247850650611819,0.4461538461538462,0.46875,0.46153846153846156,130,128,130,-0.875945359743218,-0.6627202702123178,-0.2265469037420981,0.007686925164892777,0.002928547402829551,0.0005052832547456365,0.033559056488414035
TN,Ultra 10-Year U.S. Treasury Note,Rates,3,next_3_vol_bars,-8.380523056978292,-3.357308351242871,-2.3528260202825035,-0.07498800563459658,-0.031562671439516576,-0.0299302043410164,0.484375,0.4444444444444444,0.5234375,128,126,128,-0.7665747619698124,-0.26202312104668374,-0.2333458622489106,0.005623200989054222,0.0009962022283986904,0.0008958171318950159,0.043425334195080004
TN,Ultra 10-Year U.S. Treasury Note,Rates,6,next_6_vol_bars,-12.608192223683995,-6.633513957617748,-2.5985094260063457,-0.0840987597782174,-0.04713835098651057,-0.024733486634013025,0.48,0.44715447154471544,0.472,125,123,125,-0.7628878555559194,-0.4670000286767664,-0.2194755279511348,0.007072601396234224,0.002222024133727518,0.0006117453610751111,0.03696040879170683
TN,Ultra 10-Year U.S. Treasury Note,Rates,12,next_12_vol_bars,-21.775623563469228,0.8894407758792469,-11.381355300984376,-0.1091625096106968,0.004783492955775222,-0.08093420287296083,0.5210084033613446,0.47863247863247865,0.5378151260504201,119,117,119,-1.2306779182861343,0.051775088664623235,-1.0188054641318285,0.011916453504505653,2.288180485809921e-05,0.006550345194681784,0.10437901665492158
UB,Ultra U.S. Treasury Bond,Rates,0,same_vol_bar,67.83848640062472,14.501643499046773,26.54161222921717,0.5292845564884706,0.11632974782724102,0.2912675142236354,0.6470588235294118,0.5441176470588235,0.5735294117647058,136,136,136,7.547993905094024,1.6125873205408185,4.810265636914613,0.2801421417371971,0.013532610229549547,0.08483676484201552,0.4129548086612296
UB,Ultra U.S. Treasury Bond,Rates,1,next_1_vol_bar,-11.644128955064192,-19.85000457095467,4.7202928586491595,-0.09103537373855444,-0.15955038568180713,0.051902851637246304,0.43703703703703706,0.4,0.4740740740740741,135,135,135,-1.0587132552600391,-2.3428881252780576,0.5940182726526567,0.008287439271718267,0.025456325571213467,0.002693906008078062,-0.06851501194325268
UB,Ultra U.S. Treasury Bond,Rates,3,next_3_vol_bars,0.9729281970377905,-13.335263835033926,7.688764753840086,0.004919223351658513,-0.0695905025002477,0.05462132872750329,0.5639097744360902,0.48120300751879697,0.5413533834586466,133,133,133,0.060850869210705386,-0.9070335960937569,0.6547413983435305,2.4198758383553454e-05,0.004842838038237041,0.0029834895519577076,-0.0646712791485892
UB,Ultra U.S. Treasury Bond,Rates,6,next_6_vol_bars,15.814039540346974,7.937162460491474,3.7852625807520575,0.060646970401997624,0.03126835431413228,0.020349667364384226,0.4846153846153846,0.46923076923076923,0.46153846153846156,130,130,130,0.599099714304467,0.37237730432904104,0.26104636741045983,0.0036780550189405847,0.000977709981514252,0.00041410896184101986,0.029378616087865343
UB,Ultra U.S. Treasury Bond,Rates,12,next_12_vol_bars,-26.46289207307927,19.39605361219067,-24.600339528103394,-0.07960495988289945,0.061986978006523,-0.10375111734805309,0.5161290322580645,0.5080645161290323,0.4838709677419355,124,124,124,-0.8072417832818644,0.7408429652023646,-1.0671535408850388,0.006336949637958056,0.0038423854423813575,0.010764294350969483,0.01761798187637645
YM,E-mini Dow,Equity,0,same_vol_bar,161.9384099090532,76.34472621492122,125.7262219044596,0.38112167508452366,0.1015443864678462,0.307209715974402,0.673202614379085,0.5384615384615384,0.6666666666666666,153,156,156,5.9007741237464595,1.51134588114439,4.867251680541383,0.14525373121923302,0.010311262423131184,0.0943778095890726,0.27957728861667747
YM,E-mini Dow,Equity,1,next_1_vol_bar,14.313095090806687,-75.42282166571434,34.963124215264976,0.03353670022119887,-0.10017607687671705,0.08531073441868875,0.46405228758169936,0.44871794871794873,0.46153846153846156,153,156,156,0.46728733036958603,-1.4540954661599284,1.204229754094799,0.001124710261726447,0.010035246378409912,0.007277921407055854,-0.06663937665551818
YM,E-mini Dow,Equity,3,next_3_vol_bars,-31.912270656491764,-70.16477407904199,-7.349991649747246,-0.04691344180520481,-0.05739484053240891,-0.01104517933807064,0.5032679738562091,0.46794871794871795,0.4935897435897436,153,156,156,-0.7028848149818704,-0.7731989833973772,-0.17289013485315677,0.0022008710220104977,0.0032941677197405594,0.0001219959866101128,-0.010481398727204098
YM,E-mini Dow,Equity,6,next_6_vol_bars,-26.33476846694832,132.96129309041336,-61.96734526918262,-0.026901742607620353,0.07672969286149427,-0.06569515239656677,0.49673202614379086,0.5,0.47435897435897434,153,156,156,-0.3427128798239305,0.7536866171452681,-0.7333236563610847,0.00072370375532671,0.00588744576661937,0.0043158530484080915,-0.04982795025387392
YM,E-mini Dow,Equity,12,next_12_vol_bars,9.010714060430395,578.1348252044642,-162.0074664718387,0.006403215122927935,0.23195680116503378,-0.11941124165993582,0.49673202614379086,0.532051282051282,0.4551282051282051,153,156,156,0.07027160329866827,2.1144329363566503,-1.0789313783458918,4.100116391037023e-05,0.05380395760671508,0.01425904463476757,-0.22555358604210585
ZB,U.S. Treasury Bond,Rates,0,same_vol_bar,80.37897520742787,19.35788159870418,32.403564839736084,0.5973340751986141,0.15086260791381803,0.3251831532843632,0.7368421052631579,0.556390977443609,0.5939849624060151,133,133,133,11.051668180278785,2.7297286870267183,3.8101859420461195,0.35680799739338354,0.022759526466558322,0.10574408317996165,0.44647146728479614
ZB,U.S. Treasury Bond,Rates,1,next_1_vol_bar,-4.899010940290024,-10.257415905869971,3.3827812812498843,-0.0363387898211509,-0.07917110708018767,0.03399004632260801,0.4772727272727273,0.4393939393939394,0.5454545454545454,132,132,132,-0.4278673825299505,-1.3937001399657214,0.4557238034010953,0.001320507645665825,0.006268064196302436,0.0011553232490127963,-0.042832317259036766
ZB,U.S. Treasury Bond,Rates,3,next_3_vol_bars,-20.186048512695788,5.294383534197,-14.12223876254254,-0.09734217626338666,0.026560348716111834,-0.09225410286719539,0.4461538461538462,0.5307692307692308,0.4307692307692308,130,130,130,-1.0673467734360833,0.3020733558608734,-0.9697056539488502,0.009475499279692268,0.0007054521239213685,0.00851081949583088,0.07078182754727483
ZB,U.S. Treasury Bond,Rates,6,next_6_vol_bars,-42.317175354176065,0.25278465116937626,-23.184067099720515,-0.15355579136333009,0.0009510815444850315,-0.11402307118970317,0.3937007874015748,0.48031496062992124,0.4566929133858268,127,127,127,-1.8608284613572923,0.012660576643988706,-1.1745069044645884,0.023579381061218596,9.04556104353027e-07,0.01300126076353203,0.15260470981884505
ZB,U.S. Treasury Bond,Rates,12,next_12_vol_bars,-86.4690410545856,-28.95559705487604,-29.994014437112103,-0.24863278195402985,-0.08657529306916051,-0.11695800909076685,0.3884297520661157,0.49586776859504134,0.4462809917355372,121,121,121,-3.3097677606686906,-0.7453954302235145,-1.3688718883966797,0.061818260262200164,0.007495281370011098,0.013679175890475959,0.16205748888486934
ZF,5-Year U.S. Treasury Note,Rates,0,same_vol_bar,35.29202797255976,-10.145949708917001,22.09996241230957,0.5948236937601471,-0.16443290029632618,0.5295797853527106,0.6929133858267716,0.4881889763779528,0.6220472440944882,127,127,127,11.35732961573274,-1.7207017031431673,9.389254766009024,0.3538152266584651,0.02703817869986158,0.28045474905422274,0.4303907934638209
ZF,5-Year U.S. Treasury Note,Rates,1,next_1_vol_bar,3.532508013265394,-5.831219789273229,4.418488924543787,0.0596809126365398,-0.0947067354059487,0.10607307540976837,0.49206349206349204,0.4523809523809524,0.5555555555555556,126,126,126,0.6656037550203697,-1.375480959117685,1.44870448642494,0.0035618113331303825,0.008969365731252621,0.011251497326886795,-0.0350258227694089
ZF,5-Year U.S. Treasury Note,Rates,3,next_3_vol_bars,-5.030262917290766,-0.907725412808654,-2.0646038137934752,-0.051969818645679504,-0.009029438098437854,-0.030382436045663874,0.4596774193548387,0.4838709677419355,0.47580645161290325,124,124,124,-0.6485637051623097,-0.10667494692473087,-0.4297144301691053,0.0027008620500648117,8.153075237349316e-05,0.0009230924200688273,0.04294038054724165
ZF,5-Year U.S. Treasury Note,Rates,6,next_6_vol_bars,-16.406459891140987,-13.125925618008848,-2.000972063290207,-0.12647109297413145,-0.09814516210578265,-0.0219628444916474,0.49586776859504134,0.5371900826446281,0.512396694214876,121,121,121,-2.289960584506243,-1.3943472095151699,-0.32860596765684663,0.015994937358071337,0.009632472844770423,0.00048236653816435826,0.028325930868348795
ZF,5-Year U.S. Treasury Note,Rates,12,next_12_vol_bars,-19.24409839519403,18.679467828242565,-18.139535012801744,-0.11052101918626182,0.10538365324514842,-0.14932679962302553,0.4782608695652174,0.6173913043478261,0.4782608695652174,115,115,115,-1.080116959373367,1.2076235072711883,-1.3967260747850572,0.012214895681970095,0.011105714371293707,0.022298493085655346,0.0051373659411134
ZN,10-Year U.S. Treasury Note,Rates,0,same_vol_bar,59.85196967943274,-3.19519239417743,26.66809955198559,0.637003637864555,-0.03802101839953594,0.43916399505337306,0.7222222222222222,0.5079365079365079,0.626984126984127,126,126,126,8.257152450401314,-0.46186740805406856,4.987329435163998,0.40577363465267724,0.0014455978401377578,0.19286501455123906,0.5989826194650191
ZN,10-Year U.S. Treasury Note,Rates,1,next_1_vol_bar,-0.9437708775412937,1.3159751563542754,-1.0723805521294147,-0.010057777300677449,0.015507309039518738,-0.01763255628213186,0.488,0.472,0.472,125,125,125,-0.09889924636031178,0.2182246651662329,-0.20830380139575427,0.00010115888423001262,0.00024047663364756833,0.0003109070410428627,-0.005449531738841289
ZN,10-Year U.S. Treasury Note,Rates,3,next_3_vol_bars,-0.10064598671348698,7.103359634270227,-3.699119179057798,-0.0006754911386791535,0.05283902410602913,-0.03834973687122722,0.4878048780487805,0.44715447154471544,0.5203252032520326,123,123,123,-0.007885852431551888,0.48110483295655054,-0.3686464077844598,4.5628827860522136e-07,0.0027919624684775712,0.0014707023180923207,-0.052163532967349976
ZN,10-Year U.S. Treasury Note,Rates,6,next_6_vol_bars,3.998946403652758,22.433035462230684,-10.11327585116617,0.020700024004207035,0.13018280804860488,-0.08097323279730019,0.49166666666666664,0.5416666666666666,0.475,120,120,120,0.318592591626888,1.2193304243100644,-0.91314689693509,0.00042849099377462174,0.016947563511419905,0.006556664429645864,-0.10948278404439785
ZN,10-Year U.S. Treasury Note,Rates,12,next_12_vol_bars,1.5554893184591485,38.53414730015802,-19.31799801379683,0.006095955670884065,0.1693118433764209,-0.11793908014188981,0.5614035087719298,0.5701754385964912,0.45614035087719296,114,114,114,0.07996062265500971,1.5553397649595961,-1.325626089621375,3.716067554149216e-05,0.028666500307521936,0.01390962662471551,-0.16321588770553686
ZQ,30-Day Fed Funds,Rates,0,same_vol_bar,1.487950406373261,1.2343799251087249,0.5227383507060753,0.4477504132479697,0.3120409180156741,0.1708723426958512,0.4523809523809524,0.40476190476190477,0.42857142857142855,42,42,42,2.7876288843954518,1.5709858630580638,2.1412493631147202,0.2004804325637276,0.09736953451606434,0.02919735749836838,0.13570949523229564
ZQ,30-Day Fed Funds,Rates,1,next_1_vol_bar,0.7146851228094203,-0.5331041602788296,0.7926331823995317,0.19377161168225898,-0.13362708317970612,0.2611353247369154,0.4146341463414634,0.36585365853658536,0.4146341463414634,41,41,41,1.7095879810688557,-1.341364928161363,2.126713565626694,0.03754743749394018,0.017856197359116033,0.06819165782545422,0.06014452850255286
ZQ,30-Day Fed Funds,Rates,3,next_3_vol_bars,-0.7164187444983452,-1.8051579454347446,0.5828926410445877,-0.10556905684623728,-0.25248081571814546,0.10731432169850912,0.3076923076923077,0.358974358974359,0.5897435897435898,39,39,39,-1.0814669547483637,-1.7616259644989525,0.6796061590398053,0.011144825763404143,0.06374656230569997,0.011516363641611238,-0.14691175887190816
ZQ,30-Day Fed Funds,Rates,6,next_6_vol_bars,-1.5725614793336427,-2.726736430456803,0.5668050270483099,-0.16474669511165038,-0.27355822949839126,0.07598027769379426,0.3055555555555556,0.2222222222222222,0.7222222222222222,36,36,36,-1.380973566653655,-1.1336055748505507,0.34284749999672165,0.027141473550211015,0.07483410492629472,0.00577300259842628,-0.10881153438674088
ZQ,30-Day Fed Funds,Rates,12,next_12_vol_bars,-1.2961852931782532,-0.2378342147727067,-0.5667432985758768,-0.14147182679932804,-0.025346150970783077,-0.0849715770628916,0.36666666666666664,0.3,0.6666666666666666,30,30,30,-1.3047795482656739,-0.09947752494848719,-0.4096917880561511,0.02001427777793907,0.000642427369033638,0.007220168908554703,0.11612567582854497
ZT,2-Year U.S. Treasury Note,Rates,0,same_vol_bar,10.95043501055186,1.4597849131324547,4.1606635657911015,0.5593251286441216,0.08886307971749557,0.30891057319069426,0.7058823529411765,0.4830508474576271,0.5630252100840336,119,118,119,7.834916394018459,1.1972238005799543,5.3899766484291165,0.31284459953276267,0.00789664693687786,0.09542574222900313,0.4704620489266261
ZT,2-Year U.S. Treasury Note,Rates,1,next_1_vol_bar,0.6819666593175422,-2.993262155823364,2.2833993436911366,0.03491639890020743,-0.18070378289758443,0.16823810583256404,0.5169491525423728,0.4444444444444444,0.5338983050847458,118,117,118,0.38764734048594474,-2.5508506061699574,2.203176996331154,0.0012191549121582934,0.03265385715349689,0.028304060254128904,-0.145787383997377
