variant,base_variant,detector,target_months,min_volume,lookback,side_mode,cost_multiplier,entry_level,exit_level,md_entry,component_entry,hazard_exit,hazard_min_history_events,hazard_min_tail_events,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,hazard_exit_count,hazard_exit_fraction,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
rank_pct_target3m_minv500_lb252_entry0p05_contango_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv500_lb252_entry0p05_contango_only_costx1p0,rank_pct,3,500.0,252,contango_only,1.0,0.05,0.25,,1.25,True,8,4,0.005931690533807675,0.006813807010722145,-0.00047848848110630904,-0.000159897454459359,0.003339069361109226,-0.047886832277794215,-0.08283828097314681,-0.00415497050782308,0.09093298291721419,0.18186596583442838,0.016294349540078842,0.42575558475689884,32,1,0.03125,0.59375,3.771224358788266e-05,0.17755147615625239,761,254.30489478499544
mad_z_target3m_minv1000_lb252_entry1p5_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb252_entry1p5_both_costx1p0,mad_z,3,1000.0,252,both,1.0,1.5,0.25,,1.25,True,8,4,0.005727734962609907,0.006338116452434022,-0.0005143353876951479,-0.00017187648705915167,0.00613554262012592,-0.028013249634247388,-0.048459447697666296,-0.008375382197012796,0.17124999999999999,0.34249999999999997,0.019375000000000003,0.6015625,32,0,0.0,0.625,4.308743484468273e-05,0.22688317155293747,640,213.8700823421775
rank_pct_target3m_minv500_lb126_entry0p05_backwardation_only_costx3p0_hazardexp_minh8_tail4,rank_pct_target3m_minv500_lb126_entry0p05_backwardation_only_costx3p0,rank_pct,3,500.0,126,backwardation_only,3.0,0.05,0.25,,1.25,True,8,4,0.016161991690526834,0.017100100318744302,-0.0005815784672081607,-0.0001943472416722605,0.006004964432762054,-0.03236442844056416,-0.0559864474046236,-0.00984125810716592,0.12825229960578186,0.2565045992115637,0.01839684625492773,0.5006570302233903,35,1,0.02857142857142857,0.6,0.00013622523308772495,0.896374351787146,761,254.30489478499544
quantile_band_target3m_minv500_lb126_entry0p05_backwardation_only_costx3p0_hazardexp_minh8_tail4,quantile_band_target3m_minv500_lb126_entry0p05_backwardation_only_costx3p0,quantile_band,3,500.0,126,backwardation_only,3.0,0.05,0.25,,1.25,True,8,4,0.016161991690526834,0.017100100318744302,-0.0005815784672081607,-0.0001943472416722605,0.006004964432762054,-0.03236442844056416,-0.0559864474046236,-0.00984125810716592,0.12825229960578186,0.2565045992115637,0.01839684625492773,0.5006570302233903,35,1,0.02857142857142857,0.6,0.00013622523308772495,0.896374351787146,761,254.30489478499544
mad_z_target3m_minv500_lb252_entry2p0_contango_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv500_lb252_entry2p0_contango_only_costx1p0,mad_z,3,500.0,252,contango_only,1.0,2.0,0.25,,1.25,True,8,4,0.004228356319118883,0.0051000524125396065,-0.0006346261302582698,-0.00021207428552317753,0.002977208450402961,-0.07123259558613493,-0.12322355618304402,-0.003907294963486845,0.058344283837056504,0.11668856767411301,0.008935611038107753,0.28383705650459923,18,0,0.0,0.5555555555555556,3.0690393526259016e-05,0.08461657766230035,761,254.30489478499544
mad_z_target6m_minv500_lb126_entry2p0_contango_only_costx1p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb126_entry2p0_contango_only_costx1p0,mad_z,6,500.0,126,contango_only,1.0,2.0,0.25,,1.25,True,8,4,-0.00032730415866122716,0.00038418440851587486,-0.0006794731998007789,-0.0002293693033523424,0.0009737866480531376,-0.23554369307785597,-0.4054058377438654,-0.001449737984961536,0.02027972027972028,0.04055944055944056,0.004195804195804197,0.10139860139860139,3,0,0.0,0.6666666666666666,-0.0002051474883493778,-0.44890518750172037,286,96.54482439926063
mad_z_target6m_minv500_lb252_entry2p0_contango_only_costx1p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb252_entry2p0_contango_only_costx1p0,mad_z,6,500.0,252,contango_only,1.0,2.0,0.25,,1.25,True,8,4,-0.00032730415866122716,0.00038418440851587486,-0.0006794731998007789,-0.0002293693033523424,0.0009737866480531376,-0.23554369307785597,-0.4054058377438654,-0.001449737984961536,0.02027972027972028,0.04055944055944056,0.004195804195804197,0.10139860139860139,3,0,0.0,0.6666666666666666,-0.0002051474883493778,-0.44890518750172037,286,96.54482439926063
quantile_band_target3m_minv500_lb252_entry0p05_contango_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv500_lb252_entry0p05_contango_only_costx1p0,quantile_band,3,500.0,252,contango_only,1.0,0.05,0.25,,1.25,True,8,4,0.006079055193027493,0.0071684222720532695,-0.0006857390832176146,-0.00022915480342656336,0.0033591315053600143,-0.0682184674999807,-0.11800948840254315,-0.0043034405714114776,0.09382391590013141,0.18764783180026282,0.017345597897503288,0.4323258869908016,34,1,0.029411764705882353,0.5882352941176471,3.461320068725004e-05,0.17317375473489158,761,254.30489478499544
quantile_band_target6m_minv500_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target6m_minv500_lb126_entry0p1_both_costx1p0,quantile_band,6,500.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.0007922461463534588,0.001741548310586278,-0.0007351784328595793,-0.00024817368077815284,0.003056466831113737,-0.08119626172672109,-0.13975088051332826,-0.006766996396758295,0.11258741258741257,0.22517482517482515,0.017482517482517487,0.513986013986014,13,0,0.0,0.46153846153846156,-4.500657201838361e-05,-0.09617709067726994,286,96.54482439926063
rank_pct_target6m_minv500_lb126_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target6m_minv500_lb126_entry0p1_both_costx1p0,rank_pct,6,500.0,126,both,1.0,0.1,0.25,,1.25,True,8,4,0.0007922461463534588,0.001741548310586278,-0.0007351784328595793,-0.00024817368077815284,0.003056466831113737,-0.08119626172672109,-0.13975088051332826,-0.006766996396758295,0.11258741258741257,0.22517482517482515,0.017482517482517487,0.513986013986014,13,0,0.0,0.46153846153846156,-4.500657201838361e-05,-0.09617709067726994,286,96.54482439926063
rank_pct_target6m_minv500_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target6m_minv500_lb252_entry0p1_both_costx1p0,rank_pct,6,500.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.0007922461463534588,0.001741548310586278,-0.0007351784328595793,-0.00024817368077815284,0.003056466831113737,-0.08119626172672109,-0.13975088051332826,-0.006766996396758295,0.11258741258741257,0.22517482517482515,0.017482517482517487,0.513986013986014,13,0,0.0,0.46153846153846156,-4.500657201838361e-05,-0.09617709067726994,286,96.54482439926063
quantile_band_target6m_minv500_lb252_entry0p1_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target6m_minv500_lb252_entry0p1_both_costx1p0,quantile_band,6,500.0,252,both,1.0,0.1,0.25,,1.25,True,8,4,0.0007922461463534588,0.001741548310586278,-0.0007351784328595793,-0.00024817368077815284,0.003056466831113737,-0.08119626172672109,-0.13975088051332826,-0.006766996396758295,0.11258741258741257,0.22517482517482515,0.017482517482517487,0.513986013986014,13,0,0.0,0.46153846153846156,-4.500657201838361e-05,-0.09617709067726994,286,96.54482439926063
mad_z_target3m_minv500_lb126_entry2p0_backwardation_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv500_lb126_entry2p0_backwardation_only_costx3p0,mad_z,3,500.0,126,backwardation_only,3.0,2.0,0.25,,1.25,True,8,4,0.015645119788472238,0.01675934820429093,-0.0007576982548093882,-0.0002532015439790751,0.005978471832414409,-0.0423522182719425,-0.07326408513920644,-0.01022409746858875,0.12194480946123523,0.24388961892247046,0.015243101182654404,0.4651773981603154,29,1,0.034482758620689655,0.5517241379310345,0.00013243159151433322,0.7371792434028945,761,254.30489478499544
mad_z_target3m_minv10_lb126_entry2p0_both_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb126_entry2p0_both_costx3p0,mad_z,3,10.0,126,both,3.0,2.0,0.25,,1.25,True,8,4,0.08342638797289587,0.09195106740816565,-0.0009754500918056162,-0.0003253727361022843,0.00784937015376339,-0.041452082107031725,-0.07177253686038562,-0.015172391111933942,0.22236559139784948,0.44473118279569895,0.0670967741935484,0.7053763440860215,156,16,0.10256410256410256,0.6410256410256411,0.00017637110566024226,2.6356316717647035,930,310.2123287671233
mad_z_target3m_minv1000_lb126_entry2p0_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb126_entry2p0_backwardation_only_costx1p0,mad_z,3,1000.0,126,backwardation_only,1.0,2.0,0.25,,1.25,True,8,4,0.0010736926087245497,0.0021499105514544543,-0.001076217942729904,-0.0003596419062965211,0.005465262803056771,-0.06580505261254228,-0.11383457995609102,-0.008147368945464742,0.089375,0.17875,0.005937500000000001,0.390625,10,0,0.0,0.6,-4.582327888652696e-05,-0.16232329344882715,640,213.8700823421775
mad_z_target3m_minv1000_lb252_entry2p0_both_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb252_entry2p0_both_costx1p0,mad_z,3,1000.0,252,both,1.0,2.0,0.25,,1.25,True,8,4,0.002777238119451095,0.003975801141476401,-0.0011345322872726602,-0.00037912892765447315,0.005892054051009069,-0.06434579933793103,-0.11131025276585241,-0.007094652354501339,0.144375,0.28875,0.010625,0.5359375,18,0,0.0,0.6111111111111112,-8.289050401774645e-06,-0.02840913828439082,640,213.8700823421775
mad_z_target1m_minv1000_lb252_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target1m_minv1000_lb252_entry2p0_contango_only_costx3p0,mad_z,1,1000.0,252,contango_only,3.0,2.0,0.25,,1.25,True,8,4,0.005335405697548108,0.006539473720087181,-0.0012040680225390732,-0.0004023658236343975,0.0017253287072341629,-0.23321111040888054,-0.4034262984454874,-0.0029029716355796313,0.05641025641025641,0.11282051282051282,0.0056410256410256415,0.2641025641025641,11,0,0.0,0.5454545454545454,9.577413044208985e-05,0.7270275239257553,780,260.6541628545288
rank_pct_target3m_minv1000_lb126_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv1000_lb126_entry0p05_backwardation_only_costx1p0,rank_pct,3,1000.0,126,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,0.0007711219626124742,0.0021499105514544543,-0.00137878858884198,-0.00046075254535638904,0.005479670808653279,-0.08408398267808112,-0.1454548620385156,-0.008270103771164918,0.095,0.19,0.005937500000000001,0.415625,10,0,0.0,0.6,-8.412992057551066e-05,-0.31521103598596567,640,213.8700823421775
quantile_band_target3m_minv1000_lb126_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb126_entry0p05_backwardation_only_costx1p0,quantile_band,3,1000.0,126,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,0.0007711219626124742,0.0021499105514544543,-0.00137878858884198,-0.00046075254535638904,0.005479670808653279,-0.08408398267808112,-0.1454548620385156,-0.008270103771164918,0.095,0.19,0.005937500000000001,0.415625,10,0,0.0,0.6,-8.412992057551066e-05,-0.31521103598596567,640,213.8700823421775
mad_z_target6m_minv500_lb252_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb252_entry2p0_contango_only_costx3p0,mad_z,6,500.0,252,contango_only,3.0,2.0,0.25,,1.25,True,8,4,-0.00032730415866122716,0.0011525532255476246,-0.001383811282079883,-0.00046713222807733576,0.0009884615976170224,-0.47258510518111724,-0.8133894733827425,-0.0016740387034916621,0.02027972027972028,0.04055944055944056,0.004195804195804197,0.10139860139860139,3,0,0.0,0.3333333333333333,-0.0003972396926073152,-1.0069975119588543,286,96.54482439926063
mad_z_target6m_minv500_lb126_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb126_entry2p0_contango_only_costx3p0,mad_z,6,500.0,126,contango_only,3.0,2.0,0.25,,1.25,True,8,4,-0.00032730415866122716,0.0011525532255476246,-0.001383811282079883,-0.00046713222807733576,0.0009884615976170224,-0.47258510518111724,-0.8133894733827425,-0.0016740387034916621,0.02027972027972028,0.04055944055944056,0.004195804195804197,0.10139860139860139,3,0,0.0,0.3333333333333333,-0.0003972396926073152,-1.0069975119588543,286,96.54482439926063
quantile_band_target3m_minv1000_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb252_entry0p05_both_costx1p0,quantile_band,3,1000.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.003802468136990576,0.005275335330591847,-0.0014088364588486259,-0.0004707937022822147,0.006083896542651994,-0.07738358122654629,-0.13386399850310257,-0.0094048417049369,0.17468750000000002,0.34937500000000005,0.016875,0.6265625,28,1,0.03571428571428571,0.5357142857142857,5.034411130024872e-06,0.023406660211921573,640,213.8700823421775
mad_z_target3m_minv1000_lb126_entry1p5_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb126_entry1p5_backwardation_only_costx1p0,mad_z,3,1000.0,126,backwardation_only,1.0,1.5,0.25,,1.25,True,8,4,0.0009584160426445601,0.0026540864783305734,-0.0016956704356860136,-0.0005666455870396308,0.005489139675597471,-0.10323030939779353,-0.1785756327591689,-0.008147368945464742,0.0921875,0.184375,0.0078125,0.3921875,13,0,0.0,0.5384615384615384,-6.35074860294861e-05,-0.2569123729365225,640,213.8700823421775
mad_z_target6m_minv10_lb126_entry2p0_both_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv10_lb126_entry2p0_both_costx3p0,mad_z,6,10.0,126,both,3.0,2.0,0.25,,1.25,True,8,4,0.033759785032098893,0.045790856782488766,-0.0017274723154313458,-0.0005772728849142718,0.006635484768469049,-0.0869978464357867,-0.15049548496546192,-0.01239970032514612,0.15249130938586325,0.3049826187717265,0.049594438006952506,0.5550405561993047,107,11,0.102803738317757,0.514018691588785,3.5477254505947546e-05,0.44176245085149124,863,288.39043915828
rank_pct_target3m_minv1000_lb252_entry0p05_both_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv1000_lb252_entry0p05_both_costx1p0,rank_pct,3,1000.0,252,both,1.0,0.05,0.25,,1.25,True,8,4,0.0034821147128127486,0.005275335330591847,-0.0017291898830264529,-0.0005778468479189496,0.006077963093542091,-0.09507245092240177,-0.16446354932455345,-0.0094048417049369,0.17093750000000002,0.34187500000000004,0.016875,0.6125,28,1,0.03571428571428571,0.5357142857142857,-6.406782590611798e-06,-0.02973798534682961,640,213.8700823421775
curve_md_target6m_minv1000_lb126_md2p5_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target6m_minv1000_lb126_md2p5_comp1p25_both_costx1p0,curve_md,6,1000.0,126,both,1.0,1.25,0.25,2.5,1.25,True,8,4,-0.001282280411807395,0.0006485627338994988,-0.0019088116185915908,-0.0006497608981272866,0.0014002833897576183,-0.46402099952050185,-0.7953208791468278,-0.0035893241917477406,0.07323943661971832,0.14647887323943665,0.0563380281690141,0.36619718309859156,10,0,0.0,0.6,-0.00016606086732487684,-0.7274383372976115,71,24.168452935694315
curve_md_target6m_minv1000_lb126_md3p0_comp1p25_both_costx1p0_hazardexp_minh8_tail4,curve_md_target6m_minv1000_lb126_md3p0_comp1p25_both_costx1p0,curve_md,6,1000.0,126,both,1.0,1.25,0.25,3.0,1.25,True,8,4,-0.001282280411807395,0.0006485627338994988,-0.0019088116185915908,-0.0006497608981272866,0.0014002833897576183,-0.46402099952050185,-0.7953208791468278,-0.0035893241917477406,0.07323943661971832,0.14647887323943665,0.0563380281690141,0.36619718309859156,10,0,0.0,0.6,-0.00016606086732487684,-0.7274383372976115,71,24.168452935694315
quantile_band_target6m_minv500_lb126_entry0p05_both_costx3p0_hazardexp_minh8_tail4,quantile_band_target6m_minv500_lb126_entry0p05_both_costx3p0,quantile_band,6,500.0,126,both,3.0,0.05,0.25,,1.25,True,8,4,0.002339964711756553,0.0049003635648090845,-0.001918027658932813,-0.0006474672850510258,0.003051863424292976,-0.21215473795359116,-0.3651499564582982,-0.007216282679473521,0.10629370629370628,0.21258741258741257,0.017482517482517484,0.5,13,0,0.0,0.46153846153846156,-0.00011290374377469477,-0.25671211681369216,286,96.54482439926063
quantile_band_target6m_minv500_lb252_entry0p05_both_costx3p0_hazardexp_minh8_tail4,quantile_band_target6m_minv500_lb252_entry0p05_both_costx3p0,quantile_band,6,500.0,252,both,3.0,0.05,0.25,,1.25,True,8,4,0.002339964711756553,0.0049003635648090845,-0.001918027658932813,-0.0006474672850510258,0.003051863424292976,-0.21215473795359116,-0.3651499564582982,-0.007216282679473521,0.10629370629370628,0.21258741258741257,0.017482517482517484,0.5,13,0,0.0,0.46153846153846156,-0.00011290374377469477,-0.25671211681369216,286,96.54482439926063
mad_z_target3m_minv1000_lb252_entry1p5_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb252_entry1p5_backwardation_only_costx1p0,mad_z,3,1000.0,252,backwardation_only,1.0,1.5,0.25,,1.25,True,8,4,0.0006673187085605738,0.0027951103393640563,-0.002127791630803482,-0.0007110483926358388,0.0056192225072604525,-0.12653857214536557,-0.21889603664971088,-0.008147368945464742,0.09749999999999999,0.19499999999999998,0.007187500000000001,0.409375,12,0,0.0,0.5833333333333334,-0.00010516557631304542,-0.34516552153119795,640,213.8700823421775
mad_z_target6m_minv10_lb252_entry2p0_backwardation_only_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv10_lb252_entry2p0_backwardation_only_costx3p0,mad_z,6,10.0,252,backwardation_only,3.0,2.0,0.25,,1.25,True,8,4,0.021459210096519743,0.02915691149128595,-0.002139641493399946,-0.0007150082849627908,0.006359851767092201,-0.11242530661838068,-0.19448183759827065,-0.01233229976333887,0.11564310544611821,0.23128621089223642,0.03290845886442642,0.526071842410197,71,15,0.2112676056338028,0.43661971830985913,2.7304031861165454e-05,0.21753116112683005,863,288.39043915828
mad_z_target3m_minv500_lb252_entry1p5_backwardation_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv500_lb252_entry1p5_backwardation_only_costx3p0,mad_z,3,500.0,252,backwardation_only,3.0,1.5,0.25,,1.25,True,8,4,0.013629104383960923,0.016190860124523695,-0.0022052255795534676,-0.0007369246504409004,0.005983977439979789,-0.12314963714893105,-0.21303359939752803,-0.010000393451961609,0.13534822601839686,0.2706964520367937,0.012089356110381077,0.49540078843626806,23,0,0.0,0.5652173913043478,7.043588980812379e-05,0.31822318847287406,761,254.30489478499544
mad_z_target3m_minv1000_lb252_entry2p0_backwardation_only_costx1p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb252_entry2p0_backwardation_only_costx1p0,mad_z,3,1000.0,252,backwardation_only,1.0,2.0,0.25,,1.25,True,8,4,2.4929634830250574e-05,0.002235440482246804,-0.0022105108474165538,-0.0007386908389925858,0.005498675837811072,-0.13433976847899548,-0.2323911388118889,-0.006721415286647992,0.09156249999999999,0.18312499999999998,0.0053125,0.396875,9,0,0.0,0.5555555555555556,-0.00018050456232536016,-0.5588858128800773,640,213.8700823421775
rank_pct_target3m_minv500_lb126_entry0p1_backwardation_only_costx3p0_hazardexp_minh8_tail4,rank_pct_target3m_minv500_lb126_entry0p1_backwardation_only_costx3p0,rank_pct,3,500.0,126,backwardation_only,3.0,0.1,0.25,,1.25,True,8,4,0.018549025621139564,0.02113139892739138,-0.002225843145242514,-0.0007438144636777935,0.00607607634146988,-0.12241690556143596,-0.21176606462365313,-0.010508972575008805,0.1392904073587385,0.278580814717477,0.022601839684625497,0.533508541392904,43,3,0.06976744186046512,0.5348837209302325,0.00010000487998671906,0.8013727243346939,761,254.30489478499544
quantile_band_target3m_minv500_lb126_entry0p1_backwardation_only_costx3p0_hazardexp_minh8_tail4,quantile_band_target3m_minv500_lb126_entry0p1_backwardation_only_costx3p0,quantile_band,3,500.0,126,backwardation_only,3.0,0.1,0.25,,1.25,True,8,4,0.018549025621139564,0.02113139892739138,-0.002225843145242514,-0.0007438144636777935,0.00607607634146988,-0.12241690556143596,-0.21176606462365313,-0.010508972575008805,0.1392904073587385,0.278580814717477,0.022601839684625497,0.533508541392904,43,3,0.06976744186046512,0.5348837209302325,0.00010000487998671906,0.8013727243346939,761,254.30489478499544
rank_pct_target1m_minv1000_lb252_entry0p1_contango_only_costx3p0_hazardexp_minh8_tail4,rank_pct_target1m_minv1000_lb252_entry0p1_contango_only_costx3p0,rank_pct,1,1000.0,252,contango_only,3.0,0.1,0.25,,1.25,True,8,4,0.012893334808220677,0.015122532176533088,-0.0022291973683124084,-0.0007449353511217815,0.0022930237987602003,-0.32487030946846496,-0.5619853453547643,-0.005917282095987489,0.0958974358974359,0.1917948717948718,0.02,0.4166666666666667,39,0,0.0,0.6666666666666666,0.00010168416486102034,1.6135400803891018,780,260.6541628545288
mad_z_target3m_minv1000_lb252_entry2p0_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv1000_lb252_entry2p0_contango_only_costx3p0,mad_z,3,1000.0,252,contango_only,3.0,2.0,0.25,,1.25,True,8,4,0.0027523084846208436,0.00522108197768879,-0.0022766812888100085,-0.0007608031479760803,0.0021590092455424153,-0.3523853126367419,-0.60958288845823,-0.005887282617479179,0.052812500000000005,0.10562500000000001,0.0053125,0.2609375,9,0,0.0,0.6666666666666666,-9.491794553725593e-05,-0.1756610742705207,640,213.8700823421775
mad_z_target3m_minv500_lb126_entry1p5_backwardation_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv500_lb126_entry1p5_backwardation_only_costx3p0,mad_z,3,500.0,126,backwardation_only,3.0,1.5,0.25,,1.25,True,8,4,0.016304134656446364,0.01907279949407674,-0.0024121346766210684,-0.00080606787798339,0.006002286304852228,-0.13429347369381023,-0.2323110545749421,-0.010327352898168404,0.1319316688567674,0.2638633377135348,0.019448094612352168,0.5098554533508541,37,4,0.10810810810810811,0.5945945945945946,8.498707116105862e-05,0.6034820009718043,761,254.30489478499544
quantile_band_target3m_minv1000_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb126_entry0p1_backwardation_only_costx1p0,quantile_band,3,1000.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.00038257034999960134,0.0028036471438755693,-0.0024210767938759674,-0.0008090560832234192,0.005514310048245283,-0.1467193676352802,-0.25380631004923937,-0.008270103771164918,0.09625000000000002,0.19250000000000003,0.0084375,0.4203125,14,0,0.0,0.5714285714285714,-0.00011119422246989551,-0.5280875536755274,640,213.8700823421775
quantile_band_target1m_minv1000_lb252_entry0p1_contango_only_costx3p0_hazardexp_minh8_tail4,quantile_band_target1m_minv1000_lb252_entry0p1_contango_only_costx3p0,quantile_band,1,1000.0,252,contango_only,3.0,0.1,0.25,,1.25,True,8,4,0.012694994943571925,0.015122532176533088,-0.002427537232961161,-0.0008112149810970393,0.0022994258156240305,-0.35279023814772964,-0.6102833593738632,-0.00611562196063624,0.09615384615384616,0.19230769230769232,0.02,0.41794871794871796,39,0,0.0,0.6666666666666666,9.659852730592413e-05,1.5038504513366115,780,260.6541628545288
rank_pct_target3m_minv1000_lb126_entry0p1_backwardation_only_costx1p0_hazardexp_minh8_tail4,rank_pct_target3m_minv1000_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,3,1000.0,126,backwardation_only,1.0,0.1,0.25,,1.25,True,8,4,0.00017337453768268376,0.0026540864783305734,-0.0024807119406478895,-0.0008289844797087299,0.0055132761968947714,-0.1503615001504254,-0.2601067476075395,-0.008270103771164918,0.09593750000000001,0.19187500000000002,0.0078125,0.41875,13,0,0.0,0.5384615384615384,-0.00013008727647099668,-0.5743021892756983,640,213.8700823421775
mad_z_target6m_minv500_lb252_entry1p5_both_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb252_entry1p5_both_costx3p0,mad_z,6,500.0,252,both,3.0,1.5,0.25,,1.25,True,8,4,0.001902189326799318,0.005224644931758835,-0.002680084410839797,-0.000904714261607427,0.003067887701659032,-0.29489810240387265,-0.5075636315789672,-0.007530572136459791,0.11258741258741257,0.22517482517482515,0.017482517482517484,0.5314685314685315,13,0,0.0,0.38461538461538464,-0.00017152349392138592,-0.3894357899246014,286,96.54482439926063
mad_z_target6m_minv500_lb126_entry1p5_both_costx3p0_hazardexp_minh8_tail4,mad_z_target6m_minv500_lb126_entry1p5_both_costx3p0,mad_z,6,500.0,126,both,3.0,1.5,0.25,,1.25,True,8,4,0.001902189326799318,0.005224644931758835,-0.002680084410839797,-0.000904714261607427,0.003067887701659032,-0.29489810240387265,-0.5075636315789672,-0.007530572136459791,0.11258741258741257,0.22517482517482515,0.017482517482517484,0.5314685314685315,13,0,0.0,0.38461538461538464,-0.00017152349392138592,-0.3894357899246014,286,96.54482439926063
mad_z_target1m_minv1000_lb126_entry1p5_contango_only_costx3p0_hazardexp_minh8_tail4,mad_z_target1m_minv1000_lb126_entry1p5_contango_only_costx3p0,mad_z,1,1000.0,126,contango_only,3.0,1.5,0.25,,1.25,True,8,4,0.010892667196942738,0.013730366784720961,-0.00283769958777822,-0.0009482797570320173,0.0018474385577558667,-0.5132943409949817,-0.8879355517735056,-0.004969458652765675,0.06974358974358975,0.1394871794871795,0.018974358974358976,0.2935897435897436,37,0,0.0,0.5945945945945946,8.39239179537816e-05,1.5686136442632768,780,260.6541628545288
rank_pct_target6m_minv500_lb126_entry0p05_both_costx3p0_hazardexp_minh8_tail4,rank_pct_target6m_minv500_lb126_entry0p05_both_costx3p0,rank_pct,6,500.0,126,both,3.0,0.05,0.25,,1.25,True,8,4,0.0010837324202421983,0.00451617915629321,-0.002886121644060262,-0.0009742661095129488,0.002952907342871622,-0.32993453447323595,-0.5678665584331425,-0.008124264997363087,0.10139860139860139,0.20279720279720279,0.014685314685314687,0.4755244755244755,11,0,0.0,0.45454545454545453,-0.00023017170512067722,-0.45386659356459336,286,96.54482439926063
rank_pct_target6m_minv500_lb252_entry0p05_both_costx3p0_hazardexp_minh8_tail4,rank_pct_target6m_minv500_lb252_entry0p05_both_costx3p0,rank_pct,6,500.0,252,both,3.0,0.05,0.25,,1.25,True,8,4,0.0010837324202421983,0.00451617915629321,-0.002886121644060262,-0.0009742661095129488,0.002952907342871622,-0.32993453447323595,-0.5678665584331425,-0.008124264997363087,0.10139860139860139,0.20279720279720279,0.014685314685314687,0.4755244755244755,11,0,0.0,0.45454545454545453,-0.00023017170512067722,-0.45386659356459336,286,96.54482439926063
mad_z_target3m_minv10_lb252_entry2p0_backwardation_only_costx3p0_hazardexp_minh8_tail4,mad_z_target3m_minv10_lb252_entry2p0_backwardation_only_costx3p0,mad_z,3,10.0,252,backwardation_only,3.0,2.0,0.25,,1.25,True,8,4,0.03496670843837182,0.04369059318823934,-0.00293467740629812,-0.0009788958197720443,0.006391086862881328,-0.15316578240507955,-0.2652001106972999,-0.008614335840553145,0.13182795698924732,0.26365591397849464,0.034408602150537634,0.5397849462365591,80,12,0.15,0.5,9.167692737646038e-05,0.9313837779501042,930,310.2123287671233
quantile_band_target3m_minv1000_lb252_entry0p05_backwardation_only_costx1p0_hazardexp_minh8_tail4,quantile_band_target3m_minv1000_lb252_entry0p05_backwardation_only_costx1p0,quantile_band,3,1000.0,252,backwardation_only,1.0,0.05,0.25,,1.25,True,8,4,-0.0008093783063133248,0.002235440482246804,-0.003044818788560128,-0.0010174931953536935,0.005551602647849622,-0.18327918258843923,-0.31705025581385454,-0.008147368945464742,0.0915625,0.183125,0.005937500000000001,0.4015625,10,0,0.0,0.5,-0.00023840686692993196,-0.8149941928533799,640,213.8700823421775
