date,root_a,root_b
2013-09-12,CL,HG
2013-09-12,PA,PL
2013-09-12,ZF,ZT
2013-09-12,HG,SI
2013-09-13,GC,SI
2013-09-13,CL,ZB
2013-09-13,ZF,ZN
2013-09-13,GC,PL
2013-09-13,ZB,ZN
2013-09-13,CL,HG
2013-09-13,PA,PL
2013-09-13,ZF,ZT
2013-09-13,HG,SI
2013-09-15,GC,SI
2013-09-15,CL,ZB
2013-09-15,ZF,ZN
2013-09-15,GC,PL
2013-09-15,ZB,ZN
2013-09-15,CL,HG
2013-09-15,PA,PL
2013-09-15,ZF,ZT
2013-09-15,HG,SI
2013-09-16,GC,SI
2013-09-16,CL,ZB
2013-09-16,ZF,ZN
2013-09-16,GC,PL
2013-09-16,ZB,ZN
2013-09-16,CL,HG
2013-09-16,PA,PL
2013-09-16,ZF,ZT
2013-09-16,HG,SI
2013-09-17,GC,SI
2013-09-17,CL,ZB
2013-09-17,ZF,ZN
2013-09-17,GC,PL
2013-09-17,ZB,ZN
2013-09-17,CL,HG
2013-09-17,PA,PL
2013-09-17,ZF,ZT
2013-09-17,HG,SI
2013-09-18,GC,SI
2013-09-18,CL,ZB
2013-09-18,ZF,ZN
2013-09-18,GC,PL
2013-09-18,ZB,ZN
2013-09-18,CL,HG
2013-09-18,PA,PL
2013-09-18,ZF,ZT
2013-09-18,HG,SI
2013-09-19,GC,SI
2013-09-19,CL,ZB
2013-09-19,ZF,ZN
2013-09-19,GC,PL
2013-09-19,ZB,ZN
2013-09-19,CL,HG
2013-09-19,PA,PL
2013-09-19,ZF,ZT
2013-09-19,HG,SI
2013-09-20,GC,SI
2013-09-20,CL,ZB
2013-09-20,ZF,ZN
2013-09-20,GC,PL
2013-09-20,ZB,ZN
2013-09-20,CL,HG
2013-09-20,PA,PL
2013-09-20,ZF,ZT
2013-09-20,HG,SI
2013-09-22,GC,SI
2013-09-22,CL,ZB
2013-09-22,ZF,ZN
2013-09-22,GC,PL
2013-09-22,ZB,ZN
2013-09-22,CL,HG
2013-09-22,PA,PL
2013-09-22,ZF,ZT
2013-09-22,HG,SI
2013-09-23,GC,SI
2013-09-23,CL,ZB
2013-09-23,ZF,ZN
2013-09-23,GC,PL
2013-09-23,ZB,ZN
2013-09-23,CL,HG
2013-09-23,PA,PL
2013-09-23,ZF,ZT
2013-09-23,HG,SI
2013-09-24,GC,SI
2013-09-24,CL,ZB
2013-09-24,ZF,ZN
2013-09-24,GC,PL
2013-09-24,ZB,ZN
2013-09-24,CL,HG
2013-09-24,PA,PL
2013-09-24,ZF,ZT
2013-09-24,HG,SI
2013-09-25,GC,SI
2013-09-25,CL,ZB
2013-09-25,ZF,ZN
2013-09-25,GC,PL
2013-09-25,ZB,ZN
2013-09-25,CL,HG
2013-09-25,PA,PL
2013-09-25,ZF,ZT
2013-09-25,HG,SI
2013-09-26,GC,SI
2013-09-26,CL,ZB
2013-09-26,ZF,ZN
2013-09-26,GC,PL
2013-09-26,ZB,ZN
2013-09-26,CL,HG
2013-09-26,PA,PL
2013-09-26,ZF,ZT
2013-09-26,HG,SI
2013-09-27,GC,SI
2013-09-27,CL,ZB
2013-09-27,ZF,ZN
2013-09-27,GC,PL
2013-09-27,ZB,ZN
2013-09-27,CL,HG
2013-09-27,PA,PL
2013-09-27,ZF,ZT
2013-09-27,HG,SI
2013-09-29,GC,SI
2013-09-29,CL,ZB
2013-09-29,ZF,ZN
2013-09-29,GC,PL
2013-09-29,ZB,ZN
2013-09-29,CL,HG
2013-09-29,PA,PL
2013-09-29,ZF,ZT
2013-09-29,HG,SI
2013-09-30,GC,SI
2013-09-30,CL,ZB
2013-09-30,ZF,ZN
2013-09-30,GC,PL
2013-09-30,ZB,ZN
2013-09-30,CL,HG
2013-09-30,PA,PL
2013-09-30,ZF,ZT
2013-09-30,HG,SI
2013-10-01,GC,SI
2013-10-01,CL,ZB
2013-10-01,ZF,ZN
2013-10-01,GC,PL
2013-10-01,ZB,ZN
2013-10-01,CL,HG
2013-10-01,PA,PL
2013-10-01,ZF,ZT
2013-10-01,HG,SI
2013-10-02,GC,SI
2013-10-02,CL,ZB
2013-10-02,ZF,ZN
2013-10-02,GC,PL
2013-10-02,ZB,ZN
2013-10-02,CL,HG
2013-10-02,PA,PL
2013-10-02,ZF,ZT
2013-10-02,HG,SI
2013-10-03,GC,SI
2013-10-03,CL,ZB
2013-10-03,ZF,ZN
2013-10-03,GC,PL
2013-10-03,ZB,ZN
2013-10-03,CL,HG
2013-10-03,PA,PL
2013-10-03,ZF,ZT
2013-10-03,HG,SI
2013-10-04,GC,SI
2013-10-04,CL,ZB
2013-10-04,ZF,ZN
2013-10-04,GC,PL
2013-10-04,ZB,ZN
2013-10-04,CL,HG
2013-10-04,PA,PL
2013-10-04,ZF,ZT
2013-10-04,HG,SI
2013-10-06,GC,SI
2013-10-06,CL,ZB
2013-10-06,ZF,ZN
2013-10-06,GC,PL
2013-10-06,ZB,ZN
2013-10-06,CL,HG
2013-10-06,PA,PL
2013-10-06,ZF,ZT
2013-10-06,HG,SI
2013-10-07,GC,SI
2013-10-07,CL,ZB
2013-10-07,ZF,ZN
2013-10-07,GC,PL
2013-10-07,ZB,ZN
2013-10-07,CL,HG
2013-10-07,PA,PL
2013-10-07,ZF,ZT
2013-10-07,HG,SI
2013-10-08,GC,SI
2013-10-08,CL,ZB
2013-10-08,ZF,ZN
2013-10-08,GC,PL
2013-10-08,ZB,ZN
2013-10-08,CL,HG
2013-10-08,PA,PL
2013-10-08,ZF,ZT
2013-10-08,HG,SI
2013-10-09,GC,SI
2013-10-09,CL,ZB
2013-10-09,ZF,ZN
2013-10-09,GC,PL
2013-10-09,ZB,ZN
2013-10-09,CL,HG
2013-10-09,PA,PL
2013-10-09,ZF,ZT
2013-10-09,HG,SI
2013-10-10,GC,SI
2013-10-10,CL,ZB
2013-10-10,ZF,ZN
2013-10-10,GC,PL
2013-10-10,ZB,ZN
2013-10-10,CL,HG
2013-10-10,PA,PL
2013-10-10,ZF,ZT
2013-10-10,HG,SI
2013-10-11,GC,SI
2013-10-11,CL,ZB
2013-10-11,ZF,ZN
2013-10-11,GC,PL
2013-10-11,ZB,ZN
2013-10-11,CL,HG
2013-10-11,PA,PL
2013-10-11,ZF,ZT
2013-10-11,HG,SI
2013-10-13,GC,SI
2013-10-13,CL,ZB
2013-10-13,ZF,ZN
2013-10-13,GC,PL
2013-10-13,ZB,ZN
2013-10-13,CL,HG
2013-10-13,PA,PL
2013-10-13,ZF,ZT
2013-10-13,HG,SI
2013-10-14,GC,SI
2013-10-14,CL,ZB
2013-10-14,ZF,ZN
2013-10-14,GC,PL
2013-10-14,ZB,ZN
2013-10-14,CL,HG
2013-10-14,PA,PL
2013-10-14,ZF,ZT
2013-10-14,HG,SI
2013-10-15,GC,SI
2013-10-15,CL,ZB
2013-10-15,ZF,ZN
2013-10-15,GC,PL
2013-10-15,ZB,ZN
2013-10-15,CL,HG
2013-10-15,PA,PL
2013-10-15,ZF,ZT
2013-10-15,HG,SI
2013-10-16,GC,SI
2013-10-16,CL,ZB
2013-10-16,ZF,ZN
2013-10-16,GC,PL
2013-10-16,ZB,ZN
2013-10-16,CL,HG
2013-10-16,PA,PL
2013-10-16,ZF,ZT
2013-10-16,HG,SI
2013-10-17,GC,SI
2013-10-17,CL,ZB
2013-10-17,ZF,ZN
2013-10-17,GC,PL
2013-10-17,ZB,ZN
2013-10-17,CL,HG
2013-10-17,PA,PL
2013-10-17,ZF,ZT
2013-10-17,HG,SI
2013-10-18,GC,SI
2013-10-18,CL,ZB
2013-10-18,ZF,ZN
2013-10-18,GC,PL
2013-10-18,ZB,ZN
2013-10-18,CL,HG
2013-10-18,PA,PL
2013-10-18,ZF,ZT
2013-10-18,HG,SI
2013-10-20,GC,SI
2013-10-20,CL,ZB
2013-10-20,ZF,ZN
2013-10-20,GC,PL
2013-10-20,ZB,ZN
2013-10-20,CL,HG
2013-10-20,PA,PL
2013-10-20,ZF,ZT
2013-10-20,HG,SI
2013-10-21,GC,SI
2013-10-21,CL,ZB
2013-10-21,ZF,ZN
2013-10-21,GC,PL
2013-10-21,ZB,ZN
2013-10-21,CL,HG
2013-10-21,PA,PL
2013-10-21,ZF,ZT
2013-10-21,HG,SI
2013-10-22,GC,SI
2013-10-22,CL,ZB
2013-10-22,ZF,ZN
2013-10-22,GC,PL
2013-10-22,ZB,ZN
2013-10-22,CL,HG
2013-10-22,PA,PL
2013-10-22,ZF,ZT
2013-10-22,HG,SI
2013-10-23,GC,SI
2013-10-23,CL,ZB
2013-10-23,ZF,ZN
2013-10-23,GC,PL
2013-10-23,ZB,ZN
2013-10-23,CL,HG
2013-10-23,PA,PL
2013-10-23,ZF,ZT
2013-10-23,HG,SI
2013-10-24,GC,SI
2013-10-24,CL,ZB
2013-10-24,ZF,ZN
2013-10-24,GC,PL
2013-10-24,ZB,ZN
2013-10-24,CL,HG
2013-10-24,PA,PL
2013-10-24,ZF,ZT
2013-10-24,HG,SI
2013-10-25,GC,SI
2013-10-25,CL,ZB
2013-10-25,ZF,ZN
2013-10-25,GC,PL
2013-10-25,ZB,ZN
2013-10-25,CL,HG
2013-10-25,PA,PL
2013-10-25,ZF,ZT
2013-10-25,HG,SI
2013-10-27,GC,SI
2013-10-27,CL,ZB
2013-10-27,ZF,ZN
2013-10-27,GC,PL
2013-10-27,ZB,ZN
2013-10-27,CL,HG
2013-10-27,PA,PL
2013-10-27,ZF,ZT
2013-10-27,HG,SI
2013-10-28,GC,SI
2013-10-28,CL,ZB
2013-10-28,ZF,ZN
2013-10-28,GC,PL
2013-10-28,ZB,ZN
2013-10-28,CL,HG
2013-10-28,PA,PL
2013-10-28,ZF,ZT
2013-10-28,HG,SI
2013-10-29,GC,SI
2013-10-29,CL,ZB
2013-10-29,ZF,ZN
2013-10-29,GC,PL
2013-10-29,ZB,ZN
2013-10-29,CL,HG
2013-10-29,PA,PL
2013-10-29,ZF,ZT
2013-10-29,HG,SI
2013-10-30,GC,SI
2013-10-30,CL,ZB
2013-10-30,ZF,ZN
2013-10-30,GC,PL
2013-10-30,ZB,ZN
2013-10-30,CL,HG
2013-10-30,PA,PL
2013-10-30,ZF,ZT
2013-10-30,HG,SI
2013-10-31,GC,SI
2013-10-31,CL,ZB
2013-10-31,ZF,ZN
2013-10-31,GC,PL
2013-10-31,ZB,ZN
2013-10-31,CL,HG
2013-10-31,PA,PL
2013-10-31,ZF,ZT
2013-10-31,HG,SI
2013-11-01,GC,SI
2013-11-01,CL,ZB
2013-11-01,ZF,ZN
2013-11-01,GC,PL
2013-11-01,ZB,ZN
2013-11-01,CL,HG
2013-11-01,PA,PL
2013-11-01,ZF,ZT
2013-11-01,HG,SI
2013-11-03,GC,SI
2013-11-03,ZF,ZN
2013-11-03,GC,PL
2013-11-03,ZB,ZN
2013-11-03,CL,HG
2013-11-03,PA,PL
2013-11-03,ZF,ZT
2013-11-03,PA,ZB
2013-11-03,HG,SI
2013-11-04,GC,SI
2013-11-04,ZF,ZN
2013-11-04,GC,PL
2013-11-04,ZB,ZN
2013-11-04,CL,HG
2013-11-04,PA,PL
2013-11-04,ZF,ZT
2013-11-04,PA,ZB
2013-11-04,HG,SI
2013-11-05,GC,SI
2013-11-05,ZF,ZN
2013-11-05,GC,PL
2013-11-05,ZB,ZN
2013-11-05,CL,HG
2013-11-05,PA,PL
2013-11-05,ZF,ZT
2013-11-05,PA,ZB
2013-11-05,HG,SI
2013-11-06,GC,SI
2013-11-06,ZF,ZN
2013-11-06,GC,PL
2013-11-06,ZB,ZN
2013-11-06,CL,HG
2013-11-06,PA,PL
2013-11-06,ZF,ZT
2013-11-06,PA,ZB
2013-11-06,HG,SI
2013-11-07,GC,SI
2013-11-07,ZF,ZN
2013-11-07,GC,PL
2013-11-07,ZB,ZN
2013-11-07,CL,HG
2013-11-07,PA,PL
2013-11-07,ZF,ZT
2013-11-07,PA,ZB
2013-11-07,HG,SI
2013-11-08,GC,SI
2013-11-08,ZF,ZN
2013-11-08,GC,PL
2013-11-08,ZB,ZN
2013-11-08,CL,HG
2013-11-08,PA,PL
2013-11-08,ZF,ZT
2013-11-08,PA,ZB
2013-11-08,HG,SI
2013-11-10,GC,SI
2013-11-10,ZF,ZN
2013-11-10,GC,PL
2013-11-10,ZB,ZN
2013-11-10,CL,HG
2013-11-10,PA,PL
2013-11-10,ZF,ZT
2013-11-10,PA,ZB
2013-11-10,HG,SI
2013-11-11,GC,SI
2013-11-11,ZF,ZN
2013-11-11,GC,PL
2013-11-11,ZB,ZN
2013-11-11,CL,HG
2013-11-11,PA,PL
2013-11-11,ZF,ZT
2013-11-11,PA,ZB
2013-11-11,HG,SI
2013-11-12,GC,SI
2013-11-12,ZF,ZN
2013-11-12,GC,PL
2013-11-12,ZB,ZN
2013-11-12,CL,HG
2013-11-12,PA,PL
2013-11-12,ZF,ZT
2013-11-12,PA,ZB
2013-11-12,HG,SI
2013-11-13,GC,SI
2013-11-13,ZF,ZN
2013-11-13,GC,PL
2013-11-13,ZB,ZN
2013-11-13,CL,HG
2013-11-13,PA,PL
2013-11-13,ZF,ZT
2013-11-13,PA,ZB
2013-11-13,HG,SI
2013-11-14,GC,SI
2013-11-14,ZF,ZN
2013-11-14,GC,PL
2013-11-14,ZB,ZN
2013-11-14,CL,HG
2013-11-14,PA,PL
2013-11-14,ZF,ZT
2013-11-14,PA,ZB
2013-11-14,HG,SI
2013-11-15,GC,SI
2013-11-15,ZF,ZN
2013-11-15,GC,PL
2013-11-15,ZB,ZN
2013-11-15,CL,HG
2013-11-15,PA,PL
2013-11-15,ZF,ZT
2013-11-15,PA,ZB
2013-11-15,HG,SI
2013-11-17,GC,SI
2013-11-17,ZF,ZN
2013-11-17,GC,PL
2013-11-17,ZB,ZN
2013-11-17,CL,HG
2013-11-17,PA,PL
2013-11-17,ZF,ZT
2013-11-17,PA,ZB
2013-11-17,HG,SI
2013-11-18,GC,SI
2013-11-18,ZF,ZN
2013-11-18,GC,PL
2013-11-18,ZB,ZN
2013-11-18,CL,HG
2013-11-18,PA,PL
2013-11-18,ZF,ZT
2013-11-18,PA,ZB
2013-11-18,HG,SI
2013-11-19,GC,SI
2013-11-19,ZF,ZN
2013-11-19,GC,PL
2013-11-19,ZB,ZN
2013-11-19,CL,HG
2013-11-19,PA,PL
2013-11-19,ZF,ZT
2013-11-19,PA,ZB
2013-11-19,HG,SI
2013-11-20,GC,SI
2013-11-20,ZF,ZN
2013-11-20,GC,PL
2013-11-20,ZB,ZN
2013-11-20,CL,HG
2013-11-20,PA,PL
2013-11-20,ZF,ZT
2013-11-20,PA,ZB
2013-11-20,HG,SI
2013-11-21,GC,SI
2013-11-21,ZF,ZN
2013-11-21,GC,PL
2013-11-21,ZB,ZN
2013-11-21,CL,HG
2013-11-21,HG,ZB
2013-11-21,PA,PL
2013-11-21,ZF,ZT
2013-11-21,HG,SI
2013-11-22,GC,SI
2013-11-22,ZF,ZN
2013-11-22,GC,PL
2013-11-22,ZB,ZN
2013-11-22,CL,HG
2013-11-22,PA,PL
2013-11-22,ZF,ZT
2013-11-22,PA,ZB
2013-11-22,HG,SI
2013-11-24,GC,SI
2013-11-24,ZF,ZN
2013-11-24,GC,PL
2013-11-24,ZB,ZN
2013-11-24,CL,HG
2013-11-24,PA,PL
2013-11-24,ZF,ZT
2013-11-24,PA,ZB
2013-11-24,HG,SI
2013-11-25,GC,SI
2013-11-25,ZF,ZN
2013-11-25,GC,PL
2013-11-25,ZB,ZN
2013-11-25,CL,HG
2013-11-25,PA,PL
2013-11-25,ZF,ZT
2013-11-25,PA,ZB
2013-11-25,HG,SI
2013-11-26,GC,SI
2013-11-26,ZF,ZN
2013-11-26,GC,PL
2013-11-26,ZB,ZN
2013-11-26,CL,HG
2013-11-26,HG,ZB
2013-11-26,PA,PL
2013-11-26,ZF,ZT
2013-11-26,HG,SI
2013-11-27,GC,SI
2013-11-27,ZF,ZN
2013-11-27,GC,PL
2013-11-27,ZB,ZN
2013-11-27,CL,HG
2013-11-27,HG,ZB
2013-11-27,PA,PL
2013-11-27,ZF,ZT
2013-11-27,HG,SI
2013-11-28,GC,SI
2013-11-28,ZF,ZN
2013-11-28,GC,PL
2013-11-28,ZB,ZN
2013-11-28,CL,HG
2013-11-28,HG,ZB
2013-11-28,PA,PL
2013-11-28,ZF,ZT
2013-11-28,HG,SI
2013-11-29,GC,SI
2013-11-29,ZF,ZN
2013-11-29,GC,PL
2013-11-29,ZB,ZN
2013-11-29,CL,HG
2013-11-29,HG,ZB
2013-11-29,PA,PL
2013-11-29,ZF,ZT
2013-11-29,HG,SI
2013-12-01,GC,SI
2013-12-01,ZF,ZN
2013-12-01,GC,PL
2013-12-01,ZB,ZN
2013-12-01,CL,HG
2013-12-01,PA,PL
2013-12-01,ZF,ZT
2013-12-01,PA,ZB
2013-12-01,HG,SI
2013-12-02,GC,SI
2013-12-02,ZF,ZN
2013-12-02,GC,PL
2013-12-02,ZB,ZN
2013-12-02,CL,HG
2013-12-02,HG,ZB
2013-12-02,PA,PL
2013-12-02,ZF,ZT
2013-12-02,HG,SI
2013-12-03,GC,SI
2013-12-03,ZF,ZN
2013-12-03,GC,PL
2013-12-03,ZB,ZN
2013-12-03,CL,HG
2013-12-03,PA,PL
2013-12-03,ZF,ZT
2013-12-03,PA,ZB
2013-12-03,HG,SI
2013-12-04,GC,SI
2013-12-04,ZF,ZN
2013-12-04,GC,PL
2013-12-04,ZB,ZN
2013-12-04,CL,HG
2013-12-04,HG,ZB
2013-12-04,PA,PL
2013-12-04,ZF,ZT
2013-12-04,HG,SI
2013-12-05,GC,SI
2013-12-05,ZF,ZN
2013-12-05,GC,PL
2013-12-05,ZB,ZN
2013-12-05,CL,PA
2013-12-05,HG,ZB
2013-12-05,PA,PL
2013-12-05,ZF,ZT
2013-12-05,HG,SI
2013-12-06,GC,SI
2013-12-06,ZF,ZN
2013-12-06,GC,PL
2013-12-06,ZB,ZN
2013-12-06,CL,PA
2013-12-06,HG,ZB
2013-12-06,PA,PL
2013-12-06,ZF,ZT
2013-12-06,HG,SI
2013-12-08,GC,SI
2013-12-08,ZF,ZN
2013-12-08,GC,PL
2013-12-08,ZB,ZN
2013-12-08,CL,HG
2013-12-08,HG,ZB
2013-12-08,PA,PL
2013-12-08,ZF,ZT
2013-12-08,HG,SI
2013-12-09,GC,SI
2013-12-09,ZF,ZN
2013-12-09,GC,PL
2013-12-09,ZB,ZN
2013-12-09,CL,HG
2013-12-09,HG,ZB
2013-12-09,PA,PL
2013-12-09,ZF,ZT
2013-12-09,HG,SI
2013-12-10,GC,SI
2013-12-10,ZF,ZN
2013-12-10,GC,PL
2013-12-10,ZB,ZN
2013-12-10,CL,HG
2013-12-10,PA,PL
2013-12-10,ZF,ZT
2013-12-10,PA,ZB
2013-12-10,HG,SI
2013-12-11,GC,SI
2013-12-11,ZF,ZN
2013-12-11,GC,PL
2013-12-11,ZB,ZN
2013-12-11,CL,HG
2013-12-11,PA,PL
2013-12-11,ZF,ZT
2013-12-11,PA,ZB
2013-12-11,HG,SI
2013-12-12,GC,SI
2013-12-12,ZF,ZN
2013-12-12,GC,PL
2013-12-12,ZB,ZN
2013-12-12,CL,HG
2013-12-12,HG,ZB
2013-12-12,PA,PL
2013-12-12,ZF,ZT
2013-12-12,HG,SI
2013-12-13,GC,SI
2013-12-13,ZF,ZN
2013-12-13,GC,PL
2013-12-13,ZB,ZN
2013-12-13,CL,HG
2013-12-13,HG,ZB
2013-12-13,PA,PL
2013-12-13,ZF,ZT
2013-12-13,HG,SI
2013-12-15,GC,SI
2013-12-15,ZF,ZN
2013-12-15,GC,PL
2013-12-15,ZB,ZN
2013-12-15,CL,HG
2013-12-15,HG,ZB
2013-12-15,PA,PL
2013-12-15,ZF,ZT
2013-12-15,HG,SI
2013-12-16,GC,SI
2013-12-16,ZF,ZN
2013-12-16,GC,PL
2013-12-16,ZB,ZN
2013-12-16,CL,HG
2013-12-16,HG,ZB
2013-12-16,PA,PL
2013-12-16,ZF,ZT
2013-12-16,HG,SI
2013-12-17,GC,SI
2013-12-17,ZF,ZN
2013-12-17,GC,PL
2013-12-17,ZB,ZN
2013-12-17,CL,HG
2013-12-17,HG,ZB
2013-12-17,PA,PL
2013-12-17,ZF,ZT
2013-12-17,HG,SI
2013-12-18,GC,SI
2013-12-18,ZF,ZN
2013-12-18,GC,PL
2013-12-18,ZB,ZN
2013-12-18,CL,HG
2013-12-18,PA,PL
2013-12-18,ZF,ZT
2013-12-18,PA,ZB
2013-12-18,HG,SI
2013-12-19,GC,SI
2013-12-19,ZF,ZN
2013-12-19,GC,PL
2013-12-19,ZB,ZN
2013-12-19,CL,HG
2013-12-19,PA,PL
2013-12-19,ZF,ZT
2013-12-19,PA,ZB
2013-12-19,HG,SI
2013-12-20,GC,SI
2013-12-20,ZF,ZN
2013-12-20,GC,PL
2013-12-20,ZB,ZN
2013-12-20,CL,HG
2013-12-20,PA,PL
2013-12-20,ZF,ZT
2013-12-20,PA,ZB
2013-12-20,HG,SI
2013-12-22,GC,SI
2013-12-22,ZF,ZN
2013-12-22,GC,PL
2013-12-22,ZB,ZN
2013-12-22,CL,HG
2013-12-22,PA,PL
2013-12-22,ZF,ZT
2013-12-22,PA,ZB
2013-12-22,HG,SI
2013-12-23,GC,SI
2013-12-23,ZF,ZN
2013-12-23,GC,PL
2013-12-23,ZB,ZN
2013-12-23,CL,HG
2013-12-23,PA,PL
2013-12-23,ZF,ZT
2013-12-23,PA,ZB
2013-12-23,HG,SI
2013-12-24,GC,SI
2013-12-24,ZF,ZN
2013-12-24,GC,PL
2013-12-24,ZB,ZN
2013-12-24,CL,HG
2013-12-24,PA,PL
2013-12-24,ZF,ZT
2013-12-24,PA,ZB
2013-12-24,HG,SI
2013-12-26,GC,SI
2013-12-26,ZF,ZN
2013-12-26,GC,PL
2013-12-26,ZB,ZN
2013-12-26,CL,HG
2013-12-26,HG,ZB
2013-12-26,PA,PL
2013-12-26,ZF,ZT
2013-12-26,HG,SI
2013-12-27,GC,SI
2013-12-27,ZF,ZN
2013-12-27,GC,PL
2013-12-27,ZB,ZN
2013-12-27,CL,HG
2013-12-27,HG,ZB
2013-12-27,PA,PL
2013-12-27,ZF,ZT
2013-12-27,HG,SI
2013-12-29,GC,SI
2013-12-29,ZF,ZN
2013-12-29,GC,PL
2013-12-29,ZB,ZN
2013-12-29,CL,HG
2013-12-29,HG,ZB
2013-12-29,PA,PL
2013-12-29,ZF,ZT
2013-12-29,HG,SI
2013-12-30,GC,SI
2013-12-30,ZF,ZN
2013-12-30,GC,PL
2013-12-30,ZB,ZN
2013-12-30,CL,HG
2013-12-30,HG,ZB
2013-12-30,PA,PL
2013-12-30,ZF,ZT
2013-12-30,HG,SI
2013-12-31,GC,SI
2013-12-31,ZF,ZN
2013-12-31,GC,PL
2013-12-31,ZB,ZN
2013-12-31,CL,HG
2013-12-31,HG,ZB
2013-12-31,PA,PL
2013-12-31,ZF,ZT
2013-12-31,HG,SI
2014-01-02,GC,SI
2014-01-02,ZF,ZN
2014-01-02,GC,PL
2014-01-02,ZB,ZN
2014-01-02,CL,HG
2014-01-02,HG,ZB
2014-01-02,PA,PL
2014-01-02,ZF,ZT
2014-01-02,HG,SI
2014-01-03,GC,SI
2014-01-03,ZF,ZN
2014-01-03,GC,PL
2014-01-03,ZB,ZN
2014-01-03,CL,HG
2014-01-03,HG,ZB
2014-01-03,PA,PL
2014-01-03,ZF,ZT
2014-01-03,HG,SI
2014-01-05,GC,SI
2014-01-05,ZF,ZN
2014-01-05,GC,PL
2014-01-05,ZB,ZN
2014-01-05,CL,HG
2014-01-05,HG,ZB
2014-01-05,PA,PL
2014-01-05,ZF,ZT
2014-01-05,HG,SI
2014-01-06,GC,SI
2014-01-06,ZF,ZN
2014-01-06,GC,PL
2014-01-06,ZB,ZN
2014-01-06,CL,HG
2014-01-06,HG,ZB
2014-01-06,PA,PL
2014-01-06,ZF,ZT
2014-01-06,HG,SI
2014-01-07,GC,SI
2014-01-07,ZF,ZN
2014-01-07,GC,PL
2014-01-07,ZB,ZN
2014-01-07,CL,HG
2014-01-07,HG,ZB
2014-01-07,PA,PL
2014-01-07,ZF,ZT
2014-01-07,HG,SI
2014-01-08,GC,SI
2014-01-08,ZF,ZN
2014-01-08,GC,PL
2014-01-08,ZB,ZN
2014-01-08,CL,HG
2014-01-08,HG,ZB
2014-01-08,PA,PL
2014-01-08,ZF,ZT
2014-01-08,HG,SI
2014-01-09,GC,SI
2014-01-09,ZF,ZN
2014-01-09,GC,PL
2014-01-09,ZB,ZN
2014-01-09,CL,HG
2014-01-09,HG,ZB
2014-01-09,PA,PL
2014-01-09,ZF,ZT
2014-01-09,HG,SI
2014-01-10,GC,SI
2014-01-10,ZF,ZN
2014-01-10,GC,PL
2014-01-10,ZB,ZN
2014-01-10,CL,HG
2014-01-10,HG,ZB
2014-01-10,PA,PL
2014-01-10,ZF,ZT
2014-01-10,HG,SI
2014-01-12,GC,SI
2014-01-12,ZF,ZN
2014-01-12,GC,PL
2014-01-12,ZB,ZN
2014-01-12,CL,HG
2014-01-12,HG,ZB
2014-01-12,PA,PL
2014-01-12,ZF,ZT
2014-01-12,HG,SI
2014-01-13,GC,SI
2014-01-13,ZF,ZN
2014-01-13,GC,PL
2014-01-13,ZB,ZN
2014-01-13,CL,HG
2014-01-13,HG,ZB
2014-01-13,PA,PL
2014-01-13,ZF,ZT
2014-01-13,HG,SI
2014-01-14,GC,SI
2014-01-14,ZF,ZN
2014-01-14,GC,PL
2014-01-14,ZB,ZN
2014-01-14,CL,HG
2014-01-14,HG,ZB
2014-01-14,PA,PL
2014-01-14,ZF,ZT
2014-01-14,HG,SI
2014-01-15,GC,SI
2014-01-15,ZF,ZN
2014-01-15,GC,PL
2014-01-15,ZB,ZN
2014-01-15,CL,HG
2014-01-15,HG,ZB
2014-01-15,PA,PL
2014-01-15,ZF,ZT
2014-01-15,HG,SI
2014-01-16,GC,SI
2014-01-16,ZF,ZN
2014-01-16,GC,PL
2014-01-16,ZB,ZN
2014-01-16,CL,HG
2014-01-16,HG,ZB
2014-01-16,PA,PL
2014-01-16,ZF,ZT
2014-01-16,HG,SI
2014-01-17,GC,SI
2014-01-17,ZF,ZN
2014-01-17,GC,PL
2014-01-17,ZB,ZN
2014-01-17,CL,HG
2014-01-17,HG,ZB
2014-01-17,PA,PL
2014-01-17,ZF,ZT
2014-01-17,HG,SI
2014-01-20,GC,SI
2014-01-20,ZF,ZN
2014-01-20,GC,PL
2014-01-20,ZB,ZN
2014-01-20,CL,HG
2014-01-20,HG,ZB
2014-01-20,PA,PL
2014-01-20,ZF,ZT
2014-01-20,HG,SI
2014-01-21,GC,SI
2014-01-21,ZF,ZN
2014-01-21,GC,PL
2014-01-21,ZB,ZN
2014-01-21,CL,HG
2014-01-21,HG,ZB
2014-01-21,PA,PL
2014-01-21,ZF,ZT
2014-01-21,HG,SI
2014-01-22,GC,SI
2014-01-22,ZF,ZN
2014-01-22,GC,PL
2014-01-22,ZB,ZN
2014-01-22,CL,HG
2014-01-22,HG,ZB
2014-01-22,PA,PL
2014-01-22,ZF,ZT
2014-01-22,HG,SI
2014-01-23,GC,SI
2014-01-23,ZF,ZN
2014-01-23,GC,PL
2014-01-23,ZB,ZN
2014-01-23,CL,HG
2014-01-23,HG,ZB
2014-01-23,PA,PL
2014-01-23,ZF,ZT
2014-01-23,HG,SI
2014-01-24,GC,SI
2014-01-24,ZF,ZN
2014-01-24,GC,PL
2014-01-24,ZB,ZN
2014-01-24,CL,HG
2014-01-24,HG,ZB
2014-01-24,PA,PL
2014-01-24,ZF,ZT
2014-01-24,HG,SI
2014-01-26,GC,SI
2014-01-26,ZF,ZN
2014-01-26,GC,PL
