date,root_a,root_b
2011-08-09,PA,PL
2011-08-09,ZF,ZT
2011-08-10,GC,SI
2011-08-10,HG,PA
2011-08-10,ZF,ZN
2011-08-10,GC,PL
2011-08-10,ZB,ZN
2011-08-10,CL,HG
2011-08-10,HG,ZB
2011-08-10,PA,PL
2011-08-10,ZF,ZT
2011-08-11,GC,SI
2011-08-11,HG,PA
2011-08-11,ZF,ZN
2011-08-11,GC,PL
2011-08-11,ZB,ZN
2011-08-11,CL,HG
2011-08-11,HG,ZB
2011-08-11,PA,PL
2011-08-11,ZF,ZT
2011-08-12,GC,SI
2011-08-12,HG,PA
2011-08-12,ZF,ZN
2011-08-12,GC,PL
2011-08-12,ZB,ZN
2011-08-12,CL,HG
2011-08-12,HG,ZB
2011-08-12,PA,PL
2011-08-12,ZF,ZT
2011-08-14,GC,SI
2011-08-14,HG,PA
2011-08-14,ZF,ZN
2011-08-14,GC,PL
2011-08-14,ZB,ZN
2011-08-14,CL,HG
2011-08-14,HG,ZB
2011-08-14,PA,PL
2011-08-14,ZF,ZT
2011-08-15,GC,SI
2011-08-15,HG,PA
2011-08-15,ZF,ZN
2011-08-15,GC,PL
2011-08-15,ZB,ZN
2011-08-15,CL,HG
2011-08-15,HG,ZB
2011-08-15,PA,PL
2011-08-15,ZF,ZT
2011-08-16,GC,SI
2011-08-16,HG,PA
2011-08-16,ZF,ZN
2011-08-16,GC,PL
2011-08-16,ZB,ZN
2011-08-16,CL,HG
2011-08-16,HG,ZB
2011-08-16,PA,PL
2011-08-16,ZF,ZT
2011-08-17,GC,SI
2011-08-17,HG,PA
2011-08-17,ZF,ZN
2011-08-17,GC,PL
2011-08-17,ZB,ZN
2011-08-17,CL,HG
2011-08-17,HG,ZB
2011-08-17,PA,PL
2011-08-17,ZF,ZT
2011-08-18,GC,SI
2011-08-18,HG,PA
2011-08-18,ZF,ZN
2011-08-18,GC,PL
2011-08-18,ZB,ZN
2011-08-18,CL,HG
2011-08-18,HG,ZB
2011-08-18,PA,PL
2011-08-18,ZF,ZT
2011-08-19,GC,SI
2011-08-19,HG,PA
2011-08-19,ZF,ZN
2011-08-19,GC,PL
2011-08-19,ZB,ZN
2011-08-19,CL,HG
2011-08-19,HG,ZB
2011-08-19,PA,PL
2011-08-19,ZF,ZT
2011-08-21,GC,SI
2011-08-21,HG,PA
2011-08-21,ZF,ZN
2011-08-21,GC,PL
2011-08-21,ZB,ZN
2011-08-21,CL,HG
2011-08-21,HG,ZB
2011-08-21,PA,PL
2011-08-21,ZF,ZT
2011-08-22,GC,SI
2011-08-22,HG,PA
2011-08-22,ZF,ZN
2011-08-22,GC,PL
2011-08-22,ZB,ZN
2011-08-22,CL,HG
2011-08-22,HG,ZB
2011-08-22,PA,PL
2011-08-22,ZF,ZT
2011-08-23,GC,SI
2011-08-23,HG,PA
2011-08-23,ZF,ZN
2011-08-23,GC,PL
2011-08-23,ZB,ZN
2011-08-23,CL,HG
2011-08-23,HG,ZB
2011-08-23,PA,PL
2011-08-23,ZF,ZT
2011-08-24,GC,SI
2011-08-24,HG,PA
2011-08-24,ZF,ZN
2011-08-24,GC,PL
2011-08-24,ZB,ZN
2011-08-24,CL,HG
2011-08-24,HG,ZB
2011-08-24,PA,PL
2011-08-24,ZF,ZT
2011-08-25,GC,SI
2011-08-25,HG,PA
2011-08-25,ZF,ZN
2011-08-25,GC,PL
2011-08-25,ZB,ZN
2011-08-25,CL,HG
2011-08-25,HG,ZB
2011-08-25,PA,PL
2011-08-25,ZF,ZT
2011-08-26,GC,SI
2011-08-26,HG,PA
2011-08-26,ZF,ZN
2011-08-26,GC,PL
2011-08-26,ZB,ZN
2011-08-26,CL,HG
2011-08-26,HG,ZB
2011-08-26,PA,PL
2011-08-26,ZF,ZT
2011-08-28,GC,SI
2011-08-28,HG,PA
2011-08-28,ZF,ZN
2011-08-28,GC,PL
2011-08-28,ZB,ZN
2011-08-28,CL,HG
2011-08-28,HG,ZB
2011-08-28,PA,PL
2011-08-28,ZF,ZT
2011-08-29,GC,SI
2011-08-29,HG,PA
2011-08-29,ZF,ZN
2011-08-29,GC,PL
2011-08-29,ZB,ZN
2011-08-29,CL,HG
2011-08-29,HG,ZB
2011-08-29,PA,PL
2011-08-29,ZF,ZT
2011-08-30,GC,SI
2011-08-30,PL,SI
2011-08-30,HG,PA
2011-08-30,ZF,ZN
2011-08-30,ZB,ZN
2011-08-30,CL,HG
2011-08-30,HG,ZB
2011-08-30,PA,PL
2011-08-30,ZF,ZT
2011-08-31,GC,SI
2011-08-31,HG,PA
2011-08-31,ZF,ZN
2011-08-31,GC,PL
2011-08-31,ZB,ZN
2011-08-31,CL,HG
2011-08-31,HG,ZB
2011-08-31,PA,PL
2011-08-31,ZF,ZT
2011-09-01,GC,SI
2011-09-01,HG,PA
2011-09-01,ZF,ZN
2011-09-01,GC,PL
2011-09-01,ZB,ZN
2011-09-01,CL,HG
2011-09-01,HG,ZB
2011-09-01,PA,PL
2011-09-01,ZF,ZT
2011-09-02,GC,SI
2011-09-02,HG,PA
2011-09-02,ZF,ZN
2011-09-02,GC,PL
2011-09-02,ZB,ZN
2011-09-02,CL,HG
2011-09-02,HG,ZB
2011-09-02,PA,PL
2011-09-02,ZF,ZT
2011-09-04,GC,SI
2011-09-04,HG,PA
2011-09-04,ZF,ZN
2011-09-04,GC,PL
2011-09-04,ZB,ZN
2011-09-04,CL,HG
2011-09-04,HG,ZB
2011-09-04,PA,PL
2011-09-04,ZF,ZT
2011-09-05,GC,SI
2011-09-05,HG,PA
2011-09-05,ZF,ZN
2011-09-05,GC,PL
2011-09-05,ZB,ZN
2011-09-05,CL,HG
2011-09-05,HG,ZB
2011-09-05,PA,PL
2011-09-05,ZF,ZT
2011-09-06,GC,SI
2011-09-06,HG,PA
2011-09-06,ZF,ZN
2011-09-06,GC,PL
2011-09-06,ZB,ZN
2011-09-06,CL,HG
2011-09-06,HG,ZB
2011-09-06,PA,PL
2011-09-06,ZF,ZT
2011-09-07,GC,SI
2011-09-07,HG,PA
2011-09-07,ZF,ZN
2011-09-07,GC,PL
2011-09-07,ZB,ZN
2011-09-07,CL,HG
2011-09-07,HG,ZB
2011-09-07,PA,PL
2011-09-07,ZF,ZT
2011-09-08,GC,SI
2011-09-08,HG,PA
2011-09-08,ZF,ZN
2011-09-08,GC,PL
2011-09-08,ZB,ZN
2011-09-08,CL,HG
2011-09-08,HG,ZB
2011-09-08,PA,PL
2011-09-08,ZF,ZT
2011-09-09,GC,SI
2011-09-09,HG,PA
2011-09-09,ZF,ZN
2011-09-09,GC,PL
2011-09-09,ZB,ZN
2011-09-09,CL,HG
2011-09-09,HG,ZB
2011-09-09,PA,PL
2011-09-09,ZF,ZT
2011-09-11,GC,SI
2011-09-11,HG,PA
2011-09-11,ZF,ZN
2011-09-11,GC,PL
2011-09-11,ZB,ZN
2011-09-11,CL,HG
2011-09-11,HG,ZB
2011-09-11,PA,PL
2011-09-11,ZF,ZT
2011-09-12,GC,SI
2011-09-12,HG,PA
2011-09-12,ZF,ZN
2011-09-12,GC,PL
2011-09-12,ZB,ZN
2011-09-12,CL,HG
2011-09-12,HG,ZB
2011-09-12,PA,PL
2011-09-12,ZF,ZT
2011-09-13,GC,SI
2011-09-13,HG,PA
2011-09-13,ZF,ZN
2011-09-13,GC,PL
2011-09-13,ZB,ZN
2011-09-13,CL,HG
2011-09-13,HG,ZB
2011-09-13,PA,PL
2011-09-13,ZF,ZT
2011-09-14,GC,SI
2011-09-14,HG,PA
2011-09-14,ZF,ZN
2011-09-14,GC,PL
2011-09-14,ZB,ZN
2011-09-14,CL,HG
2011-09-14,HG,ZB
2011-09-14,PA,PL
2011-09-14,ZF,ZT
2011-09-15,GC,SI
2011-09-15,HG,PA
2011-09-15,ZF,ZN
2011-09-15,GC,PL
2011-09-15,ZB,ZN
2011-09-15,CL,HG
2011-09-15,HG,ZB
2011-09-15,PA,PL
2011-09-15,ZF,ZT
2011-09-16,GC,SI
2011-09-16,HG,PA
2011-09-16,ZF,ZN
2011-09-16,GC,PL
2011-09-16,ZB,ZN
2011-09-16,CL,HG
2011-09-16,HG,ZB
2011-09-16,PA,PL
2011-09-16,ZF,ZT
2011-09-18,GC,SI
2011-09-18,HG,PA
2011-09-18,ZF,ZN
2011-09-18,GC,PL
2011-09-18,ZB,ZN
2011-09-18,CL,HG
2011-09-18,HG,ZB
2011-09-18,PA,PL
2011-09-18,ZF,ZT
2011-09-19,GC,SI
2011-09-19,HG,PA
2011-09-19,ZF,ZN
2011-09-19,GC,PL
2011-09-19,ZB,ZN
2011-09-19,CL,HG
2011-09-19,HG,ZB
2011-09-19,PA,PL
2011-09-19,ZF,ZT
2011-09-20,GC,SI
2011-09-20,HG,PA
2011-09-20,ZF,ZN
2011-09-20,GC,PL
2011-09-20,ZB,ZN
2011-09-20,CL,HG
2011-09-20,HG,ZB
2011-09-20,PA,PL
2011-09-20,ZF,ZT
2011-09-21,GC,SI
2011-09-21,HG,PA
2011-09-21,ZF,ZN
2011-09-21,GC,PL
2011-09-21,ZB,ZN
2011-09-21,CL,HG
2011-09-21,HG,ZB
2011-09-21,PA,PL
2011-09-21,ZF,ZT
2011-09-22,GC,SI
2011-09-22,HG,PA
2011-09-22,ZF,ZN
2011-09-22,GC,PL
2011-09-22,ZB,ZN
2011-09-22,CL,HG
2011-09-22,HG,ZB
2011-09-22,PA,PL
2011-09-22,ZF,ZT
2011-09-23,GC,SI
2011-09-23,HG,PA
2011-09-23,ZF,ZN
2011-09-23,GC,PL
2011-09-23,ZB,ZN
2011-09-23,CL,HG
2011-09-23,HG,ZB
2011-09-23,PA,PL
2011-09-23,ZF,ZT
2011-09-25,GC,SI
2011-09-25,HG,PA
2011-09-25,CL,ZB
2011-09-25,ZF,ZN
2011-09-25,GC,PL
2011-09-25,ZB,ZN
2011-09-25,CL,HG
2011-09-25,PA,PL
2011-09-25,ZF,ZT
2011-09-26,GC,SI
2011-09-26,HG,PA
2011-09-26,CL,ZB
2011-09-26,ZF,ZN
2011-09-26,GC,PL
2011-09-26,ZB,ZN
2011-09-26,CL,HG
2011-09-26,PA,PL
2011-09-26,ZF,ZT
2011-09-27,GC,SI
2011-09-27,HG,PA
2011-09-27,CL,ZB
2011-09-27,ZF,ZN
2011-09-27,GC,PL
2011-09-27,ZB,ZN
2011-09-27,CL,HG
2011-09-27,PA,PL
2011-09-27,ZF,ZT
2011-09-28,GC,SI
2011-09-28,HG,PA
2011-09-28,CL,ZB
2011-09-28,ZF,ZN
2011-09-28,GC,PL
2011-09-28,ZB,ZN
2011-09-28,CL,HG
2011-09-28,PA,PL
2011-09-28,ZF,ZT
2011-09-29,GC,SI
2011-09-29,HG,PA
2011-09-29,CL,ZB
2011-09-29,ZF,ZN
2011-09-29,GC,PL
2011-09-29,ZB,ZN
2011-09-29,CL,HG
2011-09-29,PA,PL
2011-09-29,ZF,ZT
2011-09-30,GC,SI
2011-09-30,HG,PA
2011-09-30,CL,ZB
2011-09-30,ZF,ZN
2011-09-30,GC,PL
2011-09-30,ZB,ZN
2011-09-30,CL,HG
2011-09-30,PA,PL
2011-09-30,ZF,ZT
2011-10-02,GC,SI
2011-10-02,HG,PA
2011-10-02,CL,ZB
2011-10-02,ZF,ZN
2011-10-02,GC,PL
2011-10-02,ZB,ZN
2011-10-02,CL,HG
2011-10-02,PA,PL
2011-10-02,ZF,ZT
2011-10-03,GC,SI
2011-10-03,HG,PA
2011-10-03,CL,ZB
2011-10-03,ZF,ZN
2011-10-03,GC,PL
2011-10-03,ZB,ZN
2011-10-03,CL,HG
2011-10-03,PA,PL
2011-10-03,ZF,ZT
2011-10-04,GC,SI
2011-10-04,HG,PA
2011-10-04,CL,ZB
2011-10-04,ZF,ZN
2011-10-04,GC,PL
2011-10-04,ZB,ZN
2011-10-04,CL,HG
2011-10-04,PA,PL
2011-10-04,ZF,ZT
2011-10-05,GC,SI
2011-10-05,HG,PA
2011-10-05,CL,ZB
2011-10-05,ZF,ZN
2011-10-05,GC,PL
2011-10-05,ZB,ZN
2011-10-05,CL,HG
2011-10-05,PA,PL
2011-10-05,ZF,ZT
2011-10-06,GC,SI
2011-10-06,HG,PA
2011-10-06,CL,ZB
2011-10-06,ZF,ZN
2011-10-06,GC,PL
2011-10-06,ZB,ZN
2011-10-06,CL,HG
2011-10-06,PA,PL
2011-10-06,ZF,ZT
2011-10-07,GC,SI
2011-10-07,HG,PA
2011-10-07,CL,ZB
2011-10-07,ZF,ZN
2011-10-07,GC,PL
2011-10-07,ZB,ZN
2011-10-07,CL,HG
2011-10-07,PA,PL
2011-10-07,ZF,ZT
2011-10-09,GC,SI
2011-10-09,HG,PA
2011-10-09,CL,ZB
2011-10-09,ZF,ZN
2011-10-09,GC,PL
2011-10-09,ZB,ZN
2011-10-09,CL,HG
2011-10-09,PA,PL
2011-10-09,ZF,ZT
2011-10-10,GC,SI
2011-10-10,HG,PA
2011-10-10,CL,ZB
2011-10-10,ZF,ZN
2011-10-10,GC,PL
2011-10-10,ZB,ZN
2011-10-10,CL,HG
2011-10-10,PA,PL
2011-10-10,ZF,ZT
2011-10-11,GC,SI
2011-10-11,HG,PA
2011-10-11,CL,ZB
2011-10-11,ZF,ZN
2011-10-11,GC,PL
2011-10-11,ZB,ZN
2011-10-11,CL,HG
2011-10-11,PA,PL
2011-10-11,ZF,ZT
2011-10-12,GC,SI
2011-10-12,HG,PA
2011-10-12,CL,ZB
2011-10-12,ZF,ZN
2011-10-12,GC,PL
2011-10-12,ZB,ZN
2011-10-12,CL,HG
2011-10-12,PA,PL
2011-10-12,ZF,ZT
2011-10-13,GC,SI
2011-10-13,HG,PA
2011-10-13,CL,ZB
2011-10-13,ZF,ZN
2011-10-13,GC,PL
2011-10-13,ZB,ZN
2011-10-13,CL,HG
2011-10-13,PA,PL
2011-10-13,ZF,ZT
2011-10-14,GC,SI
2011-10-14,HG,PA
2011-10-14,CL,ZB
2011-10-14,ZF,ZN
2011-10-14,GC,PL
2011-10-14,ZB,ZN
2011-10-14,CL,HG
2011-10-14,PA,PL
2011-10-14,ZF,ZT
2011-10-16,GC,SI
2011-10-16,HG,PA
2011-10-16,CL,ZB
2011-10-16,ZF,ZN
2011-10-16,GC,PL
2011-10-16,ZB,ZN
2011-10-16,CL,HG
2011-10-16,PA,PL
2011-10-16,ZF,ZT
2011-10-17,GC,SI
2011-10-17,HG,PA
2011-10-17,CL,ZB
2011-10-17,ZF,ZN
2011-10-17,GC,PL
2011-10-17,ZB,ZN
2011-10-17,CL,HG
2011-10-17,PA,PL
2011-10-17,ZF,ZT
2011-10-18,GC,SI
2011-10-18,HG,PA
2011-10-18,CL,ZB
2011-10-18,ZF,ZN
2011-10-18,GC,PL
2011-10-18,ZB,ZN
2011-10-18,CL,HG
2011-10-18,PA,PL
2011-10-18,ZF,ZT
2011-10-19,GC,SI
2011-10-19,HG,PA
2011-10-19,CL,ZB
2011-10-19,ZF,ZN
2011-10-19,GC,PL
2011-10-19,ZB,ZN
2011-10-19,CL,HG
2011-10-19,PA,PL
2011-10-19,ZF,ZT
2011-10-20,GC,SI
2011-10-20,HG,PA
2011-10-20,CL,ZB
2011-10-20,ZF,ZN
2011-10-20,GC,PL
2011-10-20,ZB,ZN
2011-10-20,CL,HG
2011-10-20,PA,PL
2011-10-20,ZF,ZT
2011-10-21,GC,SI
2011-10-21,HG,PA
2011-10-21,CL,ZB
2011-10-21,ZF,ZN
2011-10-21,GC,PL
2011-10-21,ZB,ZN
2011-10-21,CL,HG
2011-10-21,PA,PL
2011-10-21,ZF,ZT
2011-10-23,GC,SI
2011-10-23,HG,PA
2011-10-23,CL,ZB
2011-10-23,ZF,ZN
2011-10-23,GC,PL
2011-10-23,ZB,ZN
2011-10-23,CL,HG
2011-10-23,PA,PL
2011-10-23,ZF,ZT
2011-10-24,GC,SI
2011-10-24,HG,PA
2011-10-24,CL,ZB
2011-10-24,ZF,ZN
2011-10-24,GC,PL
2011-10-24,ZB,ZN
2011-10-24,CL,HG
2011-10-24,PA,PL
2011-10-24,ZF,ZT
2011-10-25,GC,SI
2011-10-25,HG,PA
2011-10-25,CL,ZB
2011-10-25,ZF,ZN
2011-10-25,GC,PL
2011-10-25,ZB,ZN
2011-10-25,CL,HG
2011-10-25,PA,PL
2011-10-25,ZF,ZT
2011-10-26,GC,SI
2011-10-26,HG,PA
2011-10-26,CL,ZB
2011-10-26,ZF,ZN
2011-10-26,GC,PL
2011-10-26,ZB,ZN
2011-10-26,CL,HG
2011-10-26,PA,PL
2011-10-26,ZF,ZT
2011-10-27,GC,SI
2011-10-27,HG,PA
2011-10-27,CL,ZB
2011-10-27,ZF,ZN
2011-10-27,GC,PL
2011-10-27,ZB,ZN
2011-10-27,CL,HG
2011-10-27,PA,PL
2011-10-27,ZF,ZT
2011-10-28,GC,SI
2011-10-28,HG,PA
2011-10-28,CL,ZB
2011-10-28,ZF,ZN
2011-10-28,GC,PL
2011-10-28,ZB,ZN
2011-10-28,CL,HG
2011-10-28,PA,PL
2011-10-28,ZF,ZT
2011-10-30,GC,SI
2011-10-30,HG,PA
2011-10-30,CL,ZB
2011-10-30,ZF,ZN
2011-10-30,GC,PL
2011-10-30,ZB,ZN
2011-10-30,CL,HG
2011-10-30,PA,PL
2011-10-30,ZF,ZT
2011-10-31,GC,SI
2011-10-31,HG,PA
2011-10-31,CL,ZB
2011-10-31,ZF,ZN
2011-10-31,GC,PL
2011-10-31,ZB,ZN
2011-10-31,CL,HG
2011-10-31,PA,PL
2011-10-31,ZF,ZT
2011-11-01,GC,SI
2011-11-01,HG,PA
2011-11-01,ZF,ZN
2011-11-01,GC,PL
2011-11-01,ZB,ZN
2011-11-01,CL,HG
2011-11-01,HG,ZB
2011-11-01,PA,PL
2011-11-01,ZF,ZT
2011-11-02,GC,SI
2011-11-02,HG,PA
2011-11-02,ZF,ZN
2011-11-02,GC,PL
2011-11-02,ZB,ZN
2011-11-02,CL,HG
2011-11-02,HG,ZB
2011-11-02,PA,PL
2011-11-02,ZF,ZT
2011-11-03,GC,SI
2011-11-03,HG,PA
2011-11-03,ZF,ZN
2011-11-03,GC,PL
2011-11-03,ZB,ZN
2011-11-03,CL,HG
2011-11-03,HG,ZB
2011-11-03,PA,PL
2011-11-03,ZF,ZT
2011-11-04,GC,SI
2011-11-04,HG,PA
2011-11-04,ZF,ZN
2011-11-04,GC,PL
2011-11-04,ZB,ZN
2011-11-04,CL,HG
2011-11-04,HG,ZB
2011-11-04,PA,PL
2011-11-04,ZF,ZT
2011-11-06,GC,SI
2011-11-06,HG,PA
2011-11-06,ZF,ZN
2011-11-06,GC,PL
2011-11-06,ZB,ZN
2011-11-06,CL,HG
2011-11-06,HG,ZB
2011-11-06,PA,PL
2011-11-06,ZF,ZT
2011-11-07,GC,SI
2011-11-07,HG,PA
2011-11-07,ZF,ZN
2011-11-07,GC,PL
2011-11-07,ZB,ZN
2011-11-07,CL,HG
2011-11-07,HG,ZB
2011-11-07,PA,PL
2011-11-07,ZF,ZT
2011-11-08,GC,SI
2011-11-08,HG,PA
2011-11-08,ZF,ZN
2011-11-08,GC,PL
2011-11-08,ZB,ZN
2011-11-08,CL,HG
2011-11-08,HG,ZB
2011-11-08,PA,PL
2011-11-08,ZF,ZT
2011-11-09,GC,SI
2011-11-09,HG,PA
2011-11-09,ZF,ZN
2011-11-09,GC,PL
2011-11-09,ZB,ZN
2011-11-09,CL,HG
2011-11-09,HG,ZB
2011-11-09,PA,PL
2011-11-09,ZF,ZT
2011-11-10,GC,SI
2011-11-10,HG,PA
2011-11-10,ZF,ZN
2011-11-10,GC,PL
2011-11-10,ZB,ZN
2011-11-10,CL,HG
2011-11-10,HG,ZB
2011-11-10,PA,PL
2011-11-10,ZF,ZT
2011-11-11,PL,SI
2011-11-11,HG,PA
2011-11-11,ZF,ZN
2011-11-11,GC,PL
2011-11-11,ZB,ZN
2011-11-11,CL,HG
2011-11-11,HG,ZB
2011-11-11,PA,PL
2011-11-11,ZF,ZT
2011-11-13,PL,SI
2011-11-13,HG,PA
2011-11-13,ZF,ZN
2011-11-13,GC,PL
2011-11-13,ZB,ZN
2011-11-13,CL,HG
2011-11-13,HG,ZB
2011-11-13,PA,PL
2011-11-13,ZF,ZT
2011-11-14,PL,SI
2011-11-14,HG,PA
2011-11-14,ZF,ZN
2011-11-14,GC,PL
2011-11-14,ZB,ZN
2011-11-14,CL,HG
2011-11-14,HG,ZB
2011-11-14,PA,PL
2011-11-14,ZF,ZT
2011-11-15,PL,SI
2011-11-15,HG,PA
2011-11-15,ZF,ZN
2011-11-15,GC,PL
2011-11-15,ZB,ZN
2011-11-15,CL,HG
2011-11-15,HG,ZB
2011-11-15,PA,PL
2011-11-15,ZF,ZT
2011-11-16,PL,SI
2011-11-16,HG,PA
2011-11-16,ZF,ZN
2011-11-16,GC,PL
2011-11-16,ZB,ZN
2011-11-16,CL,HG
2011-11-16,HG,ZB
2011-11-16,PA,PL
2011-11-16,ZF,ZT
2011-11-17,PL,SI
2011-11-17,HG,PA
2011-11-17,ZF,ZN
2011-11-17,GC,PL
2011-11-17,ZB,ZN
2011-11-17,CL,HG
2011-11-17,HG,ZB
2011-11-17,PA,PL
2011-11-17,ZF,ZT
2011-11-18,PL,SI
2011-11-18,HG,PA
2011-11-18,ZF,ZN
2011-11-18,GC,PL
2011-11-18,ZB,ZN
2011-11-18,CL,HG
2011-11-18,HG,ZB
2011-11-18,PA,PL
2011-11-18,ZF,ZT
2011-11-20,PL,SI
2011-11-20,HG,PA
2011-11-20,ZF,ZN
2011-11-20,GC,PL
2011-11-20,ZB,ZN
2011-11-20,CL,HG
2011-11-20,HG,ZB
2011-11-20,PA,PL
2011-11-20,ZF,ZT
2011-11-21,PL,SI
2011-11-21,HG,PA
2011-11-21,ZF,ZN
2011-11-21,GC,PL
2011-11-21,ZB,ZN
2011-11-21,CL,HG
2011-11-21,HG,ZB
2011-11-21,PA,PL
2011-11-21,ZF,ZT
2011-11-22,PL,SI
2011-11-22,HG,PA
2011-11-22,ZF,ZN
2011-11-22,GC,PL
2011-11-22,ZB,ZN
2011-11-22,CL,HG
2011-11-22,HG,ZB
2011-11-22,PA,PL
2011-11-22,ZF,ZT
2011-11-23,PL,SI
2011-11-23,HG,PA
2011-11-23,ZF,ZN
2011-11-23,GC,PL
2011-11-23,ZB,ZN
2011-11-23,CL,HG
2011-11-23,HG,ZB
2011-11-23,PA,PL
2011-11-23,ZF,ZT
2011-11-24,PL,SI
2011-11-24,HG,PA
2011-11-24,ZF,ZN
2011-11-24,GC,PL
2011-11-24,ZB,ZN
2011-11-24,CL,HG
2011-11-24,HG,ZB
2011-11-24,PA,PL
2011-11-24,ZF,ZT
2011-11-25,PL,SI
2011-11-25,HG,PA
2011-11-25,ZF,ZN
2011-11-25,GC,PL
2011-11-25,ZB,ZN
2011-11-25,CL,HG
2011-11-25,HG,ZB
2011-11-25,PA,PL
2011-11-25,ZF,ZT
2011-11-27,PL,SI
2011-11-27,HG,PA
2011-11-27,CL,ZB
2011-11-27,ZF,ZN
2011-11-27,GC,PL
2011-11-27,ZB,ZN
2011-11-27,CL,HG
2011-11-27,PA,PL
2011-11-27,ZF,ZT
2011-11-28,PL,SI
2011-11-28,HG,PA
2011-11-28,CL,ZB
2011-11-28,ZF,ZN
2011-11-28,GC,PL
2011-11-28,ZB,ZN
2011-11-28,CL,HG
2011-11-28,PA,PL
2011-11-28,ZF,ZT
2011-11-29,PL,SI
2011-11-29,HG,PA
2011-11-29,CL,ZB
2011-11-29,ZF,ZN
2011-11-29,GC,PL
2011-11-29,ZB,ZN
2011-11-29,CL,HG
2011-11-29,PA,PL
2011-11-29,ZF,ZT
2011-11-30,PL,SI
2011-11-30,HG,PA
2011-11-30,CL,ZB
2011-11-30,ZF,ZN
2011-11-30,GC,PL
2011-11-30,ZB,ZN
2011-11-30,CL,HG
2011-11-30,PA,PL
2011-11-30,ZF,ZT
2011-12-01,PL,SI
2011-12-01,HG,PA
2011-12-01,CL,ZB
2011-12-01,ZF,ZN
2011-12-01,GC,PL
2011-12-01,ZB,ZN
2011-12-01,CL,HG
2011-12-01,PA,PL
2011-12-01,ZF,ZT
2011-12-02,PL,SI
2011-12-02,HG,PA
2011-12-02,CL,ZB
2011-12-02,ZF,ZN
2011-12-02,GC,PL
2011-12-02,ZB,ZN
2011-12-02,CL,HG
2011-12-02,PA,PL
2011-12-02,ZF,ZT
2011-12-04,PL,SI
2011-12-04,HG,PA
2011-12-04,CL,ZB
2011-12-04,ZF,ZN
2011-12-04,GC,PL
2011-12-04,ZB,ZN
2011-12-04,CL,HG
2011-12-04,PA,PL
2011-12-04,ZF,ZT
2011-12-05,PL,SI
2011-12-05,HG,PA
2011-12-05,CL,ZB
2011-12-05,ZF,ZN
2011-12-05,GC,PL
2011-12-05,ZB,ZN
2011-12-05,CL,HG
2011-12-05,PA,PL
2011-12-05,ZF,ZT
2011-12-06,PL,SI
2011-12-06,HG,PA
2011-12-06,CL,ZB
2011-12-06,ZF,ZN
2011-12-06,GC,PL
2011-12-06,ZB,ZN
2011-12-06,CL,HG
2011-12-06,PA,PL
2011-12-06,ZF,ZT
2011-12-07,PL,SI
2011-12-07,HG,PA
2011-12-07,ZF,ZN
2011-12-07,GC,PL
2011-12-07,ZB,ZN
2011-12-07,CL,HG
2011-12-07,HG,ZB
2011-12-07,PA,PL
2011-12-07,ZF,ZT
2011-12-08,PL,SI
2011-12-08,HG,PA
2011-12-08,ZF,ZN
2011-12-08,GC,PL
2011-12-08,ZB,ZN
2011-12-08,CL,HG
2011-12-08,HG,ZB
2011-12-08,PA,PL
2011-12-08,ZF,ZT
2011-12-09,PL,SI
2011-12-09,HG,PA
2011-12-09,ZF,ZN
2011-12-09,GC,PL
2011-12-09,ZB,ZN
2011-12-09,CL,HG
2011-12-09,HG,ZB
2011-12-09,PA,PL
2011-12-09,ZF,ZT
2011-12-11,PL,SI
2011-12-11,HG,PA
2011-12-11,ZF,ZN
2011-12-11,GC,PL
2011-12-11,ZB,ZN
2011-12-11,CL,HG
2011-12-11,HG,ZB
2011-12-11,PA,PL
2011-12-11,ZF,ZT
2011-12-12,PL,SI
2011-12-12,HG,PA
2011-12-12,ZF,ZN
2011-12-12,GC,PL
2011-12-12,ZB,ZN
2011-12-12,CL,HG
2011-12-12,HG,ZB
2011-12-12,PA,PL
2011-12-12,ZF,ZT
2011-12-13,PL,SI
2011-12-13,HG,PA
2011-12-13,ZF,ZN
2011-12-13,GC,PL
2011-12-13,ZB,ZN
2011-12-13,CL,HG
2011-12-13,HG,ZB
2011-12-13,PA,PL
2011-12-13,ZF,ZT
2011-12-14,PL,SI
2011-12-14,HG,PA
2011-12-14,CL,ZB
2011-12-14,ZF,ZN
2011-12-14,GC,PL
2011-12-14,ZB,ZN
2011-12-14,CL,HG
2011-12-14,PA,PL
2011-12-14,ZF,ZT
2011-12-15,PL,SI
2011-12-15,HG,PA
2011-12-15,CL,ZB
2011-12-15,ZF,ZN
2011-12-15,GC,PL
2011-12-15,ZB,ZN
2011-12-15,CL,HG
2011-12-15,PA,PL
2011-12-15,ZF,ZT
2011-12-16,PL,SI
2011-12-16,HG,PA
2011-12-16,CL,ZB
2011-12-16,ZF,ZN
2011-12-16,GC,PL
2011-12-16,ZB,ZN
2011-12-16,CL,HG
2011-12-16,PA,PL
2011-12-16,ZF,ZT
2011-12-18,PL,SI
2011-12-18,HG,PA
2011-12-18,CL,ZB
2011-12-18,ZF,ZN
2011-12-18,GC,PL
2011-12-18,ZB,ZN
2011-12-18,CL,HG
2011-12-18,PA,PL
2011-12-18,ZF,ZT
2011-12-19,PL,SI
2011-12-19,HG,PA
2011-12-19,CL,ZB
2011-12-19,ZF,ZN
2011-12-19,GC,PL
