window,root,side,start_ts,end_ts,observations,max_abs_z,max_abs_deviation_bp,latest_z,latest_deviation_bp,duration_hours
20D,PL,cheap,2024-12-08 23:15:00+00:00,2024-12-09 00:15:00+00:00,2,2.57117685533246,92.52836270503107,-2.518723730868765,-91.54144445742696,1.0
20D,PL,cheap,2025-02-03 09:00:00+00:00,2025-02-03 13:00:00+00:00,5,2.953126056508745,69.1252370330142,-2.7350833458477184,-64.45293225387394,4.0
20D,PL,cheap,2025-02-03 18:00:00+00:00,2025-02-03 23:00:00+00:00,5,3.112706471378166,73.35171691586983,-2.5075126594614763,-59.09017135121708,5.0
20D,PL,cheap,2025-02-04 05:00:00+00:00,2025-02-04 15:00:00+00:00,11,4.280935693876437,109.10056043111516,-2.6530874894523384,-72.39448818429418,10.0
20D,PL,cheap,2025-02-04 17:00:00+00:00,2025-02-07 02:00:00+00:00,55,3.950605878096575,126.40910839269326,-2.6571661596861396,-106.34283321040883,57.0
20D,PL,cheap,2025-02-07 04:00:00+00:00,2025-02-07 05:00:00+00:00,2,2.5121388952974244,104.79698227540024,-2.5121388952974244,-104.79698227540024,1.0
20D,PL,cheap,2025-02-07 07:00:00+00:00,2025-02-07 07:00:00+00:00,1,2.5288575156318474,107.19249486581484,-2.5288575156318474,-107.19249486581484,0.0
20D,PL,cheap,2025-02-07 21:00:00+00:00,2025-02-07 21:00:00+00:00,1,2.643658419579221,122.96521134647243,-2.643658419579221,-122.96521134647243,0.0
20D,PL,cheap,2025-02-09 23:00:00+00:00,2025-02-10 07:00:00+00:00,9,3.103186356624327,127.94994127855507,-2.7033207039192098,-117.43668590469657,8.0
20D,PL,cheap,2025-03-05 07:30:00+00:00,2025-03-05 07:30:00+00:00,1,2.648845126586825,43.405878987357596,-2.648845126586825,-43.405878987357596,0.0
20D,PL,cheap,2025-03-06 18:30:00+00:00,2025-03-07 06:30:00+00:00,12,3.2806040302409847,53.04963718695544,-3.13125763960217,-51.008628863718485,12.0
20D,PL,cheap,2025-03-07 08:30:00+00:00,2025-03-07 12:30:00+00:00,5,3.2177058670202427,52.18265494709051,-2.5091305673962685,-41.07475159793983,4.0
20D,PL,cheap,2025-03-07 14:30:00+00:00,2025-03-07 14:30:00+00:00,1,2.5438385876131715,41.98131964960161,-2.5438385876131715,-41.98131964960161,0.0
20D,PL,rich,2025-03-12 17:30:00+00:00,2025-03-12 17:30:00+00:00,1,2.6403738391599707,41.26700983969111,2.6403738391599707,41.26700983969111,0.0
20D,PL,rich,2025-03-13 13:30:00+00:00,2025-03-13 13:30:00+00:00,1,2.596929687342221,44.029122025386336,2.596929687342221,44.029122025386336,0.0
20D,PL,cheap,2025-03-27 12:30:00+00:00,2025-03-27 13:30:00+00:00,2,2.7690714140824473,67.5743280548613,-2.5475655580538286,-62.16886638809871,1.0
20D,PL,cheap,2025-03-27 22:30:00+00:00,2025-03-27 22:30:00+00:00,1,2.5310629180203335,63.61909504759233,-2.5310629180203335,-63.61909504759233,0.0
20D,PL,cheap,2025-03-28 07:30:00+00:00,2025-03-28 18:30:00+00:00,12,3.238496748095498,86.86701992522639,-2.5749834330742916,-69.94744900116312,11.0
20D,PL,cheap,2025-03-31 13:30:00+00:00,2025-04-03 00:30:00+00:00,57,3.627204656395301,145.41477762264276,-2.6168333218869324,-125.08041470215781,59.0
20D,PL,rich,2025-05-05 12:30:00+00:00,2025-05-05 13:30:00+00:00,2,2.8349837017833317,58.51995390480924,2.6072550423255136,53.81916121739716,1.0
20D,PL,rich,2025-05-15 13:30:00+00:00,2025-05-16 20:30:00+00:00,31,3.539775711305766,78.12460914836339,2.7216855473515436,65.75224692173087,31.0
20D,PL,rich,2025-05-18 23:30:00+00:00,2025-05-19 04:30:00+00:00,6,2.6876302100338916,72.65569579290198,2.626528692780195,72.65569579290198,5.0
20D,PL,rich,2025-05-19 06:30:00+00:00,2025-05-19 06:30:00+00:00,1,2.5049850728334895,71.26698297212242,2.5049850728334895,71.26698297212242,0.0
20D,PL,rich,2025-05-19 08:30:00+00:00,2025-05-19 12:30:00+00:00,5,2.6507313026975994,77.34415485480595,2.604877950591737,76.4859496361997,4.0
20D,PL,rich,2025-06-09 14:00:00+00:00,2025-06-09 14:00:00+00:00,1,2.569534263724891,81.89068366436847,2.569534263724891,81.89068366436847,0.0
20D,PL,rich,2025-06-16 14:00:00+00:00,2025-06-16 19:00:00+00:00,6,2.845928654250296,119.241885187088,2.7106856893676032,115.60026867847905,5.0
20D,PL,rich,2025-06-17 00:00:00+00:00,2025-06-17 01:00:00+00:00,2,2.7007879642295864,118.01576960776438,2.6428688336818635,115.35913023628608,1.0
20D,PL,rich,2025-06-17 07:00:00+00:00,2025-06-19 08:00:00+00:00,48,3.8262701667372077,208.79544668352236,3.0412821212729573,191.31003645935508,49.0
20D,PL,rich,2025-07-11 14:30:00+00:00,2025-07-11 15:30:00+00:00,2,2.622875322792154,180.93201151888837,2.622875322792154,180.93201151888837,1.0
20D,PL,cheap,2025-07-31 07:30:00+00:00,2025-07-31 13:30:00+00:00,7,3.0338414815959514,74.18616129031996,-3.0015639523369875,-71.79461156554213,6.0
20D,PL,cheap,2025-07-31 19:30:00+00:00,2025-07-31 19:30:00+00:00,1,2.5025910489212495,57.3242802791446,-2.5025910489212495,-57.3242802791446,0.0
20D,PL,cheap,2025-07-31 22:30:00+00:00,2025-07-31 23:30:00+00:00,2,2.845682227877472,65.22754094334448,-2.6041324469059406,-59.76708814067921,1.0
20D,PL,cheap,2025-08-01 01:30:00+00:00,2025-08-01 02:30:00+00:00,2,2.5332551614975167,58.73053325117783,-2.5332551614975167,-58.73053325117783,1.0
20D,PL,cheap,2025-08-01 07:30:00+00:00,2025-08-01 20:30:00+00:00,14,4.79807058854764,114.29673851690691,-3.77549554689479,-92.40986286467468,13.0
20D,PL,cheap,2025-08-03 22:30:00+00:00,2025-08-04 11:30:00+00:00,14,3.643321631254317,91.78194470748635,-2.6956270285818578,-67.54059243820332,13.0
20D,PL,rich,2025-08-18 09:30:00+00:00,2025-08-18 11:30:00+00:00,3,2.7244147125937888,97.79224275871246,2.606518107096671,93.56037107929926,2.0
20D,PL,rich,2025-08-19 01:30:00+00:00,2025-08-20 10:30:00+00:00,33,3.1480408033274765,135.25535731837678,2.6030072557810877,130.1299634493097,33.0
20D,PL,cheap,2025-09-09 15:00:00+00:00,2025-09-09 20:00:00+00:00,6,2.6866343751998847,59.47798462552112,-2.6866343751998847,-59.47798462552112,5.0
20D,PL,cheap,2025-09-10 13:00:00+00:00,2025-09-12 20:00:00+00:00,54,4.417002153092236,110.11861981392646,-4.164766855083291,-110.11861981392646,55.0
20D,PL,cheap,2025-09-14 22:00:00+00:00,2025-09-15 16:00:00+00:00,19,3.2589429956478098,110.55531233651716,-2.717615984266571,-99.4234411333239,18.0
20D,PL,rich,2025-09-25 11:00:00+00:00,2025-09-25 17:00:00+00:00,7,3.8317410949977186,104.8323376052246,2.6367549568983013,72.13879512492916,6.0
20D,PL,rich,2025-09-29 02:00:00+00:00,2025-09-29 03:00:00+00:00,2,2.781736116806081,74.36435902255512,2.7094429251065475,72.43173973852213,1.0
20D,PL,rich,2025-09-29 05:00:00+00:00,2025-10-01 15:00:00+00:00,57,5.397211377695283,145.81216509803042,2.5484015242299867,90.4899851692953,58.0
20D,PL,rich,2025-10-01 18:00:00+00:00,2025-10-01 18:00:00+00:00,1,2.5444757984529094,94.90217284742253,2.5444757984529094,94.90217284742253,0.0
20D,PL,rich,2025-10-01 20:00:00+00:00,2025-10-01 20:00:00+00:00,1,2.501681061559091,93.98865552400714,2.501681061559091,93.98865552400714,0.0
20D,PL,cheap,2025-10-10 15:00:00+00:00,2025-10-10 15:00:00+00:00,1,2.5186408881023565,126.9258216104835,-2.5186408881023565,-126.9258216104835,0.0
20D,PL,cheap,2025-10-14 09:00:00+00:00,2025-10-17 20:00:00+00:00,81,4.5108659729655045,420.71969356027915,-4.084770231266359,-412.52324920580173,83.0
20D,PL,cheap,2025-10-19 22:00:00+00:00,2025-10-20 22:00:00+00:00,24,4.386234523687756,428.47936595764577,-2.5737118477366967,-344.19052418118156,24.0
20D,PL,cheap,2025-10-22 00:00:00+00:00,2025-10-22 01:00:00+00:00,2,2.593210470670496,415.0424787441742,-2.5650525093276624,-413.2183332440176,1.0
20D,PL,cheap,2025-11-17 16:00:00+00:00,2025-11-20 23:00:00+00:00,76,3.898447832477534,176.0052254131994,-2.5320274586381375,-132.4329546047398,79.0
20D,PL,rich,2025-12-03 15:25:00+00:00,2025-12-05 08:25:00+00:00,40,3.4569905906382465,93.28001408359599,2.5586037747381516,72.05435617218814,41.0
20D,PL,rich,2025-12-08 03:25:00+00:00,2025-12-08 15:25:00+00:00,13,3.039321248500062,88.28007524573633,2.5202961518698657,73.35492998396475,12.0
20D,PL,rich,2025-12-15 10:25:00+00:00,2025-12-18 05:25:00+00:00,65,3.97382021772235,174.83479320702156,2.6344043366409524,115.37978823239148,67.0
20D,PL,rich,2025-12-29 07:40:00+00:00,2026-01-02 14:40:00+00:00,77,5.533320277034764,241.69574285521023,2.635478682677333,128.82657858031888,103.0
20D,PL,rich,2026-01-15 09:40:00+00:00,2026-01-15 09:40:00+00:00,1,2.5879559982169806,119.14015259325228,2.5879559982169806,119.14015259325228,0.0
20D,PL,rich,2026-01-15 12:40:00+00:00,2026-01-15 12:40:00+00:00,1,2.516091764734305,118.89528663240445,2.516091764734305,118.89528663240445,0.0
20D,PL,rich,2026-01-15 17:40:00+00:00,2026-01-16 05:40:00+00:00,12,3.1293492164588583,156.48912878252207,2.5681266421359,128.50886934006266,12.0
20D,PL,cheap,2026-01-26 21:10:00+00:00,2026-01-26 21:10:00+00:00,1,2.7550002661262756,177.193170465032,-2.7550002661262756,-177.193170465032,0.0
20D,PL,cheap,2026-01-27 09:10:00+00:00,2026-01-27 10:10:00+00:00,2,2.5939332066689285,178.15287644703247,-2.561605787813346,-177.61513325272537,1.0
20D,PL,cheap,2026-01-27 12:10:00+00:00,2026-01-28 04:10:00+00:00,16,3.384681519010333,253.70100877540048,-2.501546660479132,-197.2157322841117,16.0
20D,PL,cheap,2026-01-28 14:10:00+00:00,2026-01-29 04:10:00+00:00,14,2.882258659626253,255.7499153974335,-2.6027255763142447,-236.64666701003424,14.0
20D,PL,cheap,2026-01-29 16:10:00+00:00,2026-01-29 19:10:00+00:00,4,2.650811665249388,263.37422744455495,-2.5262158967328325,-252.47555981156577,3.0
20D,PL,cheap,2026-01-30 12:10:00+00:00,2026-01-30 21:10:00+00:00,10,3.215706109844824,369.403920206956,-2.711378268457216,-317.35157224924035,9.0
20D,PL,cheap,2026-02-01 23:10:00+00:00,2026-02-02 10:10:00+00:00,12,3.674676606570603,404.53327664012994,-2.8028346799384005,-324.58344200599174,11.0
20D,PL,cheap,2026-02-23 08:40:00+00:00,2026-02-23 08:40:00+00:00,1,2.7986477609661016,93.85289062954439,-2.7986477609661016,-93.85289062954439,0.0
20D,PL,rich,2026-03-02 16:20:00+00:00,2026-03-02 16:20:00+00:00,1,2.7494702611493578,90.51716766925233,2.7494702611493578,90.51716766925233,0.0
20D,PL,rich,2026-03-18 12:20:00+00:00,2026-03-19 00:20:00+00:00,12,3.113553880016372,112.56908051120618,2.536739088134267,95.05612897309501,12.0
20D,PL,rich,2026-03-19 04:20:00+00:00,2026-03-19 09:20:00+00:00,6,3.2063715048178145,130.83575782354194,2.6457794994242496,109.88053026906974,5.0
20D,PL,rich,2026-03-19 13:20:00+00:00,2026-03-19 15:20:00+00:00,3,2.6227162800392896,111.59730894732934,2.5915508364623476,111.59730894732934,2.0
20D,PL,rich,2026-03-19 22:20:00+00:00,2026-03-19 23:20:00+00:00,2,2.6006192689427396,114.83481908409976,2.545059637861718,114.68105079017744,1.0
20D,PL,rich,2026-03-20 01:20:00+00:00,2026-03-20 20:20:00+00:00,20,3.967549803480391,199.3053545311263,3.8967615576855184,197.4736754425005,19.0
20D,PL,rich,2026-03-22 22:20:00+00:00,2026-03-23 04:20:00+00:00,7,3.662540755483732,185.22622096714124,2.6165276453934605,132.3260436314988,6.0
20D,PL,rich,2026-03-23 08:20:00+00:00,2026-03-23 08:20:00+00:00,1,2.52963189979105,130.58096627262094,2.52963189979105,130.58096627262094,0.0
20D,PL,rich,2026-04-22 12:20:00+00:00,2026-04-22 12:20:00+00:00,1,2.5326800872326474,98.4001251379718,2.5326800872326474,98.4001251379718,0.0
20D,PL,rich,2026-04-22 17:20:00+00:00,2026-04-22 23:20:00+00:00,6,2.914279493306834,112.90446397780984,2.914279493306834,112.90446397780984,6.0
20D,PL,rich,2026-05-12 16:20:00+00:00,2026-05-14 07:20:00+00:00,38,4.540411173917393,135.63907007000665,2.668702115075673,79.72411733592256,39.0
20D,PL,rich,2026-05-14 09:20:00+00:00,2026-05-14 09:20:00+00:00,1,2.7547861647184435,82.29576998898646,2.7547861647184435,82.29576998898646,0.0
20D,PL,rich,2026-05-14 13:20:00+00:00,2026-05-14 17:20:00+00:00,5,2.83314913596525,84.63676514134156,2.698437239049037,81.04459348842686,4.0
20D,PL,rich,2026-05-15 00:20:00+00:00,2026-05-15 06:20:00+00:00,7,3.2328806058924013,103.47838935265308,2.737813861917981,88.0859960743008,6.0
20D,PL,rich,2026-05-15 08:20:00+00:00,2026-05-15 11:20:00+00:00,4,2.7982782548403846,91.49223553474528,2.5029764173292928,82.47010996567272,3.0
20D,PL,rich,2026-05-15 14:20:00+00:00,2026-05-15 20:20:00+00:00,7,3.0661269069336314,103.70844252364009,2.6876523464207343,96.82170090949238,6.0
20D,PL,rich,2026-05-17 22:20:00+00:00,2026-05-18 04:20:00+00:00,7,3.294024705991402,120.96608496762362,2.568194615172422,101.88338196108371,6.0
20D,PL,rich,2026-05-18 06:20:00+00:00,2026-05-18 11:20:00+00:00,6,2.8697684917218607,124.32765725252814,2.6287228978049315,123.66312143543112,5.0
20D,PL,cheap,2026-06-08 14:50:00+00:00,2026-06-09 23:50:00+00:00,32,3.5925389860423693,118.98822360812467,-2.5303071202965923,-95.7523690296075,33.0
20D,PL,cheap,2026-06-15 09:50:00+00:00,2026-06-15 20:50:00+00:00,12,2.936247151129083,144.09819737657315,-2.58407657676745,-130.02594935036748,11.0
20D,PL,cheap,2026-06-16 02:50:00+00:00,2026-06-16 05:50:00+00:00,4,2.5957043120047416,140.68692404999027,-2.5416648764951875,-140.68692404999027,3.0
20D,SI,rich,2016-08-08 13:55:00+00:00,2016-08-08 16:55:00+00:00,4,2.7180721741155125,47.55280603830903,2.6083498554905313,45.63320869084524,3.0
20D,SI,rich,2016-08-08 19:55:00+00:00,2016-08-08 20:55:00+00:00,2,2.598829310214238,45.466646284146144,2.5555607295492844,44.7096603425999,1.0
20D,SI,rich,2016-08-09 14:55:00+00:00,2016-08-10 00:55:00+00:00,10,2.788293071291718,49.621411337529665,2.503058539679106,46.04376564839082,10.0
20D,SI,rich,2016-08-10 07:55:00+00:00,2016-08-10 07:55:00+00:00,1,2.6225191138173343,50.800184125945854,2.6225191138173343,50.800184125945854,0.0
20D,SI,rich,2016-08-10 09:55:00+00:00,2016-08-10 09:55:00+00:00,1,2.6076110708542766,51.1334732352699,2.6076110708542766,51.1334732352699,0.0
20D,SI,rich,2016-08-10 11:55:00+00:00,2016-08-10 19:55:00+00:00,9,3.0527937773932807,61.36861808174833,2.6772423187082124,57.47812387388525,8.0
20D,SI,rich,2016-08-11 01:55:00+00:00,2016-08-11 04:55:00+00:00,4,2.6120573568802454,59.80710813234331,2.5488485534632637,59.62575742034567,3.0
20D,SI,rich,2016-08-11 08:55:00+00:00,2016-08-11 09:55:00+00:00,2,2.579829971635328,63.964675673188374,2.5139490144871552,62.56395725005248,1.0
20D,SI,cheap,2016-09-01 10:55:00+00:00,2016-09-02 14:55:00+00:00,28,3.1637902543308427,123.91374441415813,-2.600126814998685,-114.25265805626171,28.0
20D,SI,cheap,2016-09-04 22:55:00+00:00,2016-09-06 19:55:00+00:00,41,2.985383053548705,114.87868809298573,-2.514872245623822,-103.28397425016563,45.0
20D,SI,cheap,2016-09-15 03:55:00+00:00,2016-09-15 08:55:00+00:00,6,2.7647352218099766,40.34218727020763,-2.6884833508124775,-35.76048284364476,5.0
20D,SI,cheap,2016-09-15 10:55:00+00:00,2016-09-15 12:55:00+00:00,3,2.9916665118659935,38.150204268498214,-2.9916665118659935,-35.266354306975664,2.0
20D,SI,cheap,2016-09-16 19:55:00+00:00,2016-09-16 20:55:00+00:00,2,3.281324617685288,48.6436728494848,-3.281324617685288,-48.6436728494848,1.0
20D,SI,cheap,2016-09-18 22:55:00+00:00,2016-09-19 17:55:00+00:00,20,3.814908768878555,54.41952179736741,-2.6145468450562652,-47.18798000546469,19.0
20D,SI,cheap,2016-09-19 20:55:00+00:00,2016-09-20 02:55:00+00:00,6,2.711170209380755,49.162260849777475,-2.546478127850674,-46.17586219282116,6.0
20D,SI,cheap,2016-09-20 06:55:00+00:00,2016-09-21 00:55:00+00:00,18,2.9806385564617286,54.048591159883316,-2.5617979951910024,-46.45366080235266,18.0
20D,SI,cheap,2016-09-21 02:55:00+00:00,2016-09-21 02:55:00+00:00,1,2.5388366857065447,46.03729819906734,-2.5388366857065447,-46.03729819906734,0.0
20D,SI,cheap,2016-09-21 05:55:00+00:00,2016-09-21 06:55:00+00:00,2,2.6484631964024303,48.02518044129404,-2.6484631964024303,-48.02518044129404,1.0
20D,SI,rich,2016-09-30 12:55:00+00:00,2016-09-30 20:55:00+00:00,9,3.6008402371963006,67.02807510547717,3.554003855114979,65.86654604001676,8.0
20D,SI,rich,2016-10-02 22:55:00+00:00,2016-10-03 19:55:00+00:00,22,4.664986335696989,82.06703426057383,2.8511211883731216,51.8567392655491,21.0
20D,SI,rich,2016-10-04 02:55:00+00:00,2016-10-04 06:55:00+00:00,5,3.0762185543520957,55.95085335110089,2.8861427773845416,52.615081809290906,4.0
20D,SI,cheap,2016-10-27 07:55:00+00:00,2016-10-28 20:55:00+00:00,37,3.5454586587873713,72.75466266218888,-3.5454586587873713,-72.75466266218888,37.0
20D,SI,cheap,2016-10-30 22:55:00+00:00,2016-10-31 14:55:00+00:00,17,3.6742005163736398,76.42419835482276,-2.7819173441161222,-60.82578276154877,16.0
20D,SI,cheap,2016-10-31 16:55:00+00:00,2016-11-02 07:55:00+00:00,38,3.1595807705334216,79.67985615966188,-2.762178749139159,-69.65797724535648,39.0
20D,SI,cheap,2016-11-02 10:55:00+00:00,2016-11-02 10:55:00+00:00,1,2.5309060907662237,63.8256300160413,-2.5309060907662237,-63.8256300160413,0.0
20D,SI,cheap,2016-11-02 12:55:00+00:00,2016-11-02 12:55:00+00:00,1,2.7425298794737665,69.1738124229818,-2.7425298794737665,-69.1738124229818,0.0
20D,SI,cheap,2016-11-02 14:55:00+00:00,2016-11-03 10:55:00+00:00,20,3.1264746889126807,80.19371810402649,-2.5381657251255527,-75.44857875551587,20.0
20D,SI,rich,2016-11-15 00:55:00+00:00,2016-11-18 21:55:00+00:00,91,5.894638189780339,126.66011288773478,3.4127652447261254,96.51741555716995,93.0
20D,SI,rich,2016-11-20 23:55:00+00:00,2016-11-21 09:55:00+00:00,11,3.189690704562777,103.90318686175175,2.5577409780815747,92.97772999935582,10.0
20D,SI,rich,2017-02-03 02:40:00+00:00,2017-02-03 11:40:00+00:00,10,2.8565654225981696,47.960382380536124,2.736909707424355,45.8379486398176,9.0
20D,SI,rich,2017-02-03 13:40:00+00:00,2017-02-03 21:40:00+00:00,9,3.7672137640999774,62.606728605423115,3.262777048449339,55.609906686337354,8.0
20D,SI,rich,2017-02-05 23:40:00+00:00,2017-02-06 08:40:00+00:00,10,3.7419557495617815,59.360709962606535,2.642401054317942,42.805956397576516,9.0
20D,SI,rich,2017-02-06 10:40:00+00:00,2017-02-09 00:40:00+00:00,60,4.14805475634483,72.64129517736944,2.5814032748131255,61.406585210098726,62.0
20D,SI,rich,2017-02-09 03:40:00+00:00,2017-02-09 05:40:00+00:00,3,2.6542987247015835,66.1485149754213,2.5004565621867823,64.19709035183129,2.0
20D,SI,rich,2017-02-21 03:40:00+00:00,2017-02-21 04:40:00+00:00,2,2.549292113261441,73.06682200933737,2.507217952616693,72.06814859204404,1.0
20D,SI,rich,2017-02-21 06:40:00+00:00,2017-02-21 06:40:00+00:00,1,2.549397016710011,74.09086062913201,2.549397016710011,74.09086062913201,0.0
20D,SI,rich,2017-02-21 08:40:00+00:00,2017-02-21 08:40:00+00:00,1,2.524616874082371,74.57905310780309,2.524616874082371,74.57905310780309,0.0
20D,SI,rich,2017-02-21 10:40:00+00:00,2017-02-21 10:40:00+00:00,1,2.5094306066077956,74.62209780720356,2.5094306066077956,74.62209780720356,0.0
20D,SI,rich,2017-02-21 14:40:00+00:00,2017-02-21 15:40:00+00:00,2,2.5288564736337955,78.82862110439001,2.5288564736337955,78.82862110439001,1.0
20D,SI,cheap,2017-03-02 18:20:00+00:00,2017-03-03 21:20:00+00:00,27,2.9002162260279816,66.02384553328433,-2.718495995285042,-64.98518489165815,27.0
20D,SI,cheap,2017-03-05 23:20:00+00:00,2017-03-10 21:20:00+00:00,115,4.521790556598453,144.9051479908165,-3.400951281528574,-144.4108744781929,118.0
20D,SI,rich,2017-04-24 09:20:00+00:00,2017-04-24 10:20:00+00:00,2,2.596281059266706,42.96756808059295,2.5243303994427393,42.33074837681392,1.0
20D,SI,rich,2017-04-24 15:20:00+00:00,2017-04-24 17:20:00+00:00,3,2.8583850055764284,48.03703895375301,2.6685445623242696,45.649511611048986,2.0
20D,SI,rich,2017-04-24 20:20:00+00:00,2017-04-24 22:20:00+00:00,2,2.674030974569923,46.570948541817735,2.608910722566661,45.509534528370594,2.0
20D,SI,rich,2017-04-25 09:20:00+00:00,2017-04-25 12:20:00+00:00,4,2.632034543972767,48.42873171595624,2.5339813096601373,46.61600803385457,3.0
20D,SI,rich,2017-04-25 15:20:00+00:00,2017-04-25 15:20:00+00:00,1,2.557372484410953,47.91790678189072,2.557372484410953,47.91790678189072,0.0
20D,SI,rich,2017-04-25 23:20:00+00:00,2017-04-26 11:20:00+00:00,13,2.9996337099937502,55.26863320327148,2.7324879473572365,50.459227053880966,12.0
20D,SI,cheap,2017-05-04 22:20:00+00:00,2017-05-05 05:20:00+00:00,8,2.6164842422288,53.14542298535729,-2.5664470924993683,-52.738341733961704,7.0
20D,SI,cheap,2017-05-08 14:20:00+00:00,2017-05-10 10:20:00+00:00,43,4.056830833945297,100.9621480990861,-3.0809915575216036,-94.06923137526469,44.0
20D,SI,cheap,2017-05-10 12:20:00+00:00,2017-05-11 12:20:00+00:00,24,3.2751771701226673,107.6627801010572,-2.5068199722007916,-103.42258166202866,24.0
20D,SI,cheap,2017-05-11 14:20:00+00:00,2017-05-11 18:20:00+00:00,5,2.8481450266407307,117.77112140738544,-2.6335799346159825,-117.71479122637966,4.0
20D,SI,cheap,2017-05-14 22:20:00+00:00,2017-05-15 05:20:00+00:00,8,2.820012825309175,135.39946414457398,-2.803537826216182,-132.8882534300921,7.0
20D,SI,cheap,2017-05-15 22:20:00+00:00,2017-05-16 02:20:00+00:00,5,2.5895988997099737,117.68179005840469,-2.5204518569725165,-115.81175594229902,4.0
20D,SI,rich,2017-05-30 01:20:00+00:00,2017-05-30 22:20:00+00:00,21,4.239535425276841,86.93490410310508,3.4234493632726846,72.21367094032557,21.0
20D,SI,cheap,2017-07-04 01:15:00+00:00,2017-07-04 05:15:00+00:00,5,2.578971019229895,78.1039424946229,-2.5235204791425923,-77.76014048100276,4.0
20D,SI,rich,2017-07-13 08:10:00+00:00,2017-07-14 13:10:00+00:00,29,4.350679980972172,86.92576725111843,3.1513676413039255,65.39382736997817,29.0
20D,SI,rich,2017-07-17 01:10:00+00:00,2017-07-18 11:10:00+00:00,34,3.651998981073182,76.50483276570107,2.7499690851134706,76.50483276570107,34.0
20D,SI,cheap,2017-08-01 23:10:00+00:00,2017-08-01 23:10:00+00:00,1,2.5416273910818132,92.50244486231854,-2.5416273910818132,-92.50244486231854,0.0
20D,SI,cheap,2017-08-02 08:10:00+00:00,2017-08-02 22:10:00+00:00,14,2.807946861735755,129.14794634741256,-2.781802446877931,-128.7680819475393,14.0
20D,SI,cheap,2017-08-03 13:10:00+00:00,2017-08-03 13:10:00+00:00,1,2.5445563983349535,120.91610479166431,-2.5445563983349535,-120.91610479166431,0.0
20D,SI,cheap,2017-08-18 12:10:00+00:00,2017-08-18 14:10:00+00:00,3,2.582435136673087,115.50764284075504,-2.543415227829012,-114.01012441573785,2.0
20D,SI,cheap,2017-08-20 22:10:00+00:00,2017-08-20 23:10:00+00:00,2,2.5533122199589315,114.15008737241328,-2.5295823071777535,-114.15008737241328,1.0
20D,SI,cheap,2017-08-21 01:10:00+00:00,2017-08-21 02:10:00+00:00,2,2.570289726637142,116.55776988658525,-2.502316766158779,-113.3002368064356,1.0
20D,SI,rich,2017-09-06 17:10:00+00:00,2017-09-06 22:10:00+00:00,5,2.707491397720847,58.18441389043916,2.6117282549380687,58.18441389043916,5.0
20D,SI,rich,2017-09-25 15:10:00+00:00,2017-09-26 02:10:00+00:00,11,2.631819412885694,52.96723849349466,2.5721700720393628,51.465233672859796,11.0
20D,SI,rich,2017-09-26 07:10:00+00:00,2017-09-26 14:10:00+00:00,8,2.969474576952355,60.67136298340772,2.637407589427135,54.12560838596854,7.0
20D,SI,rich,2017-10-10 15:05:00+00:00,2017-10-10 15:05:00+00:00,1,2.6532031240209197,41.54101850590083,2.6532031240209197,41.54101850590083,0.0
20D,SI,rich,2017-10-10 17:05:00+00:00,2017-10-10 19:05:00+00:00,3,2.662968803534227,41.56256365375141,2.5701729002134965,38.985384051731884,2.0
20D,SI,rich,2017-10-11 01:05:00+00:00,2017-10-11 02:05:00+00:00,2,2.586733108104619,39.373721705651555,2.586733108104619,39.373721705651555,1.0
20D,SI,rich,2017-10-11 11:05:00+00:00,2017-10-11 11:05:00+00:00,1,2.5876135452633577,37.20281795962859,2.5876135452633577,37.20281795962859,0.0
20D,SI,rich,2017-12-05 00:05:00+00:00,2017-12-07 07:10:00+00:00,54,4.118734054784918,26.146921675813076,2.5050612213001413,16.446560115764164,55.083333333333336
20D,SI,cheap,2017-12-08 17:15:00+00:00,2017-12-08 21:15:00+00:00,5,4.248479553099774,28.878298342182497,-4.231873980790687,-28.742808701789237,4.0
20D,SI,cheap,2017-12-10 23:15:00+00:00,2017-12-13 06:15:00+00:00,54,5.456287004639621,38.1480677673212,-2.5679774622783036,-23.122751317055553,55.0
20D,SI,cheap,2017-12-13 13:15:00+00:00,2017-12-13 15:15:00+00:00,3,3.0544574886438975,29.373376046496325,-2.6174049902119534,-25.18075601147323,2.0
20D,SI,rich,2018-01-10 12:10:00+00:00,2018-01-10 13:10:00+00:00,2,2.79958860797257,30.73856018363767,2.527553006669884,27.815710854165705,1.0
20D,SI,rich,2018-01-11 08:10:00+00:00,2018-01-11 09:10:00+00:00,2,2.5151060719390017,28.17385362324911,2.5151060719390017,28.17385362324911,1.0
20D,SI,rich,2018-01-11 14:10:00+00:00,2018-01-11 14:10:00+00:00,1,2.553357395761446,28.68395654445173,2.553357395761446,28.68395654445173,0.0
20D,SI,rich,2018-01-12 05:10:00+00:00,2018-01-12 06:10:00+00:00,2,2.6922761462236897,32.359550082458014,2.5871951149615944,30.54112939805894,1.0
20D,SI,rich,2018-01-12 09:10:00+00:00,2018-01-12 09:10:00+00:00,1,2.7152617228098355,33.31590620687364,2.7152617228098355,33.31590620687364,0.0
20D,SI,rich,2018-01-12 11:10:00+00:00,2018-01-12 12:10:00+00:00,2,2.5737502574531534,32.69780236390456,2.5366656475217484,32.248746834835565,1.0
