strategy,split,cost_multiplier,nobs,years,active_fraction,cum_log_return,gross_cum_log_return,cost_cum_log_return,realized_avg_cost_bps,cagr,annual_log_return,annual_vol,sharpe,period_tstat,max_drawdown,hit_rate_active,mean_active_return_bp,avg_exec_gross,avg_leg_gross,annual_turnover
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.06423434856175973,0.049529608911139264,0.12386566116832695,0.07433605225718773,1.78556588210074,0.025232949625318867,0.02491985469606869,0.033349840130251114,0.7472256118392688,1.0534439804799594,-0.03819508723627352,0.5091647459115355,0.09171127975551768,0.06423434856175973,0.06259332142703519,209.46150580586252
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.06199238578680203,0.04731987977258856,0.11520678495660863,0.06788690518402009,1.8025021000811448,0.024093747446821783,0.02380807266788538,0.034513693106687275,0.6898152740215562,0.9725064780266848,-0.03819508723627352,0.5089275560104629,0.09009368506163169,0.06199238578680203,0.061581157694571835,189.4919819038686
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.03555414551607445,0.02707150160287542,0.02820643634325298,0.0011349347403775646,1.2900383299562537,0.013713678482046875,0.013620496934639107,0.020602431864623436,0.6611111263048003,0.9320391664839316,-0.01782255828186663,0.5006940313305572,0.054675990482730294,0.03555414551607445,0.03555414551607445,4.42638191221022
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.0385575296108291,0.03620224830858711,0.08133426565710569,0.045132017348518585,1.776697200573158,0.018381348605979873,0.018214453684452445,0.027690288502938313,0.6577921238530846,0.9273600132287965,-0.02485836646678219,0.5074053757542513,0.10603396117474366,0.0385575296108291,0.0382029054438162,127.80620379429561
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.035462492949802596,0.026058754181103688,0.027193688921481246,0.0011349347403775646,1.2900383299562537,0.0131972782622818,0.013110952862937507,0.02059208729169091,0.6366985860742681,0.8976221936893601,-0.01782255828186663,0.500596421471173,0.05280388584228462,0.035462492949802596,0.035462492949802596,4.42638191221022
wf_event_252D_pure_state_hold_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.03561759729272419,0.02482415503366283,0.02595908977404039,0.0011349347403775646,1.2900383299562537,0.01256811157913686,0.012489788431429201,0.020639279158954842,0.6051465429213021,0.8531398989115875,-0.01782255828186663,0.5005938242280285,0.05013015722729276,0.03561759729272419,0.03561759729272419,4.42638191221022
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.03761280315848844,0.0319522566136142,0.07470759266438026,0.04275533605076607,1.8582860120557494,0.016206070034029893,0.016076153426757406,0.02968264181657046,0.54160116630127,0.76355317513357,-0.02374050085437207,0.5072164948453608,0.09904727358739995,0.03761280315848844,0.037527219204607734,115.7599614163868
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.05495628877608573,0.03318860247276674,0.09610219212853138,0.06291358965576466,1.8461742540697033,0.016838390811006347,0.016698196682124973,0.03256171433911498,0.5128168777669716,0.7229728804964298,-0.034055086114792466,0.5076330981398333,0.07970521790080248,0.05495628877608573,0.0536820232300157,171.4558793991612
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.054998589960518894,0.031313388011055286,0.09370510877351401,0.06239172076245871,1.7787601901727474,0.015879479088555772,0.01575471917569737,0.0308066067943418,0.5114071562919099,0.7209854451375136,-0.03322288553387054,0.5080117933598257,0.07688263957890767,0.054998589960518894,0.0537188623236739,176.47783588225823
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.034560067681895096,0.024834108861872345,0.06313251558713105,0.038298406725258714,1.821117799397156,0.012573182607991052,0.012494796505551001,0.027286461072176287,0.4579119466060702,0.6455675181618213,-0.020531835352595063,0.5059159526723787,0.08922729884662617,0.034560067681895096,0.034544742126196314,105.80916198817579
wf_event_20D_agree_60D_carry_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.050260857304004515,0.027246257500473124,0.09491761049732736,0.06767135299685423,1.75893794326052,0.01380281319032565,0.013708421949012407,0.030947259224716764,0.44296077560444674,0.6244892509782083,-0.051074625957853725,0.5103100014027213,0.08373679271676468,0.050260857304004515,0.04966746680509771,193.5686178887192
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.04945713479977439,0.025830215646094192,0.09044597624722928,0.06461576060113508,1.7929479874853793,0.013080782777727342,0.012995968165701017,0.031348646162876755,0.41456234180507984,0.5844529370898712,-0.04573376248434524,0.5087669280114041,0.08036163451777754,0.04945713479977439,0.04840257038502017,181.322365711082
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.046439650310208684,0.021510842978881627,0.07919891663475774,0.05768807365587611,1.839991208322501,0.010881538152388704,0.010822760227834587,0.032032374446108125,0.3378694341264961,0.47633073054418884,-0.04505521746964547,0.5058448459086079,0.0756714406617442,0.046439650310208684,0.0462895453157187,157.7432905582618
wf_event_20D_agree_60D_carry_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.05089537507050197,0.020000189676156476,0.07791260006973337,0.057912410393576905,1.8011350900642433,0.01011350380444947,0.010062704543413856,0.029993330907986344,0.335498067029776,0.47298756035038486,-0.0328248098817413,0.5079650921180219,0.06452147383929434,0.05089537507050197,0.049489189667234944,161.77297075428908
wf_event_252D_pure_state_hold_zbuf0p25_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.09644670050761421,0.013125363270626161,0.01748164521162169,0.0043562819409955255,1.3014390610682476,0.006625622968602795,0.00660377000197875,0.02791064584295227,0.23660398398291707,0.3335659789161445,-0.025890179905664334,0.4984649122807018,0.01099159974576338,0.09644670050761421,0.09474532612303152,16.841188981993938
wf_event_252D_pure_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.09617879300620417,0.012296108608878196,0.01665360764535761,0.0043574990364794106,1.301501942522174,0.006205722930854165,0.006186546726223198,0.027795395514899138,0.22257451680826162,0.3137871363412716,-0.026434668425967756,0.498387333235596,0.010414348182419247,0.09617879300620417,0.09448052759729092,16.845080316642303
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.09564297800338409,0.0117176942647234,0.0158363842201672,0.004118689955443794,1.309488516870697,0.0059129416864358115,0.0058955288537356635,0.027666599827532782,0.21309191915475822,0.30041850274638177,-0.027576057315234048,0.49815715759988205,0.009961037555706535,0.09564297800338409,0.09395714849714856,15.824792099892633
wf_event_252D_pure_exhaust_60m_confirm15_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.05973632261703328,0.0028941662326332305,0.00595118323428224,0.0030570170016490125,1.3127029461603588,0.0014572038663938525,0.0014561431751436316,0.025674251098258903,0.05671609152573801,0.07995874909463221,-0.027576057315234048,0.4975805499822967,0.0050949895849650125,0.05973632261703328,0.05973632261703328,11.716880511685105
wf_event_60D_agree_120D_state_hold_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.17607163000564016,-0.024224088317232367,-0.011428848792336202,0.012795239524896175,1.784553302803762,-0.012113905245964923,-0.012187876591014264,0.052281584643629,-0.23311987718221294,-0.3286540603758836,-0.09272736123038217,0.5046848722671579,-0.007661819052636762,0.17607163000564016,0.16633775442342494,36.07443207932231
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,2021_2022,1.0,141840,1.9875560879154308,0.16723068245910885,-0.02548233194777729,-0.01344816033193035,0.012034171615846948,1.7826663908898621,-0.012739099186069204,-0.012820937282078627,0.051197274869445655,-0.2504222600670122,-0.35304708278993857,-0.09584906748828892,0.5043001686340641,-0.008730962964621182,0.16723068245910885,0.15758765061536786,33.96461771270751
