strategy,root,cum_log_contribution,contribution_bp,share_of_gross_pnl,leg_turnover
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,GC,-0.04812950694761021,-481.29506947610207,0.895801261159343,198.44183998323695
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,SI,-0.034703536151942674,-347.0353615194267,0.6459129424583208,119.78551796486434
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,HG,0.1135353566350113,1135.353566350113,-2.113155153875286,139.36536981190116
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,PL,-0.041307512020036914,-413.07512020036916,0.7688281827441643,120.26472059650183
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,PA,-0.04312268629794697,-431.22686297946973,0.8026127675134577,55.570363373354255
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,GC,-0.04812950694761021,-481.29506947610207,0.9957872524442587,196.05827873709254
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,SI,-0.033400475377837704,-334.00475377837705,0.6910473369908599,118.36184756621833
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,HG,0.12067905807044219,1206.790580704422,-2.4968190053210932,133.98095073319257
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,PL,-0.04435951163702466,-443.5951163702466,0.9177870087238703,98.23790903519696
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p0_expanding_n10_hit55_meanpos,PA,-0.04312268629794697,-431.22686297946973,0.892197407162104,49.73715599963926
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,GC,-0.045119091665427255,-451.19091665427254,0.8344203020951243,99.82645405247516
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,SI,-0.03230448253989978,-323.0448253989978,0.5974303800230236,60.01871085402472
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,HG,0.1133264424573849,1133.2644245738488,-2.0958286361760994,75.24407023885476
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,PL,-0.04392754533240577,-439.2754533240577,0.8123841658507863,60.612256009966565
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n5_hit52_meanpos,PA,-0.04604770293262506,-460.47702932625066,0.8515937882071655,28.309876173953942
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,GC,-0.045119091665427255,-451.19091665427254,0.8344203020951243,99.82645405247516
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,SI,-0.03230448253989978,-323.0448253989978,0.5974303800230236,60.01871085402472
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,HG,0.1133264424573849,1133.2644245738488,-2.0958286361760994,75.24407023885476
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,PL,-0.04392754533240577,-439.2754533240577,0.8123841658507863,60.612256009966565
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p25_expanding_n10_hit55_meanpos,PA,-0.04604770293262506,-460.47702932625066,0.8515937882071655,28.309876173953942
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,GC,-0.04517517898244518,-451.75178982445175,0.8812368168281819,63.077681576231775
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,SI,-0.040202816490949506,-402.02816490949505,0.7842404353456813,34.3563741630497
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,HG,0.12641195531856703,1264.1195531856702,-2.465930885569913,53.102174291888446
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PL,-0.045073309988021115,-450.73309988021117,0.8792496479801153,38.36446759548765
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n5_hit52_meanpos,PA,-0.04722403118640998,-472.2403118640998,0.9212039854159358,19.039308311318745
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,GC,0.0,0.0,-0.0,51.939664650795464
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,SI,-0.0378480943287158,-378.480943287158,3.4269990433865054,29.602914078206005
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,HG,0.12641195531856703,1264.1195531856702,-11.446115257133632,49.86000655936732
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PL,-0.052706770338089515,-527.0677033808952,4.7723948783223635,36.21404998890548
wf_event_60D_agree_120D_exhaust_30m_flip5_hold_state_zbuf0p5_expanding_n10_hit55_meanpos,PA,-0.04690118312145645,-469.0118312145645,4.246721335424768,18.223861240052646
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,GC,-0.04602487651327077,-460.2487651327077,0.6952660569334371,177.45210808406583
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,SI,-0.05028931085480431,-502.8931085480431,0.7596859244986366,106.56851220183805
wf_event_60D_agree_120D_exhaust_60m_confirm15_hold_state_zbuf0p0_expanding_n5_hit52_meanpos,HG,0.10912270084409886,1091.2270084409886,-1.6484413579236346,123.60292464360839
