spec,base_strategy,timing,z_buffer,selection_policy,rebalance_ts,root,side,train_event_count,train_hit_rate,train_mean_trade_return_bp,train_tstat,selected,strategy
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,PL,short_rich,146,0.5753424657534246,3.6575678333756905,2.8391560220989787,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,SI,long_cheap,187,0.5080213903743316,0.30050252054029086,0.24985629327183242,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2021-01-01 00:00:00+00:00,SI,short_rich,68,0.6470588235294118,4.802729751380455,1.4772475965769656,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,GC,long_cheap,30,0.6666666666666666,4.668901094653836,2.4474318791971497,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,GC,short_rich,133,0.48872180451127817,-1.1981986485198042,-0.5153121035204631,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,HG,long_cheap,82,0.5975609756097561,3.989003308523294,0.922333557095953,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,HG,short_rich,57,0.5087719298245614,7.519000276757996,1.5080557894528326,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,PA,long_cheap,109,0.6605504587155964,9.008409310305233,2.3060052111140146,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,PA,short_rich,102,0.5980392156862745,5.746296066685003,1.356897213838731,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,PL,long_cheap,155,0.5483870967741935,1.6793858051438744,0.8049854622319877,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,PL,short_rich,209,0.569377990430622,3.8207684244850766,2.8922337125533906,True,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
wf_event_20D_agree_60D_carry_state_hold_zbuf0p0,event_20D_agree_60D_carry,state_hold,0.0,expanding_n10_hit55_meanpos,2022-01-01 00:00:00+00:00,SI,long_cheap,290,0.49310344827586206,0.20368569550082766,0.18422051519834656,False,wf_event_20D_agree_60D_carry_state_hold_zbuf0p0_expanding_n10_hit55_meanpos
