variant,detector,target_months,min_volume,lookback,side_mode,cost_multiplier,entry_level,exit_level,md_entry,component_entry,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
mad_z_target1m_minv10_lb252_entry1p5_both_costx1p0,mad_z,1,10.0,252,both,1.0,1.5,0.25,,1.25,0.13304767372553744,0.07901405047186211,0.06035708948570074,0.02013280998598374,0.007662443069931714,2.6274661752447006,4.5493471817710445,-0.0056726820101183385,0.3535331905781585,0.707066381156317,0.15417558886509636,0.8683083511777302,302,0.7880794701986755,0.00021678597453462056,6.628207063992131,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p1_both_costx1p0,quantile_band,1,10.0,252,both,1.0,0.1,0.25,,1.25,0.14236220029737978,0.08989140955586503,0.06034723010500275,0.020129521274750917,0.007843198804202575,2.5664938218785216,4.443776116169585,-0.005065880946432683,0.3839400428265525,0.767880085653105,0.1738758029978587,0.8811563169164882,340,0.75,0.0001902176930678356,6.437535277894146,934,311.54657534246576
quantile_band_target3m_minv10_lb252_entry0p05_both_costx1p0,quantile_band,3,10.0,252,both,1.0,0.05,0.25,,1.25,0.09649864400900304,0.041828974835818614,0.058490880521971544,0.019510314256301467,0.008294920102325997,2.3520798290547167,4.07252730498578,-0.00871160001043271,0.29978494623655916,0.5995698924731183,0.07913978494623657,0.8161290322580645,173,0.7514450867052023,0.0003660517165259399,5.726376793983166,930,310.2123287671233
quantile_band_target1m_minv10_lb126_entry0p05_both_costx1p0,quantile_band,1,10.0,126,both,1.0,0.05,0.25,,1.25,0.11705838998890838,0.06386230255337824,0.05820161782599392,0.01941382731593085,0.0069838107094308405,2.7798329771044177,4.813163891255959,-0.005183009750476782,0.2713062098501071,0.5426124197002142,0.12676659528907924,0.7751605995717344,261,0.8199233716475096,0.00024898183255090144,7.490378260462663,934,311.54657534246576
rank_pct_target3m_minv10_lb252_entry0p05_both_costx1p0,rank_pct,3,10.0,252,both,1.0,0.05,0.25,,1.25,0.09541550957386338,0.04098018962097699,0.058032775940867996,0.019357508139179944,0.008193838103889,2.362446986839096,4.090477602688451,-0.009046347552577133,0.2918279569892473,0.5836559139784946,0.07741935483870968,0.8129032258064516,170,0.7470588235294118,0.0003709598124991328,5.694160733687623,930,310.2123287671233
rank_pct_target1m_minv10_lb252_entry0p05_both_costx1p0,rank_pct,1,10.0,252,both,1.0,0.05,0.25,,1.25,0.11421438807129666,0.06137162829544691,0.057550520230494354,0.019196646131678596,0.006985767650409441,2.7479651617891223,4.757986109269731,-0.005065880946432683,0.2899357601713063,0.5798715203426126,0.11734475374732334,0.8211991434689507,245,0.8,0.0002612487625475839,6.979312041540449,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p05_both_costx1p0,quantile_band,1,10.0,252,both,1.0,0.05,0.25,,1.25,0.11441793478735313,0.062006461869497174,0.057253776037769946,0.01909766365095477,0.007028406313670701,2.7172111000197283,4.704736744708234,-0.005065880946432683,0.29293361884368313,0.5858672376873663,0.11948608137044968,0.8233404710920771,249,0.7991967871485943,0.0002550157748082685,6.8593798029932,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry2p0_both_costx1p0,mad_z,3,10.0,126,both,1.0,2.0,0.25,,1.25,0.08335026662919989,0.02967080632783336,0.05621790160963655,0.018752135673899318,0.007763271388777016,2.415494027557553,4.18232632274717,-0.008688072048969864,0.22903225806451613,0.45806451612903226,0.06193548387096775,0.7247311827956989,140,0.7571428571428571,0.00044596996935411813,6.04175086917252,930,310.2123287671233
curve_md_target1m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,1,10.0,126,both,1.0,1.25,0.25,2.5,1.25,0.11701211151743579,0.06482857324609231,0.05616948839357683,0.018735986881967065,0.006902470408730895,2.7143885844505795,4.699849677703912,-0.004468769448637261,0.2182012847965739,0.4364025695931478,0.14775160599571735,0.6777301927194861,312,0.7980769230769231,0.00023165909793657297,8.868445828707435,934,311.54657534246576
rank_pct_target1m_minv10_lb126_entry0p05_both_costx1p0,rank_pct,1,10.0,126,both,1.0,0.05,0.25,,1.25,0.11322985944526198,0.062118856135808254,0.056052502965164896,0.018696965030161168,0.006934200088582277,2.6963405715602637,4.6686003024112015,-0.005183009750476782,0.2670235546038544,0.5340471092077088,0.12248394004282656,0.7708779443254818,253,0.8142292490118577,0.00024657533023729315,7.270385823018334,934,311.54657534246576
quantile_band_target3m_minv10_lb252_entry0p1_both_costx1p0,quantile_band,3,10.0,252,both,1.0,0.1,0.25,,1.25,0.10580877675228184,0.058598265697357446,0.053528814192641355,0.01785515925466873,0.009084335793476485,1.9654886896068526,3.4031610055010666,-0.008877582805125116,0.37677419354838715,0.7535483870967743,0.11225806451612903,0.8741935483870967,247,0.7449392712550608,0.00026822216222248613,5.815132897271255,930,310.2123287671233
rank_pct_target3m_minv10_lb252_entry0p1_both_costx1p0,rank_pct,3,10.0,252,both,1.0,0.1,0.25,,1.25,0.10609144926073324,0.05898174568421584,0.05342800671423435,0.017821533746460363,0.009069496001467968,1.964997144667775,3.402309916111458,-0.008877582805125116,0.3750537634408603,0.7501075268817206,0.11225806451612903,0.8709677419354839,247,0.7449392712550608,0.00026859031005658417,5.813658977204051,930,310.2123287671233
curve_md_target1m_minv10_lb126_md3p0_comp1p25_both_costx1p0,curve_md,1,10.0,126,both,1.0,1.25,0.25,3.0,1.25,0.10134293463528668,0.050674844643477046,0.05328264301550172,0.01777304599215708,0.006657331097496043,2.669695367688995,4.622465252498263,-0.004468769448637261,0.187152034261242,0.374304068522484,0.1169164882226981,0.6359743040685225,252,0.8214285714285714,0.0002650998215365284,8.790812388955853,934,311.54657534246576
curve_md_target3m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,3,10.0,126,both,1.0,1.25,0.25,2.5,1.25,0.09564813781040035,0.046428422087573286,0.05248161766317152,0.017505854658879817,0.00802080847144369,2.1825548785020272,3.7790019826417427,-0.009029632594635165,0.22924731182795705,0.4584946236559141,0.1053763440860215,0.7010752688172043,239,0.7615062761506276,0.0002724907029449059,6.1593729796827335,930,310.2123287671233
mad_z_target3m_minv10_lb252_entry1p5_both_costx1p0,mad_z,3,10.0,252,both,1.0,1.5,0.25,,1.25,0.09296457957742513,0.04749379380985673,0.05053038306514506,0.016854997638853182,0.008409008754385031,2.004397680055195,3.4705302861066434,-0.008833679609964454,0.3294623655913979,0.6589247311827958,0.08473118279569894,0.8462365591397849,188,0.7393617021276596,0.00031285718637320543,5.251567635444886,930,310.2123287671233
curve_md_target3m_minv10_lb126_md3p0_comp1p25_both_costx1p0,curve_md,3,10.0,126,both,1.0,1.25,0.25,3.0,1.25,0.08295836319989827,0.03536582360446164,0.04960998793815755,0.01654798912731694,0.007718012848198509,2.144073798889758,3.712373611652617,-0.00891223971717857,0.19462365591397848,0.38924731182795697,0.08043010752688172,0.656989247311828,181,0.7513812154696132,0.0003229868085519505,5.6029978108093275,930,310.2123287671233
mad_z_target1m_minv10_lb252_entry2p0_both_costx1p0,mad_z,1,10.0,252,both,1.0,2.0,0.25,,1.25,0.10136327270550612,0.05611371692817546,0.0494622398116367,0.01649870601936101,0.007173686236166859,2.2998923393361044,3.98216686133403,-0.005928102579694947,0.25910064239828695,0.5182012847965739,0.10321199143468951,0.7580299785867237,215,0.7767441860465116,0.00026445181172017433,6.329835936748175,934,311.54657534246576
curve_md_target1m_minv10_lb252_md2p5_comp1p25_both_costx1p0,curve_md,1,10.0,252,both,1.0,1.25,0.25,2.5,1.25,0.10756510230700483,0.06421481968916774,0.04755315469428312,0.01586190844939444,0.006986429179589954,2.2703884977082676,3.931082200368407,-0.004571296746530325,0.22526766595289083,0.45053533190578166,0.13576017130620988,0.6734475374732334,292,0.791095890410959,0.00021882616197944777,7.218020380962689,934,311.54657534246576
mad_z_target3m_minv10_lb252_entry2p0_both_costx1p0,mad_z,3,10.0,252,both,1.0,2.0,0.25,,1.25,0.07485743579641872,0.03079971211986105,0.04694524492840041,0.015659133068582878,0.007819505770757667,2.0025732479337495,3.4673713586166417,-0.006969440436610467,0.2417204301075269,0.4834408602150538,0.053763440860215055,0.7731182795698924,121,0.7355371900826446,0.0004349328380370226,5.507359193972332,930,310.2123287671233
curve_md_target1m_minv10_lb252_md3p0_comp1p25_both_costx1p0,curve_md,1,10.0,252,both,1.0,1.25,0.25,3.0,1.25,0.09241421773210946,0.05012199178627776,0.04525824358900586,0.015096414128661544,0.006673946878737392,2.261991952132162,3.916543934828334,-0.004571296746530325,0.18672376873661675,0.3734475374732335,0.10492505353319058,0.6167023554603854,230,0.782608695652174,0.0002522864896623351,7.032733747333191,934,311.54657534246576
curve_md_target3m_minv10_lb252_md2p5_comp1p25_both_costx1p0,curve_md,3,10.0,252,both,1.0,1.25,0.25,2.5,1.25,0.0871384969883355,0.046104043401452195,0.04439723252545766,0.014809213862943756,0.007959514455037038,1.8605674939847623,3.2214943678451315,-0.009530401751581586,0.23870967741935484,0.4774193548387097,0.08731182795698925,0.7408602150537634,196,0.7448979591836735,0.0002821383824655375,5.04438242064869,930,310.2123287671233
curve_md_target3m_minv10_lb252_md3p0_comp1p25_both_costx1p0,curve_md,3,10.0,252,both,1.0,1.25,0.25,3.0,1.25,0.07504528925746069,0.03675527792251659,0.04062894160303225,0.013552256548408704,0.007693798772255118,1.761451910762207,3.049879903898272,-0.008731875958702623,0.1989247311827957,0.3978494623655914,0.06795698924731183,0.6741935483870968,153,0.7124183006535948,0.0003214593018328338,4.819059011684626,930,310.2123287671233
rank_pct_target3m_minv10_lb126_entry0p05_contango_only_costx1p0,rank_pct,3,10.0,126,contango_only,1.0,0.05,0.25,,1.25,0.06186990510389083,0.02499382801046178,0.039154002961306084,0.013060273590517852,0.0054865448562450465,2.3804186300695283,4.121594747126874,-0.0024904049533642156,0.1503225806451613,0.3006451612903226,0.047311827956989246,0.5580645161290323,110,0.8,0.0004332296159473268,7.5642408009954245,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p05_contango_only_costx1p0,quantile_band,3,10.0,126,contango_only,1.0,0.05,0.25,,1.25,0.061718026750501684,0.02527145014551207,0.03872450247286665,0.012917008701565794,0.0054950266962605085,2.3506726018922004,4.0700907503362,-0.0024904049533642156,0.15311827956989252,0.30623655913978504,0.04774193548387098,0.5698924731182796,111,0.7927927927927928,0.00042613096935620727,7.470053514587744,930,310.2123287671233
quantile_band_target3m_minv10_lb126_entry0p1_contango_only_costx1p0,quantile_band,3,10.0,126,contango_only,1.0,0.1,0.25,,1.25,0.07154313349730879,0.03607103285922145,0.03845092327984792,0.012825753176223245,0.005952717888588148,2.154604571604388,3.7306072017260306,-0.0034492790624463285,0.20688172043010755,0.4137634408602151,0.06666666666666667,0.6666666666666666,155,0.7741935483870968,0.00032950643841361745,7.021049847189158,930,310.2123287671233
rank_pct_target3m_minv10_lb126_entry0p1_contango_only_costx1p0,rank_pct,3,10.0,126,contango_only,1.0,0.1,0.25,,1.25,0.07087941018354138,0.03571641759789032,0.038067034894639126,0.0126977027354036,0.00593802381080039,2.138371811899499,3.702500860981635,-0.003449279062446328,0.20580645161290326,0.4116129032258065,0.06580645161290322,0.6645161290322581,153,0.7777777777777778,0.00033063452464711666,6.960777846420616,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry1p5_backwardation_only_costx1p0,mad_z,1,10.0,126,backwardation_only,1.0,1.5,0.25,,1.25,0.06678721119758585,0.031155894741669844,0.03745876128876069,0.01249480599152497,0.005438638287157013,2.2974144136466355,3.9778764372143085,-0.005760064303195761,0.1708779443254818,0.3417558886509636,0.07494646680942184,0.6027837259100642,175,0.8628571428571429,0.00026921555362769794,7.837405831603947,934,311.54657534246576
rank_pct_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,1,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,0.07066047367986589,0.03561451870704985,0.03669240941025138,0.01223918039917289,0.005318067500633421,2.301433819280239,3.98483586902885,-0.005751745629426867,0.17644539614561028,0.35289079229122056,0.07965738758029978,0.607066381156317,186,0.8494623655913979,0.0002610707722933674,7.771530300220106,934,311.54657534246576
quantile_band_target1m_minv10_lb126_entry0p1_backwardation_only_costx1p0,quantile_band,1,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,0.06979140690644337,0.03578781450580969,0.03565004683806901,0.01189148822612302,0.005380485888493732,2.2101141927633687,3.826719776251284,-0.0057517456294268665,0.17987152034261242,0.35974304068522484,0.0805139186295503,0.6156316916488223,188,0.8457446808510638,0.0002524714782246742,7.6119578212813,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry1p5_contango_only_costx1p0,mad_z,3,10.0,126,contango_only,1.0,1.5,0.25,,1.25,0.06143302113351089,0.028930437692746013,0.0354394068748881,0.011821226813746921,0.005352676431706669,2.2084702792277304,3.823873409100721,-0.0026340715543193235,0.15784946236559141,0.31569892473118283,0.05333333333333334,0.5043010752688172,124,0.7983870967741935,0.00036586168131527203,7.095753897643435,930,310.2123287671233
mad_z_target3m_minv10_lb126_entry2p0_contango_only_costx1p0,mad_z,3,10.0,126,contango_only,1.0,2.0,0.25,,1.25,0.05030761054907894,0.015803176893636105,0.03516665374593908,0.01173024683169338,0.004715709509565362,2.4874829138435484,4.306972051788203,-0.0020128002551982986,0.09978494623655913,0.19956989247311827,0.030107526881720425,0.34838709677419355,70,0.8285714285714286,0.0005901767533405331,8.069031566659977,930,310.2123287671233
rank_pct_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0,rank_pct,3,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,0.059300861904629604,0.026780055957349343,0.0348784369803878,0.011634108773595109,0.007033100112799932,1.6541935401177557,2.8641665459833043,-0.008903211671164335,0.17827956989247312,0.35655913978494624,0.0610752688172043,0.6,142,0.7887323943661971,0.00030556579735440743,4.394671948861143,930,310.2123287671233
rank_pct_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0,rank_pct,1,10.0,252,backwardation_only,1.0,0.1,0.25,,1.25,0.0674091772405554,0.03437694528316669,0.03438091645900485,0.01146815501064066,0.005373504069469574,2.134204210581848,3.69528483457268,-0.00588993287611273,0.1961456102783726,0.3922912205567452,0.07837259100642399,0.671306209850107,183,0.8306010928961749,0.0002489774183402029,7.2115514147647355,934,311.54657534246576
mad_z_target1m_minv10_lb252_entry1p5_backwardation_only_costx1p0,mad_z,1,10.0,252,backwardation_only,1.0,1.5,0.25,,1.25,0.06364714093680106,0.03065117792330488,0.03422710221694365,0.011416848479213397,0.005398768459341568,2.11471348793606,3.6615374680129418,-0.005760064303195761,0.18072805139186296,0.3614561027837259,0.0728051391862955,0.6338329764453962,170,0.8705882352941177,0.00026020755017347154,7.099613723840255,934,311.54657534246576
quantile_band_target1m_minv10_lb252_entry0p1_backwardation_only_costx1p0,quantile_band,1,10.0,252,backwardation_only,1.0,0.1,0.25,,1.25,0.06695963497249008,0.034228555892645646,0.03407976358146059,0.011367701961761168,0.005387020617208982,2.1102020522154192,3.653726106795503,-0.00588993287611273,0.1967880085653105,0.393576017130621,0.07880085653104925,0.6734475374732334,184,0.8315217391304348,0.00024558434773615413,7.181888876906466,934,311.54657534246576
rank_pct_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0,rank_pct,1,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,0.057368071354380594,0.02472699187213525,0.03377617258356386,0.01126643564944904,0.004976164149724051,2.2640803861090095,3.920159970428108,-0.00588993287611273,0.15781584582441116,0.3156316916488223,0.05524625267665952,0.5931477516059958,129,0.875968992248062,0.0003213195474946152,7.062161267909734,934,311.54657534246576
quantile_band_target3m_minv10_lb126_entry0p1_backwardation_only_costx1p0,quantile_band,3,10.0,126,backwardation_only,1.0,0.1,0.25,,1.25,0.05788239632106999,0.026546136636035944,0.03369389071814158,0.011238989575160924,0.007106266718590089,1.5815603354373928,2.738405206739866,-0.008903211671164334,0.18043010752688174,0.3608602150537635,0.0610752688172043,0.6053763440860215,142,0.7816901408450704,0.000296174802352441,4.26568500030627,930,310.2123287671233
quantile_band_target1m_minv10_lb252_entry0p05_backwardation_only_costx1p0,quantile_band,1,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,0.057583151962088984,0.02509274011564674,0.03362550494776075,0.01121617870517773,0.005021656030160939,2.2335617250188804,3.8673181922427524,-0.00588993287611273,0.1599571734475375,0.319914346895075,0.05653104925053533,0.6006423982869379,132,0.8787878787878788,0.00031377573771216184,6.917667120559674,934,311.54657534246576
quantile_band_target1m_minv10_lb126_entry0p05_backwardation_only_costx1p0,quantile_band,1,10.0,126,backwardation_only,1.0,0.05,0.25,,1.25,0.056809438309377715,0.02555501351135542,0.032687287835159985,0.010903225462823914,0.0051086050339625155,2.1342862465072527,3.695426876327417,-0.005760064303195761,0.14796573875802999,0.29593147751605997,0.05738758029978586,0.5353319057815846,134,0.8656716417910447,0.0003034688227778055,6.944192077001994,934,311.54657534246576
curve_md_target6m_minv10_lb126_md2p5_comp1p25_both_costx1p0,curve_md,6,10.0,126,both,1.0,1.25,0.25,2.5,1.25,0.05378520340326319,0.027392843887599005,0.03164637808864966,0.010575333574454976,0.007750840511834512,1.3644111962190215,2.360262156820719,-0.007506408015192258,0.18864426419466976,0.3772885283893395,0.08621089223638471,0.6361529548088065,179,0.6312849162011173,0.00018778579146058361,3.573696485007046,863,288.39043915828
mad_z_target6m_minv10_lb126_entry1p5_both_costx1p0,mad_z,6,10.0,126,both,1.0,1.5,0.25,,1.25,0.051876565297196295,0.026676371340375368,0.03140794029758176,0.010495654340065635,0.008069815678254415,1.3006064523069696,2.2498878628405934,-0.00724701794918014,0.2428736964078795,0.485747392815759,0.07740440324449595,0.7659327925840093,164,0.6036585365853658,0.0002000720609490628,3.096914522146009,863,288.39043915828
mad_z_target1m_minv10_lb126_entry2p0_backwardation_only_costx1p0,mad_z,1,10.0,126,backwardation_only,1.0,2.0,0.25,,1.25,0.05194875616920633,0.021643861758761103,0.03137519101925225,0.01046556029203825,0.005155521987108824,2.0299710326533305,3.514809470617908,-0.005669655995035493,0.14004282655246253,0.28008565310492506,0.04925053533190578,0.538543897216274,115,0.8695652173913043,0.0003274684274164469,6.9465010397370355,934,311.54657534246576
rank_pct_target1m_minv10_lb126_entry0p05_backwardation_only_costx1p0,rank_pct,1,10.0,126,backwardation_only,1.0,0.05,0.25,,1.25,0.05445389078224554,0.024764318404423787,0.031122435414959446,0.010381250717181678,0.005052223838960732,2.0547883561938844,3.557779622611512,-0.005760064303195761,0.14646680942184157,0.29293361884368313,0.055674518201284794,0.5321199143468951,130,0.8615384615384616,0.0002977278636812276,6.762520596828707,934,311.54657534246576
quantile_band_target6m_minv10_lb252_entry0p05_both_costx1p0,quantile_band,6,10.0,252,both,1.0,0.05,0.25,,1.25,0.047746146385137134,0.022062339211670303,0.030988839980859047,0.010355602747492011,0.008035192866567745,1.2887808568452492,2.2294310492879665,-0.006575229222497869,0.21830822711471612,0.43661645422943224,0.06488991888760139,0.7242178447276941,138,0.5869565217391305,0.0002268916258499224,2.7919605759460655,863,288.39043915828
quantile_band_target6m_minv10_lb126_entry0p1_both_costx1p0,quantile_band,6,10.0,126,both,1.0,0.1,0.25,,1.25,0.05522622861741855,0.031471758589023055,0.030842572231112395,0.010306724160488384,0.0083913923190562,1.2282495882218039,2.1247194615846556,-0.007046203264590246,0.29432213209733493,0.5886442641946699,0.09872537659327925,0.8064889918887601,205,0.6,0.0001452715981292085,2.5675105619104426,863,288.39043915828
quantile_band_target3m_minv10_lb126_entry0p05_backwardation_only_costx1p0,quantile_band,3,10.0,126,backwardation_only,1.0,0.05,0.25,,1.25,0.047783767460977566,0.019180446216626516,0.030534355114375286,0.010185089685411484,0.006436025710183376,1.5825122745075684,2.7400534492051447,-0.008903211671164335,0.15010752688172044,0.3002150537634409,0.043010752688172046,0.5451612903225806,100,0.78,0.0003626462110194551,3.9376960728973334,930,310.2123287671233
quantile_band_target1m_minv10_lb126_entry0p1_contango_only_costx1p0,quantile_band,1,10.0,126,contango_only,1.0,0.1,0.25,,1.25,0.08216984072751189,0.05716796782354599,0.03047488169656278,0.01016525163440142,0.005228643457855491,1.94414702710876,3.366208814430152,-0.0036837430751739506,0.18479657387580303,0.36959314775160607,0.10492505353319058,0.6263383297644539,245,0.7551020408163265,0.00019088619075393026,6.063115724366369,934,311.54657534246576
mad_z_target3m_minv10_lb126_entry1p5_backwardation_only_costx1p0,mad_z,3,10.0,126,backwardation_only,1.0,1.5,0.25,,1.25,0.050264519447251674,0.022504157860369432,0.030416528313567802,0.010145787184046249,0.006905815883780856,1.469165606901692,2.543798461150766,-0.008903211671164334,0.17118279569892475,0.3423655913978495,0.050322580645161284,0.5924731182795699,117,0.7435897435897436,0.0003120130685282891,3.9016631731406366,930,310.2123287671233
rank_pct_target3m_minv10_lb252_entry0p05_backwardation_only_costx1p0,rank_pct,3,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,0.04719346899140426,0.018864166608428844,0.03018614155773912,0.010068938999054077,0.0065439698169746435,1.538659144321828,2.664123598574905,-0.008903211671164337,0.1550537634408602,0.3101075268817204,0.04,0.567741935483871,93,0.7311827956989247,0.0003787314316185128,3.696170066711322,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry1p5_contango_only_costx1p0,mad_z,1,10.0,126,contango_only,1.0,1.5,0.25,,1.25,0.07568232273333049,0.050071334983886565,0.030089246023765098,0.010036618365461372,0.005124087229917451,1.958713408870493,3.3914298918471317,-0.003101407715934766,0.16145610278372594,0.32291220556745187,0.09079229122055674,0.563169164882227,212,0.7547169811320755,0.00020877717024776123,5.872696013765099,934,311.54657534246576
rank_pct_target6m_minv10_lb252_entry0p05_both_costx1p0,rank_pct,6,10.0,252,both,1.0,0.05,0.25,,1.25,0.04623860021641854,0.02137867323157072,0.029806661766165123,0.009960551884804953,0.007988336207719136,1.2468869143464525,2.1569597244014913,-0.006575229222497869,0.21320973348783315,0.4264194669756663,0.06349942062572421,0.7137891077636153,135,0.5851851851851851,0.00022369909691194153,2.6984653378572108,863,288.39043915828
quantile_band_target3m_minv10_lb252_entry0p05_backwardation_only_costx1p0,quantile_band,3,10.0,252,backwardation_only,1.0,0.05,0.25,,1.25,0.04653033117857251,0.018778636677636497,0.029608533675699718,0.009876271164428607,0.0066094919382544874,1.494255724447838,2.587240944492434,-0.008903211671164335,0.1572043010752688,0.3144086021505376,0.039569892473118276,0.5741935483870968,92,0.7282608695652174,0.0003757569013664108,3.631399294682684,930,310.2123287671233
mad_z_target1m_minv10_lb126_entry2p0_contango_only_costx1p0,mad_z,1,10.0,126,contango_only,1.0,2.0,0.25,,1.25,0.06210243767272746,0.03479185716570325,0.029543866129185387,0.009854700551310469,0.004651460812839413,2.11862486815079,3.6683098583578184,-0.0030682868470607296,0.11691648822269808,0.23383297644539616,0.061670235546038545,0.4539614561027837,144,0.8055555555555556,0.0002762193971751114,6.004861492628326,934,311.54657534246576
