label,train_obs,train_gross_log,train_cost_log,train_net_log,train_comp_total,train_cagr,train_mean_bps,train_tstat,train_sharpe,train_mdd_log,train_calmar,train_hit,oos_obs,oos_gross_log,oos_cost_log,oos_net_log,oos_comp_total,oos_cagr,oos_mean_bps,oos_tstat,oos_sharpe,oos_mdd_log,oos_calmar,oos_hit,family,roots,params
subset_GC_PA_ALI,2296,0.5545321668603103,0.20448149388484838,0.350050672975462,0.4191394587902624,0.04845644061535115,1.5246109450150782,0.7553364665218668,0.250238876093976,-0.2691862759855772,0.180010813842335,0.4834494773519164,985,-0.10639656793877067,0.10003811339824899,-0.20643468133701975,-0.1865206048919169,-0.06309067253300371,-2.0957835668732967,-0.5671094440802119,-0.2868461563195527,-0.5831253218670841,-0.10819401965086403,0.5065989847715736,subset,"GC,PA,ALI",
subset_SI_HG_PL,2296,0.46657777430256725,0.06143467773523052,0.4051430965673367,0.49951706044898603,0.05629371959299356,1.7645605251190624,1.2509129526904206,0.4144206790571865,-0.1778079064889254,0.31659851749337015,0.5043554006968641,985,0.4856173427585577,0.03230690521365935,0.4533104375448983,0.5735125880858722,0.153850104276108,4.602136421775617,2.1035608760172133,1.063989249638354,-0.09717365100935271,1.583249190269699,0.5106598984771573,subset,"SI,HG,PL",
subset_SI_HG_PA,2296,0.06412120820461485,0.05802330834823838,0.00609789985637646,0.006116529896494471,0.0008246395776805304,0.026558797283869597,0.016085645431857615,0.005329087118816761,-0.4452480057937256,0.0018520904461109913,0.4878048780487805,985,0.02439769629460495,0.024063494944426552,0.00033420135017837166,0.00033425720167135076,0.0001055086280057349,0.0033929071084098645,0.0012036737730560362,0.0006088228627963788,-0.37396927519711287,0.00028213180868969277,0.4903553299492386,subset,"SI,HG,PA",
subset_SI_HG_ALI,2296,0.34342007632331484,0.1493051879702741,0.1941148883530406,0.21423577649155257,0.026587293392108524,0.8454481200045323,0.47967358971608304,0.15891325959044061,-0.2365356741411007,0.11240289012915827,0.48214285714285715,985,0.7207643007497055,0.09089990525867161,0.6298643954910341,0.8773559840662315,0.21998684778016986,6.39456239077192,2.1429512316995516,1.0839130443158775,-0.12320338316565388,1.7855584978895034,0.5370558375634518,subset,"SI,HG,ALI",
subset_SI_PL_PA,2296,-0.11426155791670688,0.049337030727357664,-0.16359858864406446,-0.15091721504544264,-0.021872131036781095,-0.7125374069863435,-0.4839283458947398,-0.16032283724409696,-0.3476610999778561,-0.06291221835912679,0.49085365853658536,985,0.07121323537598885,0.023168100161513962,0.0480451352144749,0.049218010935714096,0.015282836631093089,0.4877678701977147,0.18193649676716733,0.09202418569584819,-0.2143602322166303,0.07129511137890729,0.4852791878172589,subset,"SI,PL,PA",
subset_SI_PL_ALI,2296,-0.5570791257655666,0.16220508944329784,-0.7192842152088643,-0.5128992094551647,-0.09265374860989795,-3.132770972164043,-1.5949542840483204,-0.528399706821211,-0.7595019196433264,-0.12199277738943642,0.48214285714285715,985,0.5931389715119586,0.10415759187648309,0.4889813796354754,0.6306543559603368,0.16691687880978834,4.96427796584239,1.4341603819868067,0.7254038835236022,-0.19514744449137483,0.8553372515065949,0.516751269035533,subset,"SI,PL,ALI",
subset_SI_PA_ALI,2296,0.8237081459652997,0.20346985924472882,0.6202382867205707,0.8593710524928913,0.08745744444973536,2.7013862662045764,1.0661631597669181,0.3532140743335236,-0.3132451442957099,0.27919808508563415,0.4808362369337979,985,-0.13225505137053417,0.09949696559386825,-0.23175201696440248,-0.20685721512323474,-0.07054894190734295,-2.352812354968553,-0.5560646091483614,-0.28125963597421844,-0.5705399345575421,-0.12365294282521025,0.49949238578680205,subset,"SI,PA,ALI",
subset_HG_PL_PA,2296,0.2440667018968954,0.05800704553956831,0.18605965635732702,0.2044941139656078,0.025470063904185603,0.8103643569569993,0.5365138233588984,0.17774412082132143,-0.35187407266737913,0.07238403134141129,0.4838850174216028,985,0.012600310259828398,0.02198414566854737,-0.009383835408719024,-0.009339944620497698,-0.0029579725452505423,-0.09526736455552308,-0.036065141969523797,-0.018241888684917867,-0.28094335225162814,-0.010528715207331979,0.49949238578680205,subset,"HG,PL,PA",
subset_HG_PL_ALI,2296,0.384190904882266,0.16204876370676885,0.22214214117549722,0.24874886388136197,0.03048405871584836,0.9675180364786464,0.5822402990714016,0.19289305430618983,-0.26629230162511913,0.1144759293821539,0.4912891986062718,985,0.469819920746484,0.1027211555926113,0.3670987651538726,0.44354048357284315,0.12287049957664298,3.7268910167905847,1.209769415827437,0.6119060625517792,-0.2108117778134267,0.5828445680363562,0.5218274111675127,subset,"HG,PL,ALI",
subset_HG_PA_ALI,2296,0.8218262667678649,0.21288379740909943,0.6089424693587655,0.8384861149642528,0.08579822708833396,2.65218845539532,1.1425173653243517,0.3785098086593434,-0.3670520745481825,0.23374946782127864,0.4886759581881533,985,-0.13327208078837993,0.1020591784238322,-0.23533125921221232,-0.20969099087717624,-0.07159855478102617,-2.3891498397178914,-0.5927911207897288,-0.2998360480042419,-0.7672526486470694,-0.09331809399065492,0.4984771573604061,subset,"HG,PA,ALI",
subset_PL_PA_ALI,2296,0.355391568059752,0.19209522507629812,0.1632963429834537,0.17738554794101846,0.02231944892601767,0.7112210060254951,0.29943965555244645,0.09920273438994918,-0.6688949210160611,0.03336764598558187,0.4817073170731707,985,0.4141843564181363,0.07939709028075342,0.3347872661373828,0.3976430275947498,0.11147507384994704,3.3988554937805358,0.9243774434985904,0.4675536960702804,-0.3002368030934701,0.37129050370031574,0.5177664974619289,subset,"PL,PA,ALI",
subset_GC_SI_HG_PL,2296,0.15606877701558494,0.056777787592255616,0.09929098942332928,0.10438761792256313,0.013512400580796946,0.43245204452669544,0.35483782500896416,0.11755584757445779,-0.21450015356856766,0.06299482940219685,0.5043554006968641,985,0.4447205905251342,0.0333864096026527,0.41133418092248153,0.5088294943490392,0.13866087820411366,4.175981532207935,2.228748575766322,1.1273096737052801,-0.07251468886091572,1.912176420836161,0.531979695431472,subset,"GC,SI,HG,PL",
subset_GC_SI_HG_PA,2296,0.07705025525990694,0.055902293208348934,0.021147962051557972,0.021373164926625554,0.0028628218019024487,0.09210784865661138,0.06982937353052839,0.023134092851480235,-0.3337888323786381,0.00857674530780876,0.47909407665505227,985,0.07179210725469125,0.026535178186523345,0.04525692906816791,0.04629664940047906,0.014389577074517712,0.45946120881388747,0.19948002517178706,0.10089777040454562,-0.3100439990830821,0.04641140327525499,0.4883248730964467,subset,"GC,SI,HG,PA",
