feature,root,month,spearman_ic,pvalue,observations
rv_z_GC,PL,2024-09,-0.06052401854771984,9.77461068928041e-06,5331
rv_z_GC,PL,2024-10,-0.024949401930907795,0.05786807673588672,5780
rv_z_GC,PL,2024-11,0.014029218067101727,0.29804835370324967,5504
rv_z_GC,PL,2024-12,-0.030040396650752223,0.05201781640191652,4184
rv_z_GC,PL,2025-01,0.047503267826658646,0.0010817113802684063,4731
rv_z_GC,PL,2025-02,0.042608942574098724,0.0019198283252517228,5299
rv_z_GC,PL,2025-03,0.04271505955931554,0.0015411032156702495,5494
rv_z_GC,PL,2025-04,0.03154909260945268,0.003999806523056462,8321
rv_z_GC,PL,2025-05,0.017926088200367854,0.12591360757191164,7290
rv_z_GC,PL,2025-06,-0.07614638746626326,4.473126043780374e-10,6691
rv_z_GC,PL,2025-07,0.04947663034915891,5.22096689089088e-05,6680
rv_z_GC,PL,2025-08,0.046379995178602064,0.0003366063529929117,5972
rv_z_GC,PL,2025-09,-0.09989861910414419,2.4022222383984105e-21,8974
rv_z_GC,PL,2025-10,-0.04527125241930097,1.5666138060870945e-08,15585
rv_z_GC,PL,2025-11,-0.03493407646686746,0.0011323332486809726,8681
rv_z_GC,PL,2025-12,0.1031377004330686,3.275569235548751e-30,12200
rv_z_GC,PL,2026-01,0.015493806201328151,0.03504610982542909,18508
rv_z_GC,PL,2026-02,-0.010136425146247031,0.33669546973159376,8985
rv_z_GC,PL,2026-03,-0.015974082883151896,0.10645901302197752,10214
rv_z_GC,PL,2026-04,0.02427547000501892,0.04495052367333516,6823
rv_z_GC,PL,2026-05,-0.03853036400246108,0.0018931934434044363,6498
rv_z_GC,PL,2026-06,0.050295461538364776,0.0005901393947865418,4664
rv_z_GC,PA,2023-07,-0.005476443444004136,0.7581004547061682,3165
rv_z_GC,PA,2023-08,-0.10183702984836118,1.8287150172641506e-10,3901
rv_z_GC,PA,2023-09,-0.14727001943063914,6.133770086541484e-20,3814
rv_z_GC,PA,2023-10,-0.02419029850832972,0.09871207694569469,4660
rv_z_GC,PA,2023-11,0.011655979211084192,0.450240189999807,4198
rv_z_GC,PA,2023-12,-0.011446529723216801,0.4731991565261383,3929
rv_z_GC,PA,2024-01,-0.03633996205685179,0.015120901636312167,4469
rv_z_GC,PA,2024-02,-0.03607922192052137,0.022956318066869073,3973
rv_z_GC,PA,2024-03,-0.012777949735596645,0.3432720786984926,5503
rv_z_GC,PA,2024-04,-0.011532207565512572,0.3062187392971899,7874
rv_z_GC,PA,2024-05,0.04151373532747047,0.0007563595676542144,6580
rv_z_GC,PA,2024-06,0.039470456243399864,0.0072679386846333585,4624
rv_z_GC,PA,2024-07,-0.0021890047865147956,0.8707876166039753,5524
rv_z_GC,PA,2024-08,-0.04980592240800476,0.0002140118868422191,5520
rv_z_GC,PA,2024-09,-0.09459408898494286,4.498402214183011e-12,5331
rv_z_GC,PA,2024-10,-0.06012029716374483,4.78789481775616e-06,5780
rv_z_GC,PA,2024-11,0.03041806521244376,0.024027211479447155,5504
rv_z_GC,PA,2024-12,0.06538326182834935,2.3110134819954406e-05,4184
rv_z_GC,PA,2025-01,-0.040097950185927,0.005808358909707742,4731
rv_z_GC,PA,2025-02,-0.017527893612159947,0.2020522150058575,5299
rv_z_GC,PA,2025-03,0.02553079314768404,0.05845647312765337,5494
rv_z_GC,PA,2025-04,-0.0092885232291246,0.3968916949603327,8321
rv_z_GC,PA,2025-05,0.09821533504017568,4.291020590385837e-17,7290
rv_z_GC,PA,2025-06,-0.04050518958385953,0.0009196952667207784,6691
rv_z_GC,PA,2025-07,0.03748176801668109,0.002184458818313892,6680
rv_z_GC,PA,2025-08,0.022248747587305166,0.08557659030321071,5972
rv_z_GC,PA,2025-09,-0.046805949332847985,9.173222406328416e-06,8974
rv_z_GC,PA,2025-10,-0.028541721737718375,0.0003658231172002527,15585
rv_z_GC,PA,2025-11,-0.019084392773485167,0.07539815702206351,8681
rv_z_GC,PA,2025-12,-0.0022961972851134674,0.7998064301977432,12200
rv_z_GC,PA,2026-01,0.03183197486645851,1.4819266654059974e-05,18508
rv_z_GC,PA,2026-02,0.0016034058550589458,0.8792148767711273,8985
rv_z_GC,PA,2026-03,-0.049303511682324476,6.188219873132191e-07,10214
rv_z_GC,PA,2026-04,0.010300791832873451,0.39492099672602055,6823
rv_z_GC,PA,2026-05,0.030172357675102752,0.015003905235849324,6498
rv_z_GC,PA,2026-06,-0.015078817292974372,0.30321309060282786,4664
rv_z_SI,GC,2023-07,0.03770972614883722,0.033887919646900584,3165
rv_z_SI,GC,2023-08,0.032061772668835344,0.04524315342572741,3901
rv_z_SI,GC,2023-09,-0.003282391899258866,0.8394111749491537,3814
rv_z_SI,GC,2023-10,0.06608177023071135,6.3393405826593225e-06,4660
rv_z_SI,GC,2023-11,0.030976552653369835,0.044758618689280126,4198
