index,root,relative_bar,mean,median,count
337,PL,33,-0.001014503839502872,-0.0019231630599185756,306
338,PL,34,-0.001211966731576538,-0.001900185001415089,305
339,PL,35,-0.0011163766413852295,-0.002256179810512293,305
340,PL,36,-0.0012641088996494891,-0.001985289155206793,305
341,PL,37,-0.0012387141780373604,-0.0016892847082718987,305
342,PL,38,-0.0016180985167485208,-0.002226422852534604,305
343,PL,39,-0.0013427209243543168,-0.0019420458906935778,305
344,PL,40,-0.0015052868809348724,-0.0017658672917386653,305
345,PL,41,-0.0014339428927325518,-0.0023201866556972206,305
346,PL,42,-0.0013472056409585117,-0.0019132823790366515,305
347,PL,43,-0.0013457500016455276,-0.0021486681413369624,305
348,PL,44,-0.0010936591543763028,-0.0015951692552453878,305
349,PL,45,-0.0013152681687834842,-0.001899140824882295,305
350,PL,46,-0.0017542102529410507,-0.0021146624421639615,305
351,PL,47,-0.0016790016105505024,-0.0018825414156644626,305
352,PL,48,-0.00170128266290353,-0.0021897624046314235,305
353,PL,49,-0.0017494710841147849,-0.002165390771057041,304
354,PL,50,-0.001603563128875601,-0.002206528239784511,304
355,SI,-20,-6.446083065215965e-05,-0.00040454815480606143,306
356,SI,-19,-9.562102889303392e-05,-0.00021134923346766143,306
357,SI,-18,9.941733160523744e-05,-0.00026496003602050067,306
358,SI,-17,-0.00025922361334283924,-0.00024207449214097565,306
359,SI,-16,-0.0002323694830180764,-0.00047805761945118874,306
360,SI,-15,-1.8166157168267796e-05,-0.0006030521457907057,306
361,SI,-14,2.3978984671471835e-05,-0.0003455907123397495,306
362,SI,-13,-6.791532966556037e-05,-0.0002193212517784815,306
363,SI,-12,3.3045284460452175e-05,-0.00021513016198682067,306
364,SI,-11,-1.3252370867611403e-05,0.0003023150072976044,306
365,SI,-10,-0.00030948715011968437,-0.0,306
366,SI,-9,-0.00023259284451731616,-7.546480269704503e-05,306
367,SI,-8,4.89127023431456e-06,-0.0,306
368,SI,-7,-0.0002908376069245156,0.0001814579360273072,306
369,SI,-6,-0.00024043877491314279,0.0001364360541726839,306
370,SI,-5,-3.661219201849238e-05,7.036641717350633e-05,306
371,SI,-4,-0.00010182764442953067,-0.0,306
372,SI,-3,7.59798323885787e-05,9.806972437109707e-05,306
373,SI,-2,-3.118874311582023e-05,-0.0002699805088886009,306
374,SI,-1,-6.884018148492977e-05,-0.0,306
375,SI,0,0.0,0.0,306
376,SI,1,-2.5222443564732636e-05,-7.233593691902129e-05,306
377,SI,2,-0.00019243295918281253,-0.00023678958646788928,306
378,SI,3,-0.0003187855382343787,-0.0002667934414666284,306
379,SI,4,-0.000272022660754138,-7.668704639263169e-05,306
380,SI,5,-0.00019229469429174673,7.057163243073816e-05,306
381,SI,6,2.7439512449053254e-06,-3.5464765769877005e-05,306
382,SI,7,-2.349502371715071e-05,-0.00034703657461720994,306
383,SI,8,-4.4952977783317704e-05,-0.0008100754264961374,306
384,SI,9,-0.0002768806825640206,-0.0006645879035271918,306
385,SI,10,1.2613571975841154e-05,-0.00038563170372940547,306
386,SI,11,6.875259612531123e-05,-0.00038221079021383275,306
387,SI,12,-0.00016601899899893204,-0.0007938669093219275,306
388,SI,13,0.0002595367933315587,-0.0006832963723510943,306
389,SI,14,0.0003984665660947916,-0.0003045834909265466,306
390,SI,15,0.0003073188115172011,-0.0007035640373089791,306
391,SI,16,0.00031985622461161,-0.00033487515889518704,306
392,SI,17,9.623775118474705e-05,-0.0004943852567018681,306
393,SI,18,0.00021637676760474298,-0.0003108367912307841,306
394,SI,19,-0.00019033721586748486,-0.0006638260515048344,306
395,SI,20,5.797010912087189e-05,-0.00040794792498966004,306
396,SI,21,-5.3626142070033815e-05,-0.000781029733185612,306
397,SI,22,-0.0002206672016811443,-0.001154882421520842,306
398,SI,23,-0.0004119952494557478,-0.0010108529046197745,306
399,SI,24,-0.0005599013519045413,-0.0010705110698734366,306
400,SI,25,-0.0008972861066909165,-0.0015070780985295684,306
401,SI,26,-0.0009144917293079113,-0.001162822197317226,306
402,SI,27,-0.000820806109702756,-0.0010689472757623442,306
403,SI,28,-0.0011568012412902324,-0.0016282768813065118,306
404,SI,29,-0.0012086916678876029,-0.0014222786707391855,306
405,SI,30,-0.0011609345259698761,-0.0015300806820413015,306
406,SI,31,-0.0014459850515748417,-0.0016481559990069172,306
407,SI,32,-0.001625399035531433,-0.0018798039330651939,306
408,SI,33,-0.001555821895417616,-0.0020523439839643665,306
409,SI,34,-0.0017034289556686524,-0.0019238914703274546,305
410,SI,35,-0.0018082613869370345,-0.0022681201516894234,305
411,SI,36,-0.001683876388574393,-0.0018137852614596994,305
412,SI,37,-0.0019655940660376838,-0.0017157960353619828,305
413,SI,38,-0.0018449763646368206,-0.0018776409834977414,305
414,SI,39,-0.0020850274671006417,-0.002545444052976187,305
415,SI,40,-0.002219930639240874,-0.002423897957269716,305
416,SI,41,-0.0023603253764635365,-0.00243749914814817,305
417,SI,42,-0.0021707623273098833,-0.0024766571111909386,305
418,SI,43,-0.002419864090432067,-0.0028261912358349406,305
419,SI,44,-0.0023858372587132024,-0.002730377122857064,305
420,SI,45,-0.0025789071656785218,-0.0033571436592332304,305
421,SI,46,-0.002981312378622705,-0.003396357844232867,305
422,SI,47,-0.0028853293354809705,-0.0029271169304356803,305
423,SI,48,-0.0030837561594538277,-0.0034236838007437598,305
424,SI,49,-0.0031915110729576583,-0.0030428667920712194,304
425,SI,50,-0.0031241668076482654,-0.0032270384367425464,304
