variant,target_months,min_volume,lookback,entry_z,exit_z,side_mode,cost_multiplier,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
target3m_minv1000_lb126_entry2p0_exit0p25_backwardation_only_costx3p0,3,1000.0,126,2.0,0.25,backwardation_only,3.0,0.0018086102578025354,0.006317542491671551,-0.004508932233869014,-0.0015067589189576005,0.005442567110139653,-0.2768470996251874,-0.4789111481067131,-0.008354021640358002,0.08375000000000002,0.16750000000000004,0.006562500000000001,0.3625,11,0.5454545454545454,-0.0002353529264481097,-1.0012329984946013,640,213.8700823421775
target1m_minv1000_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,1,1000.0,126,1.5,0.25,backwardation_only,3.0,0.015611777644515728,0.020652020250263973,-0.004944196503619276,-0.001652212052101501,0.005160618474536984,-0.3201577602091073,-0.5538332195807759,-0.008621460936407407,0.12153846153846154,0.24307692307692308,0.028205128205128206,0.48333333333333334,55,0.6727272727272727,5.5280993543924933e-05,0.7954385809313111,780,260.6541628545288
target6m_minv500_lb126_entry1p5_exit0p25_contango_only_costx3p0,6,500.0,126,1.5,0.25,contango_only,3.0,-0.003839675828709943,0.0016327837361924682,-0.005184321258515505,-0.001750067781582984,0.0015802077694428442,-1.1074922016109499,-1.90615931134475,-0.005586201016186745,0.027272727272727275,0.05454545454545455,0.007692307692307693,0.13636363636363635,6,0.16666666666666666,-0.0008320381757095946,-1.4046690923141452,286,96.54482439926063
target6m_minv500_lb252_entry1p5_exit0p25_contango_only_costx3p0,6,500.0,252,1.5,0.25,contango_only,3.0,-0.003839675828709943,0.0016327837361924682,-0.005184321258515505,-0.001750067781582984,0.0015802077694428442,-1.1074922016109499,-1.90615931134475,-0.005586201016186745,0.027272727272727275,0.05454545454545455,0.007692307692307693,0.13636363636363635,6,0.16666666666666666,-0.0008320381757095946,-1.4046690923141452,286,96.54482439926063
target1m_minv1000_lb252_entry2p0_exit0p25_backwardation_only_costx3p0,1,1000.0,252,2.0,0.25,backwardation_only,3.0,0.01068291610183322,0.015962125560196005,-0.0052792094583627835,-0.001764164002440079,0.005094193965004717,-0.3463087614172629,-0.5990712084551171,-0.007744015574500508,0.12153846153846155,0.2430769230769231,0.01435897435897436,0.4717948717948718,28,0.75,-1.6382067331866736e-05,-0.12251258312331982,780,260.6541628545288
target3m_minv1000_lb252_entry1p5_exit0p25_contango_only_costx3p0,3,1000.0,252,1.5,0.25,contango_only,3.0,0.002214368975878852,0.007899439744914805,-0.005492978564778015,-0.0018355996530513908,0.002290075817077612,-0.8015453634167525,-1.3865740720174964,-0.00920347120839854,0.05750000000000001,0.11500000000000002,0.008437499999999999,0.278125,14,0.35714285714285715,-0.0002019590003085193,-0.5875552796074994,640,213.8700823421775
target6m_minv10_lb252_entry1p5_exit0p25_contango_only_costx3p0,6,10.0,252,1.5,0.25,contango_only,3.0,0.014667817302698146,0.02857614778104063,-0.005554558182296089,-0.0018561778372220006,0.0037326586625966865,-0.49728035831991124,-0.8602333477805354,-0.00676068185845456,0.06581691772885284,0.13163383545770568,0.025955967555040555,0.3186558516801854,56,0.5,-3.2202681621739e-05,-0.3579713834754626,863,288.39043915828
target6m_minv10_lb126_entry1p5_exit0p25_contango_only_costx3p0,6,10.0,126,1.5,0.25,contango_only,3.0,0.019682888847910623,0.03475676562078829,-0.005894298579413134,-0.0019697095664507297,0.004139219146674034,-0.47586501140763254,-0.8231874535279021,-0.008557567484519909,0.10614136732329085,0.2122827346465817,0.03476245654692932,0.4380069524913094,75,0.5066666666666667,-1.0983698650952236e-05,-0.13251069856309128,863,288.39043915828
target1m_minv1000_lb252_entry1p5_exit0p25_backwardation_only_costx3p0,1,1000.0,252,1.5,0.25,backwardation_only,3.0,0.016217870434579163,0.022235096216112128,-0.006017225781532971,-0.0020107883958873905,0.005272037409804218,-0.3814063216144862,-0.6597856348390424,-0.009995065883492056,0.16282051282051282,0.32564102564102565,0.02307692307692308,0.6166666666666667,45,0.7111111111111111,2.432270299522632e-05,0.2632877253353706,780,260.6541628545288
target3m_minv1000_lb126_entry1p5_exit0p25_backwardation_only_costx3p0,3,1000.0,126,1.5,0.25,backwardation_only,3.0,0.0009363115045687393,0.007090505855256287,-0.0061541943506875476,-0.002056559457080171,0.005500611575811937,-0.3738783276615211,-0.6467631389131833,-0.008270103771164918,0.0896875,0.179375,0.0078125,0.3890625,13,0.46153846153846156,-0.00030105824671548294,-1.3774598870933812,640,213.8700823421775
target1m_minv1000_lb252_entry2p0_exit0p25_both_costx3p0,1,1000.0,252,2.0,0.25,both,3.0,0.015229698439003339,0.02167332742168531,-0.0064436289826819695,-0.002153280407982241,0.005236517909117301,-0.41120462974702404,-0.7113330123579397,-0.00920471937721357,0.14743589743589744,0.2948717948717949,0.02,0.5153846153846153,37,0.7567567567567568,7.515775891424686e-05,0.8547501495010131,780,260.6541628545288
target3m_minv500_lb252_entry2p0_exit0p25_contango_only_costx3p0,3,500.0,252,2.0,0.25,contango_only,3.0,0.002554336812844636,0.009447052704534567,-0.00648908789588177,-0.0021684715040904087,0.0030361919712838126,-0.7142076405575567,-1.2354906429906027,-0.007712887031153924,0.027858081471747703,0.055716162943495406,0.005781865965834429,0.1392904073587385,12,0.5,-0.0003299604370518991,-0.5454458449363545,761,254.30489478499544
