signal,entry,target,horizon,events,direction,train_event_mean_bps,train_event_t,roundtrip_bps,event_gross_to_roundtrip_cost,screen_score
feat:PA_abs_signed_notional_share,3.0,PA,2,3261,1.0,0.6169262941006155,1.2076300222844165,11.187768040275966,0.055142928587693346,0.0665922560791841
resid:GC,2.5,SI,1,6952,-1.0,0.1782957987082303,1.395920121895501,3.739016638624893,0.04768521136450535,0.06656474606055304
resid:GC,2.0,GC,10,20389,1.0,0.09916559017813266,0.7394234806529625,1.1015763557651,0.09002153110780704,0.06656403386544363
feat:HG_abs_signed_notional_share,2.0,PA,10,6598,-1.0,0.6975547697972732,1.0674992605280365,11.187768040275966,0.06234977050704626,0.06655833391036466
feat:abs_complex_signed_notional_ratio,3.0,PL,50,2440,1.0,0.6925999694028535,0.4900802970731387,5.126364894653202,0.13510547603141462,0.06621253182968351
feat:SI_abs_signed_notional_share,1.5,PA,10,12489,1.0,0.5689444712703612,1.3001483446746966,11.187768040275966,0.05085415332371578,0.0661179432636623
feat:PL_signed_notional_share,1.5,PL,2,15360,-1.0,0.21630156519320276,1.562793722607925,5.126364894653202,0.04219394632223806,0.06594043444444937
resid:PL,2.0,PA,2,20263,1.0,0.3488336073798564,2.0996361910342176,11.187768040275966,0.03117991060630283,0.06546646874220508
feat:PA_abs_signed_notional_share,2.5,PA,5,4629,1.0,0.672919048888759,1.0861002212815227,11.187768040275966,0.060147747653173565,0.06532648203569699
resid:SI,2.0,HG,1,17932,1.0,0.08261741002919173,1.2643593507647948,1.6007683688161451,0.051611096045264676,0.06525497188805031
feat:PL_signed_notional_share,2.0,HG,20,8766,-1.0,0.23171789128776082,0.44919918697947614,1.6007683688161451,0.1447541666875444,0.06502345398793652
resid:SI,1.5,PL,1,40816,1.0,0.13093395603171348,2.5405740813268944,5.126364894653202,0.025541286803106345,0.06488953125570864
anom:md_robust_snapshot,1.5,GC,10,10193,1.0,0.10808768791811882,0.6604353692260325,1.1015763557651,0.09812092221518907,0.06480252749198721
feat:SI_abs_signed_notional_share,1.5,GC,5,12489,1.0,0.08954412396607755,0.7959011679897383,1.1015763557651,0.08128726029516553,0.06469662541160813
feat:contribution_velocity_l2,2.5,PL,2,4613,1.0,0.26891906466093884,1.2318152587933489,5.126364894653202,0.052458041943409334,0.06461861651231311
feat:PA_abs_signed_notional_share,2.5,PA,10,4629,1.0,0.7801620617352891,0.9257794077137804,11.187768040275966,0.06973348561810593,0.06455782501334753
feat:complex_signed_notional_ratio,3.0,PA,20,1353,-1.0,1.1036455452634881,0.6541340027996297,11.187768040275966,0.09864751765413478,0.06452869558934632
size:SI_large_minus_small_share,1.5,SI,2,20816,1.0,0.16916136658225225,1.4253816487653943,3.739016638624893,0.04524220749241307,0.06448741230932181
size:PA_large_minus_small_share,2.5,PL,50,4822,1.0,0.5994067156873227,0.5512600221016292,5.126364894653202,0.11692626802912603,0.06445677709799703
feat:HG_abs_signed_notional_share,1.5,PL,5,10372,-1.0,0.28294864512540024,1.1659813723725654,5.126364894653202,0.05519479220461182,0.06435609956255187
feat:GC_abs_signed_notional_share,2.0,SI,5,8087,1.0,0.2495605933295035,0.9637551982518241,3.739016638624893,0.06674498068596052,0.06432582209331206
resid:SI,3.0,GC,5,1986,-1.0,0.14599706172252597,0.4842289577878125,1.1015763557651,0.13253467266109184,0.06417712641342939
size:SI_large_minus_small_share,2.0,PL,2,10126,1.0,0.2211634940764098,1.485642513787776,5.126364894653202,0.04314236278948526,0.06409412830531509
feat:hhi,2.0,PA,50,6413,-1.0,0.9615901098525187,0.7456453129245397,11.187768040275966,0.08595012931898428,0.0640883110719587
feat:entropy_normalized,2.0,SI,10,7597,-1.0,0.2920706679728156,0.8189197166521724,3.739016638624893,0.07811430014931176,0.06396934054475713
size:PA_large_minus_small_share,2.0,PA,10,7472,-1.0,0.664101486112691,1.0762947588453666,11.187768040275966,0.0593596045003727,0.06388843121088497
size:PA_large_minus_small_share,2.5,GC,5,4822,-1.0,0.11581530713874354,0.6060517442967179,1.1015763557651,0.10513597766748,0.06371784265371704
resid:PA,2.5,HG,2,7999,1.0,0.1142605101474246,0.8922371658756432,1.6007683688161451,0.0713785406891357,0.06368658684881372
resid:PL,2.0,HG,1,20263,1.0,0.10046367021855905,1.0136662287005658,1.6007683688161451,0.06275965478556862,0.06361734258103675
size:SI_large_minus_small_share,2.5,PA,20,5307,1.0,0.8172606512591778,0.8697785774409413,11.187768040275966,0.07304948121171617,0.06353687385112526
feat:SI_notional_share,1.5,PL,1,14911,1.0,0.167411802233539,1.9440367262653886,5.126364894653202,0.03265702026169645,0.06348644675913083
size:very_large_small_l1_distance,2.0,SI,2,5119,-1.0,0.23697957994255248,1.0004021378257906,3.739016638624893,0.06338018865562123,0.0634056762268854
size:SI_large_minus_small_share,1.5,SI,1,20816,1.0,0.14225080309018726,1.6654598233807438,3.739016638624893,0.038044977286461924,0.06336238115203528
size:PA_large_minus_small_share,1.5,GC,5,12811,-1.0,0.08937802500778716,0.7806373259499557,1.1015763557651,0.0811364773218191,0.06333816269350409
feat:GC_abs_signed_notional_share,2.5,GC,1,4730,1.0,0.07599019131171765,0.9178275349774939,1.1015763557651,0.06898313577086417,0.06331462145959005
feat:SI_abs_signed_notional_share,2.5,PL,5,5082,1.0,0.32357736485764166,1.0022880674929728,5.126364894653202,0.06312023656278015,0.06326465992420821
size:GC_large_minus_small_share,2.5,PL,2,4629,-1.0,0.27478279264563105,1.1800589351810582,5.126364894653202,0.05360187936138324,0.06325337668289745
feat:HG_notional_share,2.5,HG,5,4222,-1.0,0.3130775573493518,0.32310405024781724,1.6007683688161451,0.19557955007624844,0.06319254477528166
feat:HG_notional_share,1.5,PA,10,10389,1.0,0.6172652615850643,1.1451557787153979,11.187768040275966,0.055173226631344996,0.063181939307259
size:PA_large_minus_small_share,2.5,SI,5,4822,1.0,0.28713317714249736,0.8225772686061606,3.739016638624893,0.07679376822674344,0.06316880811392918
size:very_large_small_l1_distance,3.0,PA,1,555,1.0,0.793830094675213,0.8902051979327189,11.187768040275966,0.07095517996238612,0.06316467002276763
feat:HG_abs_signed_notional_share,1.5,GC,1,10372,1.0,0.06158084221199487,1.1293128886364516,1.1015763557651,0.05590247275162682,0.06313138298506021
size:very_large_small_l1_distance,3.0,PL,5,555,-1.0,0.5609103438472995,0.5746351030442375,5.126364894653202,0.10941678077429272,0.06287472309500444
feat:entropy_normalized,2.5,GC,1,2023,-1.0,0.09159159886795763,0.7559623652225346,1.1015763557651,0.08314593753634325,0.06285519959861917
feat:contribution_velocity_l2,1.5,GC,5,12911,1.0,0.08540684486700363,0.8099648147405503,1.1015763557651,0.07753147970181722,0.06279777059324311
anom:md_rolling,1.5,SI,2,10778,1.0,0.19191047912270331,1.223317505566455,3.739016638624893,0.05132645764135532,0.06278855413138511
size:PL_large_minus_small_share,2.0,SI,2,9002,-1.0,0.20085823667742192,1.1646011339039481,3.739016638624893,0.05371953539936426,0.0625618318388929
feat:SI_signed_notional_share,1.5,HG,2,18023,-1.0,0.12761121754210267,0.7847107406012122,1.6007683688161451,0.0797187275985957,0.06255614177368032
feat:PL_signed_notional_share,2.0,SI,20,8766,1.0,0.34818930942448706,0.6705636032721516,3.739016638624893,0.09312323080555787,0.062445049197319115
feat:PA_abs_signed_notional_share,1.5,SI,5,10459,-1.0,0.23578395715847328,0.9885584718102483,3.739016638624893,0.06306041934201932,0.06233891177646004
feat:PA_abs_signed_notional_share,1.5,PA,2,10459,1.0,0.43306054427346286,1.6080796183046218,11.187768040275966,0.038708394982309685,0.062246181028337094
feat:HG_abs_signed_notional_share,2.5,PA,50,4346,1.0,1.0821154525074523,0.6423622512196083,11.187768040275966,0.09672308619662444,0.0621312593941719
anom:md_ewma,2.0,SI,2,6951,1.0,0.20538483616859823,1.129308520631595,3.739016638624893,0.0549301744332791,0.06203311402728188
feat:PL_notional_share,2.0,SI,5,7235,-1.0,0.25242707233707284,0.9184173065970253,3.739016638624893,0.06751162049653477,0.06200384066042799
feat:rank_turnover_l1,3.0,HG,50,1010,-1.0,0.5689534956446345,0.1741907519663778,1.6007683688161451,0.3554252487294001,0.06191179134401107
resid:PL,2.0,SI,1,20263,1.0,0.13355419006268532,1.7317348148495608,3.739016638624893,0.03571906813225706,0.061855953838613024
resid:GC,1.5,GC,2,43222,1.0,0.052927860224891154,1.285940818877869,1.1015763557651,0.04804738223355394,0.06178609005435432
feat:PL_abs_signed_notional_share,2.0,PL,2,7156,1.0,0.2588941872997602,1.2227556003136926,5.126364894653202,0.05050248911656422,0.06175220139706021
feat:max_share,2.0,PA,50,6686,1.0,0.9589837716656082,0.7192375344518704,11.187768040275966,0.08571716612404427,0.061651003223259
feat:HG_notional_share,2.0,HG,10,6507,-1.0,0.278909697813826,0.35320026244749436,1.6007683688161451,0.17423488822439367,0.06153980824836569
feat:rank_turnover_l1,3.0,PL,1,1010,1.0,0.329842957461285,0.9559706138583881,5.126364894653202,0.06434246571197286,0.06150950644383698
resid:PA,2.5,GC,2,7999,1.0,0.07860973364737239,0.8610625467056424,1.1015763557651,0.07136113010774818,0.06144639642637034
feat:GC_signed_notional_share,3.0,PA,5,1805,1.0,0.7043145835494646,0.9756859275812167,11.187768040275966,0.06295398519292965,0.06142331743789775
feat:hhi,1.5,PA,5,22853,-1.0,0.38770613867128717,1.772172643902384,11.187768040275966,0.034654467028235214,0.06141369845645559
feat:GC_abs_signed_notional_share,3.0,PL,2,2829,-1.0,0.2679812662478876,1.169086577665368,5.126364894653202,0.05227510560697543,0.0611141243111546
feat:PL_notional_share,2.0,SI,2,7235,-1.0,0.19636363383879774,1.162137127069642,3.739016638624893,0.0525174538701745,0.06103248296169704
feat:abs_complex_signed_notional_ratio,2.0,PA,5,7831,-1.0,0.4975806329992089,1.3722642896348585,11.187768040275966,0.044475415579579285,0.06103202456652648
feat:PA_notional_share,2.0,PL,2,6493,1.0,0.2592238872834092,1.2068030074333151,5.126364894653202,0.05056680369237463,0.06102417077224777
feat:hhi,2.5,PA,20,1373,1.0,1.0479422713528568,0.6507793807844359,11.187768040275966,0.09366857335442284,0.060957576166552806
size:large_small_l1_distance,2.5,GC,2,6250,-1.0,0.09013671315409795,0.742628872084862,1.1015763557651,0.08182520683415857,0.06076576105936172
feat:PL_signed_notional_share,3.0,PL,20,3370,-1.0,0.5204127006406768,0.5978233957814579,5.126364894653202,0.10151690551397681,0.060689181183591026
anom:md_robust_snapshot,2.5,HG,50,4551,-1.0,0.36308061925247087,0.2670242657409864,1.6007683688161451,0.22681646284714424,0.06056549944972642
feat:SI_notional_share,1.5,PL,50,14911,1.0,0.432112273117832,0.718329384358093,5.126364894653202,0.08429214111709549,0.0605495218348687
anom:md_robust_snapshot,2.5,PA,1,4551,1.0,0.4647820244595307,1.4568420861422005,11.187768040275966,0.041543766619607715,0.060522707628314014
feat:abs_complex_signed_notional_ratio,2.5,HG,20,4310,-1.0,0.2698546135083981,0.3588714329814667,1.6007683688161451,0.16857817705878972,0.060497891970491276
size:SI_large_minus_small_share,1.5,GC,2,20816,-1.0,0.06394983377946126,1.0414325784737903,1.1015763557651,0.05805301960665713,0.06045830589715044
size:PA_large_minus_small_share,2.0,HG,10,7472,1.0,0.18892617050593508,0.5117649261176106,1.6007683688161451,0.11802217871512304,0.06039961157038438
feat:PA_abs_signed_notional_share,2.5,GC,5,4629,-1.0,0.11142633975640895,0.5957047893874655,1.1015763557651,0.10115171696747047,0.06025656225228752
resid:SI,2.5,HG,5,6849,-1.0,0.14499814854364812,0.6632504120077697,1.6007683688161451,0.09058034339526717,0.060077450076716214
size:PL_large_minus_small_share,2.5,PA,5,5784,1.0,0.5685292953153401,1.1803683732027104,11.187768040275966,0.05081704351293615,0.05998283098233579
feat:PL_abs_signed_notional_share,1.5,SI,5,10888,1.0,0.23126651599660075,0.968023897122436,3.739016638624893,0.06185222970327679,0.05987443644307809
resid:PA,2.5,HG,5,7999,1.0,0.13799221729260844,0.6937897245679896,1.6007683688161451,0.08620373814274025,0.05980726774278286
resid:HG,2.5,SI,1,7533,1.0,0.17614386430423684,1.2669367952754922,3.739016638624893,0.04710967650815742,0.0596849825817101
resid:HG,1.5,GC,1,40769,1.0,0.04344460643906878,1.5126015138330768,1.1015763557651,0.03943857927932224,0.059654854721328636
feat:PL_signed_notional_share,3.0,GC,10,3370,1.0,0.14186887231973325,0.46269769124887294,1.1015763557651,0.12878714360313062,0.059589514007705596
size:SI_large_minus_small_share,2.5,PA,5,5307,1.0,0.5609828826634236,1.1844223663420368,11.187768040275966,0.050142519995399,0.059389922187303386
feat:SI_signed_notional_share,2.0,PA,20,9352,-1.0,0.6867203589680722,0.9674152601372125,11.187768040275966,0.061381354752429514,0.05938125927539612
feat:rank_turnover_l1,2.5,SI,20,1234,1.0,0.5271785205634631,0.42110319679238944,3.739016638624893,0.14099389532466614,0.05937298004942844
feat:SI_notional_share,3.0,PL,1,2776,1.0,0.23976530650874986,1.268330678611383,5.126364894653202,0.04677101834066183,0.05932111743135706
size:HG_large_minus_small_share,2.0,HG,10,9560,-1.0,0.21797477032818793,0.435556497704572,1.6007683688161451,0.13616883902409446,0.05930922262183223
feat:contribution_velocity_l2,2.0,GC,5,7611,1.0,0.09377800964700302,0.6931773620683545,1.1015763557651,0.08513073937745286,0.05901070135259136
feat:HG_signed_notional_share,1.5,GC,20,14960,-1.0,0.11404506453861028,0.568912519111161,1.1015763557651,0.10352896913750502,0.05889892663299962
size:PL_large_minus_small_share,3.0,HG,2,3757,1.0,0.14913774609095962,0.6317891734921893,1.6007683688161451,0.0931663499830741,0.05886149125309043
size:GC_large_minus_small_share,2.0,PL,2,10129,-1.0,0.21702428267542093,1.3890973938194575,5.126364894653202,0.042334926821494354,0.058807336515275255
resid:SI,2.0,PL,1,17932,1.0,0.15220514102065927,1.9796034973323393,5.126364894653202,0.0296906568589,0.058775728155972845
size:large_small_l1_distance,1.5,PA,10,16495,1.0,0.5110765669324284,1.2862514818523418,11.187768040275966,0.04568172714097689,0.05875818922865587
size:PA_large_minus_small_share,2.5,HG,1,4822,-1.0,0.11664232803509696,0.8049198034438365,1.6007683688161451,0.07286646232356545,0.058651658531132016
size:very_large_small_l1_distance,1.5,HG,5,19645,1.0,0.11985358732098982,0.782306360261197,1.6007683688161451,0.07487253599946382,0.05857326112126599
feat:complex_signed_notional_ratio,2.0,HG,50,8409,-1.0,0.2673071518482534,0.35068910845965173,1.6007683688161451,0.16698677775969642,0.05856044421709794
feat:hhi,2.5,GC,1,1373,1.0,0.09493384360616103,0.6790138794423681,1.1015763557651,0.08617999388723692,0.05851741197969231
feat:PA_abs_signed_notional_share,3.0,GC,1,3261,1.0,0.0798458626470159,0.8019852613520565,1.1015763557651,0.07248327565233456,0.05813051876769069
feat:PL_abs_signed_notional_share,3.0,HG,5,3448,-1.0,0.186952741364265,0.49765143496427794,1.6007683688161451,0.11678937753032106,0.058120401316549074
size:SI_large_minus_small_share,1.5,GC,5,20816,1.0,0.07845096105793666,0.8147704283119127,1.1015763557651,0.0712169979387843,0.058025503913671894
feat:GC_notional_share,2.0,PL,2,6747,-1.0,0.24169005967340862,1.230361936460248,5.126364894653202,0.047146479940491814,0.05800723435686775
feat:max_share,2.5,PA,10,1824,-1.0,0.8802078276670093,0.7369688075826243,11.187768040275966,0.07867590966296951,0.057981691329796914
feat:HG_signed_notional_share,2.5,PA,1,4570,1.0,0.40984279356025183,1.5821939643065257,11.187768040275966,0.03663311503106051,0.0579606934958906
feat:PL_signed_notional_share,2.0,PL,20,8766,1.0,0.3980395587839412,0.7447353346614469,5.126364894653202,0.0776455767319834,0.05782540457247471
feat:PL_notional_share,2.0,PA,2,7235,1.0,0.4468633941768836,1.446427375102255,11.187768040275966,0.039942139716177105,0.05777340430563758
feat:GC_notional_share,3.0,PL,5,1390,1.0,0.4640035789546746,0.636191022206464,5.126364894653202,0.09051317814668837,0.05758367132829745
size:SI_large_minus_small_share,1.5,PA,10,20816,1.0,0.47212704546415396,1.3627086270298354,11.187768040275966,0.04220028908040429,0.057506697993019884
feat:PA_notional_share,2.0,PL,1,6493,1.0,0.21335172376861786,1.3802691264012978,5.126364894653202,0.04161852075554428,0.057444759285369386
size:SI_large_minus_small_share,1.5,HG,5,20816,-1.0,0.12373261651546441,0.741160877705984,1.6007683688161451,0.07729576553725345,0.05728859742854672
feat:PL_abs_signed_notional_share,1.5,HG,2,10888,-1.0,0.15153132035535122,0.6048252613299279,1.6007683688161451,0.09466161582604037,0.0572537365298981
feat:distance_from_equal_weight,2.0,GC,2,5790,1.0,0.07839154106585144,0.8041507402971427,1.1015763557651,0.07116305706416928,0.05722582501995954
feat:SI_signed_notional_share,3.0,PA,2,2935,1.0,0.5177783057944901,1.234321777320405,11.187768040275966,0.0462807508995975,0.057125338706114116
size:HG_large_minus_small_share,1.5,SI,50,17255,1.0,0.360205996153501,0.5927017380614431,3.739016638624893,0.09633709367123192,0.05709916285872721
size:very_large_small_l1_distance,3.0,PA,5,555,-1.0,1.0755893365015687,0.5933556621813106,11.187768040275966,0.09613976019429854,0.05704507107204042
size:large_small_l1_distance,2.5,HG,2,6250,1.0,0.1487062741842525,0.6137847828425862,1.6007683688161451,0.09289680948295402,0.05701864803526403
anom:md_rolling,2.0,PA,1,7034,1.0,0.3827993367928413,1.6649275814071511,11.187768040275966,0.034215880720333464,0.056966963533420366
size:very_large_small_l1_distance,2.5,HG,5,1828,-1.0,0.20166065566913477,0.45218386934625887,1.6007683688161451,0.1259774115965783,0.05696495342596704
size:GC_large_minus_small_share,3.0,PA,1,2099,1.0,0.4963775261949425,1.2825299208149943,11.187768040275966,0.04436787788305794,0.056903130908087636
feat:rank_turnover_l1,1.5,PA,2,14905,1.0,0.35010733232338925,1.8162636116750108,11.187768040275966,0.03129376038750561,0.056837718264303325
feat:max_share,2.0,PA,10,6686,-1.0,0.6237776190624387,1.0185765909696276,11.187768040275966,0.055755322850530975,0.05679106667750482
feat:SI_notional_share,3.0,PA,50,2776,-1.0,1.092157594956548,0.5817031013438911,11.187768040275966,0.09762068636253278,0.05678625601240462
feat:HG_notional_share,3.0,HG,1,2759,1.0,0.21834157942803017,0.4160216878000556,1.6007683688161451,0.13639798466876604,0.05674451979442616
anom:md_rolling,2.5,SI,5,4638,1.0,0.27258339104611873,0.7773784316055703,3.739016638624893,0.07290242793526786,0.05667277508855664
feat:GC_signed_notional_share,2.0,PL,20,8987,-1.0,0.368467454110256,0.7881817420875763,5.126364894653202,0.07187694627328763,0.056652096729614965
feat:SI_notional_share,1.5,HG,2,14911,-1.0,0.11530044735792898,0.7862188915394938,1.6007683688161451,0.07202818946453815,0.05662992328040583
resid:PL,2.0,PA,1,20263,1.0,0.27678907971458416,2.2873285119848705,11.187768040275966,0.024740330575155244,0.05658926352048364
resid:SI,3.0,PL,5,1986,1.0,0.3800102007365466,0.7598739715869366,5.126364894653202,0.07412858985767815,0.056328385983293
feat:SI_notional_share,2.0,HG,20,7938,-1.0,0.2207566404894984,0.4083290848644691,1.6007683688161451,0.13790667331386605,0.05631130571095423
feat:HG_signed_notional_share,3.0,GC,2,2761,-1.0,0.09534735278421898,0.649888912535712,1.1015763557651,0.08655537338398614,0.056251377482641265
feat:complex_signed_notional_ratio,2.5,GC,1,3253,1.0,0.07772881333731607,0.7969291036266283,1.1015763557651,0.07056143945948215,0.05623246469904971
feat:contribution_velocity_l2,1.5,SI,2,12911,1.0,0.1670665662989665,1.2576744744761357,3.739016638624893,0.04468195315664842,0.056195351954855116
feat:entropy_normalized,2.0,HG,2,7597,1.0,0.1322726452234579,0.6786219022949754,1.6007683688161451,0.08263072147113995,0.05607501739275127
feat:SI_abs_signed_notional_share,1.5,HG,1,12489,-1.0,0.1165363272820727,0.7692881966413314,1.6007683688161451,0.07280024365315116,0.056004368154982186
resid:SI,1.5,GC,2,40816,1.0,0.04984358083874681,1.2372630339926631,1.1015763557651,0.04524750424960596,0.05598306438846339
resid:PA,1.5,PA,20,44665,1.0,0.462406356861726,1.3533573576567504,11.187768040275966,0.04133142153082394,0.05593618343115321
feat:SI_abs_signed_notional_share,1.5,GC,1,12489,1.0,0.055694923352480136,1.105352969845462,1.1015763557651,0.05055929447014794,0.05588586629586927
size:PA_large_minus_small_share,1.5,SI,5,12811,1.0,0.21336630638083567,0.9767496374659526,3.739016638624893,0.05706481864154151,0.055738040920186
feat:rank_turnover_l1,3.0,PA,10,1010,1.0,0.8922220280476376,0.6986281701365991,11.187768040275966,0.07974977894032467,0.05571544212987731
feat:PA_notional_share,2.0,SI,20,6493,1.0,0.3441892832902727,0.6049102452342718,3.739016638624893,0.09205342381596249,0.05568405917516823
anom:md_robust_snapshot,3.0,PA,1,3210,1.0,0.494643179979135,1.2592165463478033,11.187768040275966,0.044212856237135015,0.05567356013509709
feat:SI_notional_share,1.5,PL,2,14911,1.0,0.18464502913874015,1.545498612354466,5.126364894653202,0.036018705834094035,0.05566685988539604
feat:HG_abs_signed_notional_share,2.5,SI,1,4346,1.0,0.1818384072752001,1.1392693275269339,3.739016638624893,0.0486326820257412,0.05540572294729738
resid:PA,1.5,HG,2,44665,-1.0,0.07517833071297941,1.1795959598018453,1.6007683688161451,0.04696390319642426,0.05539843046702703
feat:HG_notional_share,1.5,GC,2,10389,1.0,0.06708088510976348,0.9093314334145239,1.1015763557651,0.06089535669379219,0.055374061990654776
resid:PA,1.5,PA,1,44665,-1.0,0.2275240188991892,2.7191836253481907,11.187768040275966,0.020336855222605858,0.05529964371238668
feat:rank_turnover_l1,2.5,PA,1,1234,1.0,0.5865793580473027,1.0531560886894533,11.187768040275966,0.05243041828679473,0.05521741425127273
feat:SI_signed_notional_share,3.0,HG,5,2935,-1.0,0.17090544100273083,0.5149052542205064,1.6007683688161451,0.10676462899446511,0.0549736684341531
feat:abs_complex_signed_notional_ratio,1.5,SI,1,14136,1.0,0.13355621640023835,1.538877920152254,3.739016638624893,0.035719610076235614,0.05496811926276696
anom:md_rolling,3.0,SI,1,3238,1.0,0.19089928196457137,1.0753913372131936,3.739016638624893,0.051056012961412996,0.05490519405134806
feat:max_share,3.0,PL,2,433,-1.0,0.5677608868971388,0.495327481892306,5.126364894653202,0.11075311620702485,0.05485906216255157
resid:PL,1.5,HG,20,41593,1.0,0.1464969261035665,0.5982535967229213,1.6007683688161451,0.0915166297369487,0.054750152900089416
size:SI_large_minus_small_share,2.0,PA,1,10126,1.0,0.31594221618043283,1.933852087621806,11.187768040275966,0.028239968422927687,0.05461192188905258
feat:abs_complex_signed_notional_ratio,3.0,SI,5,2440,1.0,0.3004394071021646,0.6786903418310222,3.739016638624893,0.08035251942945563,0.054534478878561096
feat:abs_complex_signed_notional_ratio,2.0,SI,1,7831,1.0,0.14970099520357755,1.3598051448001778,3.739016638624893,0.0400375311671877,0.054443240866239306
feat:GC_abs_signed_notional_share,2.5,SI,2,4730,-1.0,0.2027581850552274,1.003835442070976,3.739016638624893,0.05422767659300823,0.05443566370522434
anom:md_rolling,2.5,GC,2,4638,-1.0,0.08148999842912644,0.7323555124893185,1.1015763557651,0.07397580567397669,0.05417658907617543
feat:GC_notional_share,2.5,PA,5,3007,1.0,0.6375395885281343,0.9505837465455634,11.187768040275966,0.0569854135546064,0.05416940791518609
feat:max_share,2.0,PA,1,6686,-1.0,0.36003246021553426,1.6746951883094154,11.187768040275966,0.03218090140226517,0.0538932007338332
resid:PL,1.5,PA,10,41593,1.0,0.3805306139083623,1.5785432637402286,11.187768040275966,0.034013094706509116,0.053691141527918394
resid:GC,1.5,PL,5,43222,1.0,0.1747017847408675,1.5737131891182952,5.126364894653202,0.03407907714940102,0.053630693182992295
feat:PA_signed_notional_share,2.0,HG,1,8413,-1.0,0.09601850292892221,0.8898603305082897,1.6007683688161451,0.059982758779730944,0.053376277552530396
size:PA_large_minus_small_share,2.5,PA,5,4822,1.0,0.5841874306969388,1.0217521367186053,11.187768040275966,0.05221661984712804,0.05335244290102621
feat:PL_signed_notional_share,2.0,GC,20,8766,1.0,0.125562111398423,0.4680552434939083,1.1015763557651,0.1139840291063744,0.0533508224978008
feat:PA_abs_signed_notional_share,2.0,PL,2,6815,1.0,0.2357550838481744,1.1592811335247257,5.126364894653202,0.04598874420626337,0.053313883512815664
feat:HG_notional_share,2.5,PL,10,4222,1.0,0.38455190852340304,0.7098117702552234,5.126364894653202,0.07501454079566022,0.053246203997050254
feat:PL_notional_share,2.5,SI,2,4801,-1.0,0.20060684478454643,0.990490173997692,3.739016638624893,0.05365230063761473,0.0531420765939275
feat:HG_notional_share,2.0,SI,5,6507,1.0,0.24285155441864317,0.8181822224211892,3.739016638624893,0.06495064822925134,0.053141465715905736
feat:abs_complex_signed_notional_ratio,3.0,HG,1,2440,1.0,0.10748394481743306,0.7892786890958902,1.6007683688161451,0.06714522032748764,0.052996291479134164
feat:hhi,1.5,PL,1,22853,-1.0,0.13583960380466636,1.9944377220453744,5.126364894653202,0.026498231514176265,0.052849072499364665
feat:complex_signed_notional_ratio,3.0,SI,20,1353,1.0,0.5086529341928822,0.3874470567863657,3.739016638624893,0.13603922724985537,0.052707998205448026
size:PA_large_minus_small_share,2.5,GC,2,4822,-1.0,0.08327788285667337,0.6971306249025065,1.1015763557651,0.07559882927845951,0.05270225909679039
size:PA_large_minus_small_share,2.5,SI,50,4822,1.0,0.4745836596504454,0.4139839526349283,3.739016638624893,0.12692739977348275,0.052545906655900095
feat:entropy_normalized,2.5,PA,20,2023,1.0,0.8727169311664543,0.6729375845310006,11.187768040275966,0.0780063483640949,0.05249340364621779
resid:PA,2.0,PA,5,20167,-1.0,0.40610282381377355,1.4448038313774019,11.187768040275966,0.036298824068554454,0.05244468008874172
feat:max_share,1.5,SI,1,22360,-1.0,0.11987325719258647,1.631567087087953,3.739016638624893,0.03206010263614995,0.05230820826980398
feat:abs_complex_signed_notional_ratio,2.5,PL,5,4310,-1.0,0.2931297511437378,0.9147857904785202,5.126364894653202,0.05718082055560893,0.052308202132173125
anom:md_rolling,2.0,HG,5,7034,-1.0,0.20066885794964961,0.41660067965697717,1.6007683688161451,0.12535783556121557,0.05222415949512999
feat:distance_from_equal_weight,2.0,SI,2,5790,-1.0,0.18946670459950057,1.0262499907693328,3.739016638624893,0.05067287014512489,0.05200303251869002
feat:PA_notional_share,3.0,SI,2,3203,-1.0,0.218459245289042,0.8889881621712236,3.739016638624893,0.058426925152540984,0.05194084481267305
resid:SI,2.5,PA,5,6849,1.0,0.47959738727473156,1.2104440944898405,11.187768040275966,0.04286801313257309,0.05188933333883602
feat:HG_abs_signed_notional_share,2.5,PA,2,4346,-1.0,0.4651327911850101,1.2475148604565194,11.187768040275966,0.04157511931875348,0.05186557917539789
feat:GC_abs_signed_notional_share,1.5,SI,1,13863,1.0,0.1275643239127441,1.517613084039794,3.739016638624893,0.034117078430455645,0.051776524615271324
size:HG_large_minus_small_share,2.0,GC,5,9560,1.0,0.08861524225533032,0.6403312770034668,1.1015763557651,0.08044403076696631,0.05151082894831771
anom:md_rolling,3.0,SI,5,3238,1.0,0.28422328792964424,0.6760728649755811,3.739016638624893,0.07601551835676605,0.0513920292780627
resid:PA,1.5,PA,2,44665,-1.0,0.2573621945607462,2.231181613512182,11.187768040275966,0.023003890823821364,0.051325858245351824
feat:PA_abs_signed_notional_share,3.0,PL,2,3261,1.0,0.2771603508689592,0.9491654028940761,5.126364894653202,0.054065669644007865,0.051317263110392745
size:very_large_small_l1_distance,2.5,GC,10,1828,1.0,0.1571478630367547,0.3582901411801599,1.1015763557651,0.14265725858613554,0.05111268931920108
feat:PA_abs_signed_notional_share,1.5,GC,2,10459,-1.0,0.0661380244484944,0.8513084746029859,1.1015763557651,0.060039437214098726,0.05111208171075613
