ts,md_signed_flow_ewma,md_notional_share_ewma,complex_trades,complex_notional,complex_signed_notional_ratio,signed_share_GC,signed_share_SI,signed_share_HG,signed_share_PL,signed_share_PA,notional_share_GC,notional_share_SI,notional_share_HG,notional_share_PL,notional_share_PA
2023-12-18 05:05:00+00:00,20.899784404592683,15.112851110271972,108.0,24935932.5,0.11070079292202126,-0.0163258382256208,0.009720911780620196,0.011698479693911596,0.0019034780431812605,0.10370376162992902,0.5226963138434867,0.06800828483153779,0.19874482335882165,0.017132906499486233,0.19341767146666763
2023-07-09 23:55:00+00:00,20.764365634362715,12.083511183932012,100.0,13562247.5,0.4974422565286469,0.19929882565555598,-0.03431953295351674,0.13234532108339714,0.2001176427432105,0.0,0.42705606132021995,0.13733343238279644,0.18123563222098696,0.2543748740759966,0.0
2026-03-30 20:15:00+00:00,20.549192968034372,14.369490304724751,94.0,36435512.5,-0.07805427465854912,0.06234384654257299,-0.08675876317095856,0.018903604004472285,-0.002556297238854538,-0.06998666479578132,0.6477389332728613,0.18318529209655005,0.026436090339061375,0.033809048246542434,0.10883063604498495
2024-12-06 00:20:00+00:00,20.4811864566641,13.885475894040871,55.0,13051357.5,0.03444335196549478,0.12206546330525388,0.060930443442377545,-0.008030773810310537,-0.1554857416172992,0.014963960645473087,0.4882112837687574,0.20714511881235342,0.04016536210888408,0.24951427466453202,0.014963960645473087
2025-09-04 04:40:00+00:00,20.316201978625465,13.858566167066677,149.0,44821240.0,-0.09290338687640057,-0.2161283355837545,0.02304989777168146,0.007649832980970629,-0.0031894476815010025,0.09571466563620283,0.544292839734019,0.20277886109353513,0.04589509348692718,0.04146549716161356,0.16556770852390518
2026-06-01 23:30:00+00:00,20.300056478120226,9.339452258780515,83.0,38058405.0,-0.3233954497042112,-0.08295565723261394,-0.029774631911137633,-0.060404528250724114,-0.15026063230973552,0.0,0.7358632081402255,0.039748775598977416,0.06903599874981624,0.15535201751098082,0.0
2026-02-16 16:55:00+00:00,20.233088980197866,37.92703316926849,161.0,49407045.0,0.07725441786692566,-0.010133575080234002,-0.007966475226356889,0.014503245437973471,0.002073995722674772,0.07877722701286831,0.2435842904589821,0.294562243097113,0.041024513811744864,0.0682375357603354,0.35259141687182466
2024-10-06 22:50:00+00:00,19.877862083008637,10.416768540853159,103.0,23869792.5,-0.36963633010215735,-0.13433045134347105,-0.020432728939725805,-0.05768640427016699,-0.046247364739345764,-0.11093938080944776,0.4922899937232383,0.10216992879179826,0.20182779133919995,0.07570949768415457,0.12800278846160895
2024-01-19 00:30:00+00:00,19.641364118550438,10.514384591434304,234.0,59521590.0,-0.13020183096587307,-0.05786270158441668,0.04233673865231087,-0.0031467573362875556,-0.0038597759233246287,-0.10766933477415506,0.6739848515471445,0.09632639181849813,0.07741308657917237,0.025473781866378234,0.12680188818880678
2023-11-10 03:45:00+00:00,19.428662038166813,17.4462889706315,182.0,29793970.0,-0.30140696254980454,-0.1384921177003266,-0.04588428463880443,0.015230430855639581,-0.014468699538866422,-0.11779229152744666,0.45506758582357437,0.114730430352182,0.0517797728869298,0.13312928757060574,0.2452929233667081
2024-06-17 22:05:00+00:00,19.319868815142915,12.171642738875182,164.0,35185695.0,0.10860230272558209,-0.08624868714402259,-0.058785253495774334,0.057064738951440354,0.1889320361584445,0.007639468255494172,0.41800566963363944,0.18483932177551132,0.09186474787552157,0.29765079245983345,0.007639468255494172
2023-09-14 22:50:00+00:00,19.281934479957602,31.02486638108657,78.0,13851212.5,0.05868060287140927,0.09763982756022262,0.05794438573518383,0.013783089386578972,0.016439355038412703,-0.12712605484898884,0.4044721716600623,0.09104618097513124,0.0275634714289453,0.0592182814320407,0.4176998945038205
2024-01-04 19:35:00+00:00,19.19500001843772,21.197540398290368,189.0,47407715.0,0.07288771458400811,0.07402740250189237,0.08802786635044528,0.016215715100379762,-0.004073809505478169,-0.10130945986323112,0.5070514366701707,0.10270058364972874,0.07506214969441155,0.044793131244566416,0.2703926987411226
2025-07-30 23:10:00+00:00,19.153561068015097,7.676456764035039,136.0,41261970.0,0.3459286480989638,-0.0324717893983249,0.004503541638947436,0.3690701752727754,0.004826720585565836,0.0,0.362908508730921,0.03151509731600309,0.5493199912655649,0.056256402687511045,0.0
2024-08-29 22:40:00+00:00,19.068064553474095,14.822873224554922,72.0,13418372.5,0.01406932919771008,-0.19032859610955055,-0.011111630713784402,0.03921954767614329,0.16175396829980684,0.014536040045094888,0.4948886312404876,0.12224284278887027,0.05490513100601433,0.3134273549195329,0.014536040045094888
2025-07-30 04:00:00+00:00,19.008813188691406,9.567094912097508,350.0,73638680.0,0.3130157276040255,0.04998799543935333,-0.007805340888782906,-0.011541149298167757,0.2823742223516228,0.0,0.5043132223445613,0.12756645013191437,0.015389670211361747,0.3527306573121626,0.0
2023-07-03 18:30:00+00:00,18.451489401791697,15.66852647183706,141.0,30352700.0,0.26118813153360326,0.10169243592826997,0.05705999795734811,-0.009359134442734913,0.02573329555525538,0.08606153653546472,0.5150793833826974,0.15595235349738243,0.1279927321127939,0.05754512778105408,0.14343040322607215
2026-06-16 23:35:00+00:00,18.30162742744224,7.65803766471183,51.0,18672952.5,-0.197186143969466,-0.11658306312298497,-0.15043014756236325,0.008697740756315853,-0.019374814989755906,0.08050414094932229,0.6296181602775458,0.2444163556887964,0.02608652809457958,0.019374814989755906,0.08050414094932229
2024-01-07 23:35:00+00:00,18.136468537944253,11.330216602850887,168.0,37768337.5,-0.04648026935260256,-0.15204137592765368,-0.04928864025322798,0.05797217047215806,-0.008998145602781695,0.10587572195890274,0.5647818096308846,0.1017446161086651,0.14365306654019389,0.029571198361590577,0.16024930935866585
