feature,root,horizon,spearman_ic,pvalue,observations,bh_qvalue
md_ewma,PL,5,0.0032392723248051607,0.2716942806004058,115144,0.45484566526945575
md_ewma,PL,10,-0.000268562706952213,0.9273908200052017,115139,0.9534717340575176
md_ewma,PL,20,-0.003345023524726179,0.25638388070789403,115129,0.443132633322286
md_ewma,PL,50,-0.005578165932884724,0.0584302071604292,115099,0.13410211479442766
md_ewma,PA,1,0.0014109981985829742,0.6320840395397715,115148,0.7628600477204139
md_ewma,PA,2,0.0013198663141103292,0.6542471989225365,115147,0.7740389395703249
md_ewma,PA,5,0.0032380259664011313,0.2718787617063974,115144,0.45484566526945575
md_ewma,PA,10,0.0015378904498137907,0.6017860849581882,115139,0.7473118803035932
md_ewma,PA,20,-0.003476657636896121,0.23814191532825923,115129,0.42069262449318595
md_ewma,PA,50,0.00037832844952032124,0.8978710153409225,115099,0.9437132082750965
GC_large_minus_small_share,GC,1,-0.0014921806739247273,0.6118450408844801,115648,0.7513654825411833
GC_large_minus_small_share,GC,2,-0.0022709250347740942,0.4399580204038501,115647,0.6232120356479496
GC_large_minus_small_share,GC,5,-0.00501720284002413,0.08797720088671263,115644,0.19195025648010028
GC_large_minus_small_share,GC,10,-0.009005066672238804,0.0021966662949242225,115639,0.00693684093133965
GC_large_minus_small_share,GC,20,-0.011830565322397747,5.746296088632948e-05,115629,0.00022346707011350352
GC_large_minus_small_share,GC,50,-0.01606754947004293,4.675303930210059e-08,115599,2.424231667516327e-07
GC_large_minus_small_share,SI,1,0.0006776511805768675,0.8177446246619173,115648,0.8990909485811656
GC_large_minus_small_share,SI,2,0.0018837211877997379,0.5217897266537412,115647,0.6924223860807941
GC_large_minus_small_share,SI,5,-0.002900553532537689,0.3239529157939817,115644,0.5076874053487773
GC_large_minus_small_share,SI,10,-0.002448330328481463,0.40509012396060107,115639,0.5907564307758766
GC_large_minus_small_share,SI,20,-0.003247667380832577,0.2694472481707636,115629,0.45484566526945575
GC_large_minus_small_share,SI,50,-0.006788069782907322,0.02100273122208414,115599,0.05496041815124822
GC_large_minus_small_share,HG,1,-0.0035463566248315056,0.22781659821494524,115648,0.4080297281461706
