ts,root,rolling_ar1
2023-01-06 00:00:00+00:00,PA,-0.05797551789446443
2023-01-08 00:00:00+00:00,PA,-0.05896240533020436
2023-01-09 00:00:00+00:00,PA,-0.058668051969869656
2023-01-10 00:00:00+00:00,PA,-0.05706991051083828
2023-01-11 00:00:00+00:00,PA,-0.05630586918288222
2023-01-12 00:00:00+00:00,PA,-0.06816221415314858
2023-01-13 00:00:00+00:00,PA,-0.06691406133248351
2023-01-15 00:00:00+00:00,PA,-0.06750864696521494
2023-01-16 00:00:00+00:00,PA,-0.06728782291821332
2023-01-17 00:00:00+00:00,PA,-0.06757968370220956
2023-01-18 00:00:00+00:00,PA,-0.06589716104512168
2023-01-19 00:00:00+00:00,PA,-0.0688471644946158
2023-01-20 00:00:00+00:00,PA,-0.06989089778610012
2023-01-22 00:00:00+00:00,PA,-0.0665151848458778
2023-01-23 00:00:00+00:00,PA,-0.054944746090984556
2023-01-24 00:00:00+00:00,PA,-0.05544410463211862
2023-01-25 00:00:00+00:00,PA,-0.05431366241095839
2023-01-26 00:00:00+00:00,PA,-0.05049636703100307
2023-01-27 00:00:00+00:00,PA,-0.04622130158597236
2023-01-29 00:00:00+00:00,PA,-0.04606246628266968
2023-01-30 00:00:00+00:00,PA,-0.04636336860978145
2023-01-31 00:00:00+00:00,PA,-0.045921260274187414
2023-02-01 00:00:00+00:00,PA,-0.03778125052002172
2023-02-02 00:00:00+00:00,PA,-0.04084642710575968
2023-02-03 00:00:00+00:00,PA,-0.03657983490704658
2023-02-05 00:00:00+00:00,PA,-0.031424053620162505
2023-02-06 00:00:00+00:00,PA,-0.03889372506946305
2023-02-07 00:00:00+00:00,PA,-0.028280855990390923
2023-02-08 00:00:00+00:00,PA,-0.03466998991669328
2023-02-09 00:00:00+00:00,PA,-0.03650064416914013
2023-02-10 00:00:00+00:00,PA,-0.0354000552977
2023-02-12 00:00:00+00:00,PA,-0.028517237198982873
2023-02-13 00:00:00+00:00,PA,-0.016720165809131125
2023-02-14 00:00:00+00:00,PA,0.0018419892264496833
2023-02-15 00:00:00+00:00,PA,-0.003265195197821532
2023-02-16 00:00:00+00:00,PA,0.005841982489885721
2023-02-17 00:00:00+00:00,PA,0.006044696999678309
2023-02-19 00:00:00+00:00,PA,0.007594308527194679
2023-02-20 00:00:00+00:00,PA,0.008497251209308016
2023-02-21 00:00:00+00:00,PA,0.004717544673092897
2023-02-22 00:00:00+00:00,PA,-0.0020640490243149716
2023-02-23 00:00:00+00:00,PA,0.0020670268412084198
2023-02-24 00:00:00+00:00,PA,0.008216318747450872
2023-02-26 00:00:00+00:00,PA,0.02549421816439402
