feature,root,horizon,spearman_ic,pvalue,observations
GC_share_velocity,GC,20,0.0022133501506602328,0.2815131523219295,236742
GC_share_velocity,GC,50,0.0008350990137755545,0.689010913633977,229656
GC_share_velocity,SI,1,-0.004216558731516307,0.03828039272442889,241433
GC_share_velocity,SI,2,-0.0006029158399416746,0.7671643782271691,241172
GC_share_velocity,SI,5,-0.0003971711748741886,0.8455976967818135,240410
GC_share_velocity,SI,10,0.0004819270821315854,0.8136769012146498,239170
GC_share_velocity,SI,20,-0.0007041409568586423,0.7318948528947421,236742
GC_share_velocity,SI,50,-5.141628432739924e-05,0.9803422710928457,229656
GC_share_velocity,HG,1,-0.0041306080494228695,0.04239652451679284,241433
GC_share_velocity,HG,2,-0.004265366369406392,0.03619866694881928,241172
GC_share_velocity,HG,5,-0.0010172919800045556,0.6179257137476072,240410
GC_share_velocity,HG,10,0.0008940711341145674,0.6619348530376038,239170
GC_share_velocity,HG,20,2.813606600572416e-07,0.9998907707888286,236742
GC_share_velocity,HG,50,8.345924441467593e-05,0.9680967246832562,229656
GC_share_velocity,PL,1,-0.0028893478396543083,0.15569482930165013,241433
GC_share_velocity,PL,2,-0.00021856298039216407,0.914523916861997,241172
GC_share_velocity,PL,5,0.000725123390842804,0.7221866110286888,240410
GC_share_velocity,PL,10,0.0013297338476832886,0.5154962874968607,239170
GC_share_velocity,PL,20,0.00042711650925951364,0.8353716079227752,236742
GC_share_velocity,PL,50,-0.000726290738439872,0.7277993476686206,229656
GC_share_velocity,PA,1,-0.0015779749750725886,0.4381342875286932,241433
GC_share_velocity,PA,2,-0.001211121431252462,0.5519972369691165,241172
GC_share_velocity,PA,5,-0.0008636487296908241,0.6719605071184739,240410
GC_share_velocity,PA,10,-0.00019524911820363754,0.9239287283574946,239170
GC_share_velocity,PA,20,-0.0008774194144071768,0.6694403289427047,236742
GC_share_velocity,PA,50,-0.0006799904319760228,0.7445255497065315,229656
GC_share_acceleration,GC,1,-0.0014907975794699623,0.46385587055135696,241433
