feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,SI,50,1,decile,22824,0.5205473173957575,4.167536250236914,102.08272135499362,0.7703779662461686,0.5179635471433579,0.00509926959710987,,
md_rolling,SI,50,2,decile,22850,0.35250068628132675,4.12399514644779,104.1273743287265,0.5117267874767194,0.5185120350109409,0.0033852835390672034,,
md_rolling,SI,50,3,decile,22800,1.5124873942942951,3.9503574392774077,102.55932428172942,2.2268144788060495,0.516359649122807,0.014747439151797721,,
md_rolling,SI,50,4,decile,22838,1.3308536239374316,4.157572442100577,105.19365178160868,1.9119203423152096,0.5172081618355373,0.01265146329077349,,
md_rolling,SI,50,5,decile,22973,0.22534936957452234,3.700962292425558,104.99517305101503,0.3253088437592349,0.5149958647107474,0.00214628313879753,,
md_rolling,SI,50,6,decile,22983,0.5134062730414991,3.9179835945901687,104.04233266839901,0.7480910321981558,0.51485880868468,0.004934590179535998,,
md_rolling,SI,50,7,decile,23058,1.348795100357378,4.683109927123841,105.7773374660435,1.936262194496246,0.5195160031225605,0.012751267262615362,,
md_rolling,SI,50,8,decile,23053,1.355634372350061,4.152823979950426,108.33999894602889,1.8998419369788486,0.5168524703943088,0.012512778157081112,,
md_rolling,SI,50,9,decile,23074,2.0929874983028833,4.581419723390656,109.5900551212218,2.9010614829921675,0.5200225361879172,0.019098334205487434,,
md_rolling,SI,50,10,decile,22771,2.5501377972340205,4.910385563920983,108.25817744780124,3.5546266169071257,0.5214966404637478,0.023556075461030355,,
md_rolling,HG,1,1,decile,24069,-0.0352399258688527,0.0,8.855631195244964,-0.6173685304925476,0.44069134571440444,-0.003979380474626676,,
md_rolling,HG,1,2,decile,24087,0.027804775357367136,0.0,9.354247734078555,0.46131957107049665,0.4358367584174036,0.0029724223847601636,,
md_rolling,HG,1,3,decile,24073,-0.07497402662336466,0.0,8.445719732071677,-1.3773340324536425,0.4269098159764051,-0.008877162515665678,,
md_rolling,HG,1,4,decile,24082,-0.04111658628577016,0.0,8.929261077490441,-0.7145749784419787,0.4302798770866207,-0.004604701993697997,,
md_rolling,HG,1,5,decile,24088,-0.04367318236173456,0.0,8.760233303664116,-0.7737479971062321,0.42950846894719363,-0.004985390325559881,,
md_rolling,HG,1,6,decile,24089,0.14230008261471777,0.0,8.825577072855122,2.502484672168542,0.434430652995143,0.016123600920373914,,
md_rolling,HG,1,7,decile,24104,0.03808882668939468,0.0,9.476853109029651,0.6239905388451739,0.4254065715233986,0.004019142879095934,,
md_rolling,HG,1,8,decile,24108,-0.009805679545332926,0.0,9.168728426706641,-0.1660539375463007,0.4286543885847022,-0.0010694699514461543,,
md_rolling,HG,1,9,decile,24103,0.13403814733515854,0.0,9.607296000497868,2.166021660410151,0.4416462680994067,0.01395170371852938,,
md_rolling,HG,1,10,decile,24140,0.0093646413380686,0.0,16.593084227429845,0.08768648552742433,0.44366197183098594,0.0005643701441946528,,
md_rolling,HG,2,1,decile,24028,-0.017346915222339627,0.0,12.334081661530673,-0.21800891232803823,0.472448809721991,-0.0014064213046718922,,
md_rolling,HG,2,2,decile,24056,0.1035318979387854,0.0,12.858524816975835,1.2488053070847125,0.47110907881609576,0.008051615516742829,,
md_rolling,HG,2,3,decile,24034,-0.12701594770969893,0.0,12.424472535679087,-1.5848688186113782,0.4603062328368145,-0.010223045472952675,,
md_rolling,HG,2,4,decile,24057,-0.041099241601690616,0.0,12.450330012607102,-0.5120043832099372,0.46518684790289727,-0.00330105640252699,,
md_rolling,HG,2,5,decile,24057,-0.004896477249017281,0.0,12.45050017592784,-0.06099829223609953,0.4734173005777944,-0.0003932755455466981,,
md_rolling,HG,2,6,decile,24069,0.16742274235898222,0.0,12.542475306805661,2.0709052071485283,0.47081307906435665,0.013348460990641705,,
