index,root,relative_bar,mean,median,count
300,SI,-4,-1.0940419766588676e-05,-0.00011766223424802824,12084
301,SI,-3,2.963531364972971e-07,-0.0,12084
302,SI,-2,3.1927224945610873e-06,-0.0,12084
303,SI,-1,-3.5122483598466922e-06,-0.0,12084
304,SI,0,0.0,0.0,12084
305,SI,1,-3.850726499891241e-06,0.0,12084
306,SI,2,1.8359595195767907e-05,0.0,12084
307,SI,3,5.2507583946086334e-05,0.00010520225142496287,12084
308,SI,4,3.3401659898378746e-05,0.00011210762660596174,12084
309,SI,5,2.9871484583994312e-05,0.00012029370823829488,12084
310,SI,6,4.497358060651543e-05,0.00015077274127195395,12084
311,SI,7,7.85015811113367e-05,0.0001585665586447682,12084
312,SI,8,8.619551308819226e-05,0.0001577909312777681,12084
313,SI,9,0.0001062168121542342,0.00017226539248915707,12084
314,SI,10,0.0001295550490608856,0.0001700103005275455,12084
315,SI,11,0.0001803641539168248,0.00021544012413787783,12084
316,SI,12,0.00018933554930715258,0.000213469954914558,12084
317,SI,13,0.00021687615524773843,0.00021630975894360027,12084
318,SI,14,0.00022414053737986728,0.00027220149250384296,12084
319,SI,15,0.00024395088768611927,0.00028056692173450415,12084
320,SI,16,0.0002445495714262802,0.0003015681635447631,12084
321,SI,17,0.00025960333188169553,0.00029192819395928993,12084
322,SI,18,0.0002683516974836119,0.00029922951775529505,12084
323,SI,19,0.0002651201823632571,0.00031729246270884026,12084
324,SI,20,0.00026293855926352747,0.00029052877052149206,12084
325,SI,21,0.0002779636295879021,0.0003142439248950968,12084
326,SI,22,0.0002901576430098921,0.00030439113808045093,12084
327,SI,23,0.00029074294516320576,0.00033514187580752086,12084
328,SI,24,0.0002764840846221047,0.00037154158918450975,12084
329,SI,25,0.0002694398372847386,0.00033330477881166054,12084
330,SI,26,0.00029422883373942115,0.0004093746901809858,12084
331,SI,27,0.0003017858526978637,0.0004149953251555427,12084
332,SI,28,0.0003065627473073842,0.00043579315271702335,12084
333,SI,29,0.00029554331659261226,0.0004200579359205925,12084
334,SI,30,0.00029201252106295707,0.0004267577196457317,12084
335,SI,31,0.0002951006831467716,0.0003996408117237227,12084
336,SI,32,0.00030359906728888854,0.0004270277287079516,12084
337,SI,33,0.00032384940176823676,0.00043744532631073696,12084
338,SI,34,0.0003436571960932788,0.0004849589393780551,12084
339,SI,35,0.00033498390055106765,0.0004958284401639368,12084
340,SI,36,0.0003270542705085493,0.0004775549551192526,12084
341,SI,37,0.0003374399892158732,0.0004602923216137089,12084
342,SI,38,0.0003386547401137532,0.0004609737354761556,12084
343,SI,39,0.0003425693482046302,0.0005119891036622359,12084
344,SI,40,0.0003505680706819257,0.0005355712687695746,12084
345,SI,41,0.0003295727888045589,0.0005212087311201596,12084
346,SI,42,0.00031925020973867866,0.0005034195337296765,12084
347,SI,43,0.00030900701844823147,0.0005224205762655032,12084
348,SI,44,0.00031068248323763253,0.00043925862203675337,12084
349,SI,45,0.0003078088500768393,0.0004622153409323815,12084
350,SI,46,0.0003078345300646192,0.0005279832948983376,12084
351,SI,47,0.00029929260808208967,0.0005242179102282751,12084
352,SI,48,0.0002994366082530102,0.0005270444691760634,12084
353,SI,49,0.0003053468437950542,0.0005445881686667597,12083
354,SI,50,0.00027723183447082476,0.0005013285310799809,12083
